suite,episode_index,decision_index,packet_index,candidate_next_hop,candidate_rank,base_choice,oracle_next_hop,teacher_score,branch_cost,branch_deadline_miss,branch_decisions,base_target_match,candidate_target_match,teacher_choice
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,0,3,112,0,112,112,2.745458671721617,2.745458671721617,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,4,3,101,0,101,101,2.758692594673619,2.758692594673619,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,4,3,112,1,101,101,3.405782552022351,3.405782552022351,False,1,True,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,10,3,75,0,75,75,104.01432797865789,4.014327978657884,True,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,10,3,74,1,75,75,104.55949697234293,4.5594969723429255,True,1,True,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,14,0,108,0,108,100,2.31504529880157,2.31504529880157,False,1,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,14,0,100,1,108,100,2.4771925599840428,2.4771925599840428,False,1,False,True,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,18,0,1,0,1,1,5.572253326854447,5.572253326854447,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,18,0,0,1,1,1,7.07892396716491,7.07892396716491,False,1,True,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,20,0,36,0,36,36,2.0807612558653252,2.0807612558653252,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,20,0,1,1,36,36,6.538645244328397,6.538645244328397,False,1,True,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,24,4,112,0,112,112,3.6151464788915866,3.6151464788915866,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,25,4,105,0,105,105,3.55180305074167,3.55180305074167,False,1,True,True,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,25,4,127,1,105,105,2.8785866587952227,2.8785866587952227,False,1,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,30,4,4,0,4,4,2.9328334114948635,2.9328334114948635,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,30,4,1,1,4,4,6.250423172310324,6.250423172310324,False,1,True,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,32,4,12,0,12,12,3.3222559892886157,3.3222559892886157,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,32,4,4,1,12,12,4.672333489824515,4.672333489824515,False,1,True,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,34,2,44,0,44,44,2.2728750707436136,2.2728750707436136,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,42,2,36,0,36,36,4.001263544958234,4.001263544958234,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,42,2,44,1,36,36,5.220595276283029,5.220595276283029,False,1,True,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,44,2,1,0,1,1,113.8022793372507,13.802279337250688,True,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,44,2,0,1,1,1,121.54812710881234,21.54812710881233,True,1,True,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,45,2,66,0,66,66,111.22106704288402,11.221067042884023,True,1,True,True,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,45,2,0,1,66,66,108.33249973654748,8.332499736547469,True,1,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,50,1,46,0,46,46,2.273461138158418,2.273461138158418,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,54,1,37,0,37,37,1.9552263937177365,1.9552263937177365,False,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,54,1,47,1,37,37,2.6542131505467887,2.6542131505467887,False,1,True,False,False
