variant,split,budget_pct,slice,decisions,coverage,selected_disagreement,defer_precision,false_positive_rate,correction_rate,new_error_rate,base_target_match,system_target_match,mean_delta_regret,mean_delta_miss
linear,round11_feature_cache_seed315,2.0,overall,4344,0.020027624309392266,0.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0
linear,round11_feature_cache_seed315,2.0,stable_positive_pack,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed315,2.0,hard_near_tie,832,0.0,0.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0
linear,round11_feature_cache_seed315,2.0,stable_near_tie,810,0.0,0.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0
linear,round11_feature_cache_seed315,2.0,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed315,2.0,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0
linear,round11_feature_cache_seed315,2.0,large_gap_control,951,0.054679284963196635,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
linear,round11_feature_cache_seed315,5.0,overall,4344,0.0501841620626151,0.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0
linear,round11_feature_cache_seed315,5.0,stable_positive_pack,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed315,5.0,hard_near_tie,832,0.0,0.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0
linear,round11_feature_cache_seed315,5.0,stable_near_tie,810,0.0,0.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0
linear,round11_feature_cache_seed315,5.0,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed315,5.0,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0
linear,round11_feature_cache_seed315,5.0,large_gap_control,951,0.15772870662460567,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
linear,round11_feature_cache_seed316,0.25,overall,4339,0.002535146347084582,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
linear,round11_feature_cache_seed316,0.25,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,0.25,hard_near_tie,657,0.0060882800608828,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
linear,round11_feature_cache_seed316,0.25,stable_near_tie,626,0.006389776357827476,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
linear,round11_feature_cache_seed316,0.25,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,0.25,baseline_error_near_tie,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
linear,round11_feature_cache_seed316,0.25,large_gap_control,970,0.0,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
linear,round11_feature_cache_seed316,0.5,overall,4339,0.005070292694169164,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
linear,round11_feature_cache_seed316,0.5,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,0.5,hard_near_tie,657,0.0106544901065449,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
linear,round11_feature_cache_seed316,0.5,stable_near_tie,626,0.011182108626198083,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
linear,round11_feature_cache_seed316,0.5,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,0.5,baseline_error_near_tie,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
linear,round11_feature_cache_seed316,0.5,large_gap_control,970,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
linear,round11_feature_cache_seed316,1.0,overall,4339,0.010140585388338327,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
linear,round11_feature_cache_seed316,1.0,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,1.0,hard_near_tie,657,0.0197869101978691,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
linear,round11_feature_cache_seed316,1.0,stable_near_tie,626,0.020766773162939296,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
linear,round11_feature_cache_seed316,1.0,high_headroom_near_tie,35,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,1.0,baseline_error_near_tie,73,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
linear,round11_feature_cache_seed316,1.0,large_gap_control,970,0.016494845360824743,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
linear,round11_feature_cache_seed316,2.0,overall,4339,0.02005070292694169,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
linear,round11_feature_cache_seed316,2.0,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,2.0,hard_near_tie,657,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
linear,round11_feature_cache_seed316,2.0,stable_near_tie,626,0.02875399361022364,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
linear,round11_feature_cache_seed316,2.0,high_headroom_near_tie,35,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,2.0,baseline_error_near_tie,73,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
linear,round11_feature_cache_seed316,2.0,large_gap_control,970,0.0288659793814433,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
linear,round11_feature_cache_seed316,5.0,overall,4339,0.05001152339248675,0.0013828070984097719,0.0,0.004608294930875576,0.0,0.0004609356994699239,0.9624337404932012,0.9628946761926711,-0.0018424691074755536,0.00023046784973496196
linear,round11_feature_cache_seed316,5.0,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,5.0,hard_near_tie,657,0.0624048706240487,0.0015220700152207,0.0,0.024390243902439025,0.0,0.0015220700152207,0.8919330289193302,0.8904109589041096,0.0006280431645827388,0.0
linear,round11_feature_cache_seed316,5.0,stable_near_tie,626,0.06549520766773163,0.001597444089456869,0.0,0.024390243902439025,0.0,0.001597444089456869,0.9073482428115016,0.9057507987220448,0.0006591443436595197,0.0
linear,round11_feature_cache_seed316,5.0,high_headroom_near_tie,35,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linear,round11_feature_cache_seed316,5.0,baseline_error_near_tie,73,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
linear,round11_feature_cache_seed316,5.0,large_gap_control,970,0.06804123711340206,0.002061855670103093,0.0,0.0,0.0,0.0,0.9979381443298969,1.0,-0.012960833126736671,0.0
mlp,round11_feature_cache_seed315,0.25,overall,4344,0.0025322283609576428,0.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0
mlp,round11_feature_cache_seed315,0.25,stable_positive_pack,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,0.25,hard_near_tie,832,0.0,0.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0
mlp,round11_feature_cache_seed315,0.25,stable_near_tie,810,0.0,0.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0
mlp,round11_feature_cache_seed315,0.25,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,0.25,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0
mlp,round11_feature_cache_seed315,0.25,large_gap_control,951,0.007360672975814932,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
mlp,round11_feature_cache_seed315,0.5,overall,4344,0.0050644567219152855,0.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0
mlp,round11_feature_cache_seed315,0.5,stable_positive_pack,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,0.5,hard_near_tie,832,0.0,0.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0
mlp,round11_feature_cache_seed315,0.5,stable_near_tie,810,0.0,0.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0
mlp,round11_feature_cache_seed315,0.5,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,0.5,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0
mlp,round11_feature_cache_seed315,0.5,large_gap_control,951,0.00946372239747634,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
mlp,round11_feature_cache_seed315,1.0,overall,4344,0.010128913443830571,0.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0
mlp,round11_feature_cache_seed315,1.0,stable_positive_pack,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,1.0,hard_near_tie,832,0.001201923076923077,0.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0
mlp,round11_feature_cache_seed315,1.0,stable_near_tie,810,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0
mlp,round11_feature_cache_seed315,1.0,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,1.0,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0
mlp,round11_feature_cache_seed315,1.0,large_gap_control,951,0.025236593059936908,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
mlp,round11_feature_cache_seed315,2.0,overall,4344,0.020027624309392266,0.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0
mlp,round11_feature_cache_seed315,2.0,stable_positive_pack,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,2.0,hard_near_tie,832,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0
mlp,round11_feature_cache_seed315,2.0,stable_near_tie,810,0.0049382716049382715,0.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0
mlp,round11_feature_cache_seed315,2.0,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,2.0,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0
mlp,round11_feature_cache_seed315,2.0,large_gap_control,951,0.05152471083070452,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
mlp,round11_feature_cache_seed315,5.0,overall,4344,0.0501841620626151,0.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0
mlp,round11_feature_cache_seed315,5.0,stable_positive_pack,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,5.0,hard_near_tie,832,0.018028846153846152,0.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0
mlp,round11_feature_cache_seed315,5.0,stable_near_tie,810,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0
mlp,round11_feature_cache_seed315,5.0,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed315,5.0,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0
mlp,round11_feature_cache_seed315,5.0,large_gap_control,951,0.12723449001051526,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
mlp,round11_feature_cache_seed316,0.25,overall,4339,0.002535146347084582,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
mlp,round11_feature_cache_seed316,0.25,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,0.25,hard_near_tie,657,0.0,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
mlp,round11_feature_cache_seed316,0.25,stable_near_tie,626,0.0,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
mlp,round11_feature_cache_seed316,0.25,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,0.25,baseline_error_near_tie,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
mlp,round11_feature_cache_seed316,0.25,large_gap_control,970,0.006185567010309278,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
mlp,round11_feature_cache_seed316,0.5,overall,4339,0.005070292694169164,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
mlp,round11_feature_cache_seed316,0.5,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,0.5,hard_near_tie,657,0.0,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
mlp,round11_feature_cache_seed316,0.5,stable_near_tie,626,0.0,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
mlp,round11_feature_cache_seed316,0.5,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,0.5,baseline_error_near_tie,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
mlp,round11_feature_cache_seed316,0.5,large_gap_control,970,0.009278350515463918,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
mlp,round11_feature_cache_seed316,1.0,overall,4339,0.010140585388338327,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
mlp,round11_feature_cache_seed316,1.0,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,1.0,hard_near_tie,657,0.0,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
mlp,round11_feature_cache_seed316,1.0,stable_near_tie,626,0.0,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
mlp,round11_feature_cache_seed316,1.0,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,1.0,baseline_error_near_tie,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
mlp,round11_feature_cache_seed316,1.0,large_gap_control,970,0.012371134020618556,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
mlp,round11_feature_cache_seed316,2.0,overall,4339,0.02005070292694169,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
mlp,round11_feature_cache_seed316,2.0,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,2.0,hard_near_tie,657,0.0060882800608828,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
mlp,round11_feature_cache_seed316,2.0,stable_near_tie,626,0.006389776357827476,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
mlp,round11_feature_cache_seed316,2.0,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,2.0,baseline_error_near_tie,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
mlp,round11_feature_cache_seed316,2.0,large_gap_control,970,0.01958762886597938,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
mlp,round11_feature_cache_seed316,5.0,overall,4339,0.05001152339248675,0.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0
mlp,round11_feature_cache_seed316,5.0,stable_positive_pack,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,5.0,hard_near_tie,657,0.0624048706240487,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0
mlp,round11_feature_cache_seed316,5.0,stable_near_tie,626,0.06389776357827476,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0
mlp,round11_feature_cache_seed316,5.0,high_headroom_near_tie,35,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,round11_feature_cache_seed316,5.0,baseline_error_near_tie,73,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0
mlp,round11_feature_cache_seed316,5.0,large_gap_control,970,0.042268041237113405,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0
margin_regime,round11_feature_cache_seed315,0.25,overall,4344,0.0025322283609576428,0.00046040515653775324,0.09090909090909091,0.0,0.00023020257826887662,0.0,0.9677716390423573,0.9682320441988951,-0.0041297294377841565,-0.00046040515653775324
margin_regime,round11_feature_cache_seed315,0.25,stable_positive_pack,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-1.0
margin_regime,round11_feature_cache_seed315,0.25,hard_near_tie,832,0.003605769230769231,0.001201923076923077,0.3333333333333333,0.0,0.001201923076923077,0.0,0.9158653846153846,0.9170673076923077,-0.00850987434387207,-0.001201923076923077
margin_regime,round11_feature_cache_seed315,0.25,stable_near_tie,810,0.003703703703703704,0.0012345679012345679,0.3333333333333333,0.0,0.0012345679012345679,0.0,0.9246913580246914,0.9259259259259259,-0.00874100673345872,-0.0012345679012345679
margin_regime,round11_feature_cache_seed315,0.25,high_headroom_near_tie,35,0.08571428571428572,0.02857142857142857,0.3333333333333333,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.2022918701171875,-0.02857142857142857
margin_regime,round11_feature_cache_seed315,0.25,baseline_error_near_tie,71,0.04225352112676056,0.014084507042253521,0.3333333333333333,0.0,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,-0.09972134442396567,-0.014084507042253521
margin_regime,round11_feature_cache_seed315,0.25,large_gap_control,951,0.002103049421661409,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
margin_regime,round11_feature_cache_seed315,0.5,overall,4344,0.0050644567219152855,0.00046040515653775324,0.045454545454545456,0.0,0.00023020257826887662,0.0,0.9677716390423573,0.9682320441988951,-0.0041297294377841565,-0.00046040515653775324
margin_regime,round11_feature_cache_seed315,0.5,stable_positive_pack,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-1.0
margin_regime,round11_feature_cache_seed315,0.5,hard_near_tie,832,0.009615384615384616,0.001201923076923077,0.125,0.0,0.001201923076923077,0.0,0.9158653846153846,0.9170673076923077,-0.00850987434387207,-0.001201923076923077
margin_regime,round11_feature_cache_seed315,0.5,stable_near_tie,810,0.009876543209876543,0.0012345679012345679,0.125,0.0,0.0012345679012345679,0.0,0.9246913580246914,0.9259259259259259,-0.00874100673345872,-0.0012345679012345679
margin_regime,round11_feature_cache_seed315,0.5,high_headroom_near_tie,35,0.22857142857142856,0.02857142857142857,0.125,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.2022918701171875,-0.02857142857142857
margin_regime,round11_feature_cache_seed315,0.5,baseline_error_near_tie,71,0.11267605633802817,0.014084507042253521,0.125,0.0,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,-0.09972134442396567,-0.014084507042253521
margin_regime,round11_feature_cache_seed315,0.5,large_gap_control,951,0.002103049421661409,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
margin_regime,round11_feature_cache_seed315,1.0,overall,4344,0.010128913443830571,0.00046040515653775324,0.022727272727272728,0.0,0.00023020257826887662,0.0,0.9677716390423573,0.9682320441988951,-0.0041297294377841565,-0.00046040515653775324
margin_regime,round11_feature_cache_seed315,1.0,stable_positive_pack,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-1.0
margin_regime,round11_feature_cache_seed315,1.0,hard_near_tie,832,0.030048076923076924,0.001201923076923077,0.04,0.0,0.001201923076923077,0.0,0.9158653846153846,0.9170673076923077,-0.00850987434387207,-0.001201923076923077
margin_regime,round11_feature_cache_seed315,1.0,stable_near_tie,810,0.030864197530864196,0.0012345679012345679,0.04,0.0,0.0012345679012345679,0.0,0.9246913580246914,0.9259259259259259,-0.00874100673345872,-0.0012345679012345679
margin_regime,round11_feature_cache_seed315,1.0,high_headroom_near_tie,35,0.7142857142857143,0.02857142857142857,0.04,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.2022918701171875,-0.02857142857142857
margin_regime,round11_feature_cache_seed315,1.0,baseline_error_near_tie,71,0.352112676056338,0.014084507042253521,0.04,0.0,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,-0.09972134442396567,-0.014084507042253521
margin_regime,round11_feature_cache_seed315,1.0,large_gap_control,951,0.002103049421661409,0.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0
margin_regime,round11_feature_cache_seed315,2.0,overall,4344,0.020027624309392266,0.0006906077348066298,0.011494252873563218,0.0,0.00023020257826887662,0.00023020257826887662,0.9677716390423573,0.9680018416206262,-0.0020393341724824292,-0.00046040515653775324
margin_regime,round11_feature_cache_seed315,2.0,stable_positive_pack,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-1.0
