family,variant,budget_pct,slice,decisions,coverage,defer_precision,false_positive_rate,harmful_selection_rate,correction_rate,new_error_rate,base_target_match,system_target_match,mean_delta_regret,mean_delta_miss,selected_disagreement,average_outer_steps,compute_multiplier,runtime_proxy_multiplier
round12_ultralow,mlp,0.1,baseline_error_near_tie,144,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,0.1,large_gap_control,1921,0.0031233732431025507,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9979177511712649,0.0,0.0,0.0,3.0062467464862053,1.002082248828735,1.002082248828735
round12_ultralow,mlp,0.25,overall,8683,0.002533686513877692,0.0,1.0,0.0,0.00023033513762524472,0.0,0.9651042266497755,0.9651042266497755,0.0,0.0,0.0,3.0050673730277553,1.0016891243425852,1.0016891243425852
round12_ultralow,mlp,0.25,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,0.25,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,0.25,hard_near_tie,1489,0.0047011417058428475,0.0,1.0,0.0,0.001343183344526528,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.009402283411686,1.003134094470562,1.003134094470562
round12_ultralow,mlp,0.25,high_headroom_near_tie,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,0.25,baseline_error_near_tie,144,0.013888888888888888,0.0,1.0,0.0,0.013888888888888888,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.0277777777777777,1.0092592592592593,1.0092592592592593
round12_ultralow,mlp,0.25,large_gap_control,1921,0.0052056220718375845,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9979177511712649,0.0,0.0,0.0,3.010411244143675,1.0034704147145583,1.0034704147145583
round12_ultralow,mlp,0.5,overall,8683,0.005067373027755384,0.0,1.0,0.0,0.0006910054128757342,0.0,0.9651042266497755,0.9651042266497755,0.0,0.0,0.0,3.0101347460555106,1.0033782486851701,1.0033782486851701
round12_ultralow,mlp,0.5,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,0.5,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,0.5,hard_near_tie,1489,0.008059100067159167,0.0,1.0,0.0,0.004029550033579583,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0161182001343185,1.0053727333781062,1.0053727333781062
round12_ultralow,mlp,0.5,high_headroom_near_tie,70,0.02857142857142857,0.0,1.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,3.057142857142857,1.019047619047619,1.019047619047619
round12_ultralow,mlp,0.5,baseline_error_near_tie,144,0.041666666666666664,0.0,1.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.0833333333333335,1.027777777777778,1.027777777777778
round12_ultralow,mlp,0.5,large_gap_control,1921,0.008849557522123894,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9979177511712649,0.0,0.0,0.0,3.017699115044248,1.0058997050147493,1.0058997050147493
round12_ultralow,mlp,0.75,overall,8683,0.007601059541633076,0.0,1.0,0.0,0.0008061729816883565,0.0,0.9651042266497755,0.9651042266497755,0.0,0.0,0.0,3.0152021190832663,1.0050673730277555,1.0050673730277555
round12_ultralow,mlp,0.75,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,0.75,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,0.75,hard_near_tie,1489,0.01208865010073875,0.0,1.0,0.0,0.0047011417058428475,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0241773002014773,1.008059100067159,1.008059100067159
round12_ultralow,mlp,0.75,high_headroom_near_tie,70,0.02857142857142857,0.0,1.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,3.057142857142857,1.019047619047619,1.019047619047619
round12_ultralow,mlp,0.75,baseline_error_near_tie,144,0.04861111111111111,0.0,1.0,0.0,0.04861111111111111,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.0972222222222223,1.0324074074074074,1.0324074074074074
round12_ultralow,mlp,0.75,large_gap_control,1921,0.010931806350858927,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9979177511712649,0.0,0.0,0.0,3.021863612701718,1.0072878709005726,1.0072878709005726
round12_ultralow,mlp,1.0,overall,8683,0.010134746055510768,0.0,1.0,0.0,0.0009213405505009789,0.0,0.9651042266497755,0.9651042266497755,0.0,0.0,0.0,3.0202694921110216,1.0067564973703405,1.0067564973703405
round12_ultralow,mlp,1.0,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,1.0,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,1.0,hard_near_tie,1489,0.014775016789791807,0.0,1.0,0.0,0.005372733378106112,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0295500335795835,1.0098500111931945,1.0098500111931945
round12_ultralow,mlp,1.0,high_headroom_near_tie,70,0.04285714285714286,0.0,1.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,3.085714285714286,1.0285714285714287,1.0285714285714287
round12_ultralow,mlp,1.0,baseline_error_near_tie,144,0.05555555555555555,0.0,1.0,0.0,0.05555555555555555,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.111111111111111,1.037037037037037,1.037037037037037
round12_ultralow,mlp,1.0,large_gap_control,1921,0.01353461738677772,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9979177511712649,0.0,0.0,0.0,3.0270692347735553,1.0090230782578518,1.0090230782578518
round12_ultralow,mlp,1.5,overall,8683,0.015202119083266153,0.0,1.0,0.0,0.0010365081193136013,0.0,0.9651042266497755,0.9651042266497755,0.0,0.0,0.0,3.030404238166532,1.0101347460555108,1.0101347460555108
round12_ultralow,mlp,1.5,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,1.5,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,1.5,hard_near_tie,1489,0.02350570852921424,0.0,1.0,0.0,0.006044325050369375,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0470114170584286,1.0156704723528096,1.0156704723528096
round12_ultralow,mlp,1.5,high_headroom_near_tie,70,0.05714285714285714,0.0,1.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,3.1142857142857143,1.0380952380952382,1.0380952380952382
round12_ultralow,mlp,1.5,baseline_error_near_tie,144,0.0625,0.0,1.0,0.0,0.0625,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.125,1.0416666666666667,1.0416666666666667
round12_ultralow,mlp,1.5,large_gap_control,1921,0.016137428422696512,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9979177511712649,0.0,0.0,0.0,3.032274856845393,1.010758285615131,1.010758285615131
round12_ultralow,mlp,2.0,overall,8683,0.020039156973396293,0.0,1.0,0.005747126436781609,0.0011516756881262238,0.00011516756881262236,0.9651042266497755,0.9649890590809628,0.0007264702794849221,0.0,0.00011516756881262236,3.0400783139467924,1.0133594379822641,1.0133594379822641
round12_ultralow,mlp,2.0,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,2.0,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_ultralow,mlp,2.0,hard_near_tie,1489,0.03022162525184688,0.0,1.0,0.0,0.006715916722632639,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0604432505036936,1.020147750167898,1.020147750167898
round12_ultralow,mlp,2.0,high_headroom_near_tie,70,0.05714285714285714,0.0,1.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,3.1142857142857143,1.0380952380952382,1.0380952380952382
round12_ultralow,mlp,2.0,baseline_error_near_tie,144,0.06944444444444445,0.0,1.0,0.0,0.06944444444444445,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.138888888888889,1.0462962962962963,1.0462962962962963
round12_ultralow,mlp,2.0,large_gap_control,1921,0.02030192608016658,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9979177511712649,0.0,0.0,0.0,3.0406038521603334,1.0135346173867779,1.0135346173867779
round12_committee,committee_only,0.1,overall,8683,0.0003455027064378671,0.0,1.0,0.0,0.0,0.0,0.9651042266497755,0.9654497293562133,-0.0028457632814974303,0.0,0.0003455027064378671,3.0006910054128757,1.0002303351376252,1.0002303351376252
round12_committee,committee_only,0.1,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.1,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.1,hard_near_tie,1489,0.0,0.0,0.0,0.0,0.0,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.1,high_headroom_near_tie,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.1,baseline_error_near_tie,144,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.1,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,committee_only,0.25,overall,8683,0.0008061729816883565,0.0,1.0,0.0,0.0,0.0,0.9651042266497755,0.9659103996314637,-0.004726078877399062,0.0,0.0008061729816883565,3.001612345963377,1.000537448654459,1.000537448654459
round12_committee,committee_only,0.25,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.25,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.25,hard_near_tie,1489,0.0,0.0,0.0,0.0,0.0,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.25,high_headroom_near_tie,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.25,baseline_error_near_tie,144,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,committee_only,0.25,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,committee_only,0.5,overall,8683,0.0024185189450650697,0.09523809523809523,0.9047619047619048,0.0,0.00023033513762524472,0.0,0.9651042266497755,0.9675227455948405,-0.008849727191725155,0.0,0.0024185189450650697,3.0048370378901303,1.0016123459633768,1.0016123459633768
round12_committee,committee_only,0.5,stable_positive_v2,4,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,-1.0674257278442387,0.0,0.5,4.0,1.3333333333333333,1.3333333333333333
round12_committee,committee_only,0.5,stable_positive_v2_committee,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1348514556884775,0.0,1.0,5.0,1.6666666666666667,1.6666666666666667
round12_committee,committee_only,0.5,hard_near_tie,1489,0.001343183344526528,1.0,0.0,0.0,0.001343183344526528,0.0,0.9053055742108798,0.9066487575554063,-0.0028674969183189757,0.0,0.001343183344526528,3.002686366689053,1.0008954555630176,1.0008954555630176
round12_committee,committee_only,0.5,high_headroom_near_tie,70,0.02857142857142857,1.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.06099575587681364,0.0,0.02857142857142857,3.057142857142857,1.019047619047619,1.019047619047619
round12_committee,committee_only,0.5,baseline_error_near_tie,144,0.013888888888888888,1.0,0.0,0.0,0.013888888888888888,0.0,0.020833333333333332,0.034722222222222224,-0.029650714662339966,0.0,0.013888888888888888,3.0277777777777777,1.0092592592592593,1.0092592592592593
round12_committee,committee_only,0.5,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,committee_only,0.75,overall,8683,0.002533686513877692,0.09090909090909091,0.9090909090909091,0.0,0.00023033513762524472,0.0,0.9651042266497755,0.9676379131636531,-0.00894355587210782,0.0,0.002533686513877692,3.0050673730277553,1.0016891243425852,1.0016891243425852
round12_committee,committee_only,0.75,stable_positive_v2,4,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,-1.0674257278442387,0.0,0.5,4.0,1.3333333333333333,1.3333333333333333
round12_committee,committee_only,0.75,stable_positive_v2_committee,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1348514556884775,0.0,1.0,5.0,1.6666666666666667,1.6666666666666667
round12_committee,committee_only,0.75,hard_near_tie,1489,0.001343183344526528,1.0,0.0,0.0,0.001343183344526528,0.0,0.9053055742108798,0.9066487575554063,-0.0028674969183189757,0.0,0.001343183344526528,3.002686366689053,1.0008954555630176,1.0008954555630176
round12_committee,committee_only,0.75,high_headroom_near_tie,70,0.02857142857142857,1.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.06099575587681364,0.0,0.02857142857142857,3.057142857142857,1.019047619047619,1.019047619047619
round12_committee,committee_only,0.75,baseline_error_near_tie,144,0.013888888888888888,1.0,0.0,0.0,0.013888888888888888,0.0,0.020833333333333332,0.034722222222222224,-0.029650714662339966,0.0,0.013888888888888888,3.0277777777777777,1.0092592592592593,1.0092592592592593
round12_committee,committee_only,0.75,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,committee_only,1.0,overall,8683,0.002533686513877692,0.09090909090909091,0.9090909090909091,0.0,0.00023033513762524472,0.0,0.9651042266497755,0.9676379131636531,-0.00894355587210782,0.0,0.002533686513877692,3.0050673730277553,1.0016891243425852,1.0016891243425852
round12_committee,committee_only,1.0,stable_positive_v2,4,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,-1.0674257278442387,0.0,0.5,4.0,1.3333333333333333,1.3333333333333333
round12_committee,committee_only,1.0,stable_positive_v2_committee,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1348514556884775,0.0,1.0,5.0,1.6666666666666667,1.6666666666666667
round12_committee,committee_only,1.0,hard_near_tie,1489,0.001343183344526528,1.0,0.0,0.0,0.001343183344526528,0.0,0.9053055742108798,0.9066487575554063,-0.0028674969183189757,0.0,0.001343183344526528,3.002686366689053,1.0008954555630176,1.0008954555630176
round12_committee,committee_only,1.0,high_headroom_near_tie,70,0.02857142857142857,1.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.06099575587681364,0.0,0.02857142857142857,3.057142857142857,1.019047619047619,1.019047619047619
round12_committee,committee_only,1.0,baseline_error_near_tie,144,0.013888888888888888,1.0,0.0,0.0,0.013888888888888888,0.0,0.020833333333333332,0.034722222222222224,-0.029650714662339966,0.0,0.013888888888888888,3.0277777777777777,1.0092592592592593,1.0092592592592593
round12_committee,committee_only,1.0,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,committee_only,1.5,overall,8683,0.002533686513877692,0.09090909090909091,0.9090909090909091,0.0,0.00023033513762524472,0.0,0.9651042266497755,0.9676379131636531,-0.00894355587210782,0.0,0.002533686513877692,3.0050673730277553,1.0016891243425852,1.0016891243425852
round12_committee,committee_only,1.5,stable_positive_v2,4,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,-1.0674257278442387,0.0,0.5,4.0,1.3333333333333333,1.3333333333333333
round12_committee,committee_only,1.5,stable_positive_v2_committee,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1348514556884775,0.0,1.0,5.0,1.6666666666666667,1.6666666666666667
round12_committee,committee_only,1.5,hard_near_tie,1489,0.001343183344526528,1.0,0.0,0.0,0.001343183344526528,0.0,0.9053055742108798,0.9066487575554063,-0.0028674969183189757,0.0,0.001343183344526528,3.002686366689053,1.0008954555630176,1.0008954555630176
round12_committee,committee_only,1.5,high_headroom_near_tie,70,0.02857142857142857,1.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.06099575587681364,0.0,0.02857142857142857,3.057142857142857,1.019047619047619,1.019047619047619
round12_committee,committee_only,1.5,baseline_error_near_tie,144,0.013888888888888888,1.0,0.0,0.0,0.013888888888888888,0.0,0.020833333333333332,0.034722222222222224,-0.029650714662339966,0.0,0.013888888888888888,3.0277777777777777,1.0092592592592593,1.0092592592592593
round12_committee,committee_only,1.5,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,committee_only,2.0,overall,8683,0.002533686513877692,0.09090909090909091,0.9090909090909091,0.0,0.00023033513762524472,0.0,0.9651042266497755,0.9676379131636531,-0.00894355587210782,0.0,0.002533686513877692,3.0050673730277553,1.0016891243425852,1.0016891243425852
round12_committee,committee_only,2.0,stable_positive_v2,4,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,-1.0674257278442387,0.0,0.5,4.0,1.3333333333333333,1.3333333333333333
round12_committee,committee_only,2.0,stable_positive_v2_committee,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1348514556884775,0.0,1.0,5.0,1.6666666666666667,1.6666666666666667
round12_committee,committee_only,2.0,hard_near_tie,1489,0.001343183344526528,1.0,0.0,0.0,0.001343183344526528,0.0,0.9053055742108798,0.9066487575554063,-0.0028674969183189757,0.0,0.001343183344526528,3.002686366689053,1.0008954555630176,1.0008954555630176
round12_committee,committee_only,2.0,high_headroom_near_tie,70,0.02857142857142857,1.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.06099575587681364,0.0,0.02857142857142857,3.057142857142857,1.019047619047619,1.019047619047619
round12_committee,committee_only,2.0,baseline_error_near_tie,144,0.013888888888888888,1.0,0.0,0.0,0.013888888888888888,0.0,0.020833333333333332,0.034722222222222224,-0.029650714662339966,0.0,0.013888888888888888,3.0277777777777777,1.0092592592592593,1.0092592592592593
round12_committee,committee_only,2.0,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,margin_committee,0.1,overall,8683,0.00011516756881262236,0.0,1.0,0.0,0.0,0.0,0.9651042266497755,0.965219394218588,-0.0013978756697348399,0.0,0.00011516756881262236,3.0002303351376254,1.0000767783792084,1.0000767783792084
round12_committee,margin_committee,0.1,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.1,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.1,hard_near_tie,1489,0.0,0.0,0.0,0.0,0.0,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.1,high_headroom_near_tie,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.1,baseline_error_near_tie,144,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.1,large_gap_control,1921,0.0,0.0,0.0,0.0,0.0,0.0,0.9979177511712649,0.9979177511712649,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.25,overall,8683,0.0006910054128757342,0.0,1.0,0.0,0.0,0.0,0.9651042266497755,0.9657952320626512,-0.0038827447782501323,0.0,0.0006910054128757342,3.0013820108257514,1.0004606702752505,1.0004606702752505
round12_committee,margin_committee,0.25,stable_positive_v2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.25,stable_positive_v2_committee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.25,hard_near_tie,1489,0.0,0.0,0.0,0.0,0.0,0.0,0.9053055742108798,0.9053055742108798,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.25,high_headroom_near_tie,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.25,baseline_error_near_tie,144,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,3.0,1.0,1.0
round12_committee,margin_committee,0.25,large_gap_control,1921,0.0005205622071837585,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9984383133784487,-0.0035865849222384786,0.0,0.0005205622071837585,3.0010411244143675,1.000347041471456,1.000347041471456
round12_committee,margin_committee,0.5,overall,8683,0.0020730162386272026,0.05555555555555555,0.9444444444444444,0.0,0.00011516756881262236,0.0,0.9651042266497755,0.9671772428884027,-0.008051361862476089,0.0,0.0020730162386272026,3.004146032477254,1.0013820108257514,1.0013820108257514
round12_committee,margin_committee,0.5,stable_positive_v2,4,0.25,1.0,0.0,0.0,0.25,0.0,0.0,0.25,-0.6895089149475102,0.0,0.25,3.5,1.1666666666666667,1.1666666666666667
round12_committee,margin_committee,0.5,stable_positive_v2_committee,2,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,-1.3790178298950204,0.0,0.5,4.0,1.3333333333333333,1.3333333333333333
round12_committee,margin_committee,0.5,hard_near_tie,1489,0.000671591672263264,1.0,0.0,0.0,0.000671591672263264,0.0,0.9053055742108798,0.905977165883143,-0.001852273780920108,0.0,0.000671591672263264,3.0013431833445265,1.000447727781509,1.000447727781509
round12_committee,margin_committee,0.5,high_headroom_near_tie,70,0.014285714285714285,1.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.014285714285714285,-0.039400509425572015,0.0,0.014285714285714285,3.0285714285714285,1.0095238095238095,1.0095238095238095
round12_committee,margin_committee,0.5,baseline_error_near_tie,144,0.006944444444444444,1.0,0.0,0.0,0.006944444444444444,0.0,0.020833333333333332,0.027777777777777776,-0.019153025415208618,0.0,0.006944444444444444,3.013888888888889,1.0046296296296295,1.0046296296296295
round12_committee,margin_committee,0.5,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,margin_committee,0.75,overall,8683,0.002533686513877692,0.09090909090909091,0.9090909090909091,0.0,0.00023033513762524472,0.0,0.9651042266497755,0.9676379131636531,-0.00894355587210782,0.0,0.002533686513877692,3.0050673730277553,1.0016891243425852,1.0016891243425852
round12_committee,margin_committee,0.75,stable_positive_v2,4,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,-1.0674257278442387,0.0,0.5,4.0,1.3333333333333333,1.3333333333333333
round12_committee,margin_committee,0.75,stable_positive_v2_committee,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1348514556884775,0.0,1.0,5.0,1.6666666666666667,1.6666666666666667
round12_committee,margin_committee,0.75,hard_near_tie,1489,0.001343183344526528,1.0,0.0,0.0,0.001343183344526528,0.0,0.9053055742108798,0.9066487575554063,-0.0028674969183189757,0.0,0.001343183344526528,3.002686366689053,1.0008954555630176,1.0008954555630176
round12_committee,margin_committee,0.75,high_headroom_near_tie,70,0.02857142857142857,1.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.06099575587681364,0.0,0.02857142857142857,3.057142857142857,1.019047619047619,1.019047619047619
round12_committee,margin_committee,0.75,baseline_error_near_tie,144,0.013888888888888888,1.0,0.0,0.0,0.013888888888888888,0.0,0.020833333333333332,0.034722222222222224,-0.029650714662339966,0.0,0.013888888888888888,3.0277777777777777,1.0092592592592593,1.0092592592592593
round12_committee,margin_committee,0.75,large_gap_control,1921,0.001041124414367517,0.0,1.0,0.0,0.0,0.0,0.9979177511712649,0.9989588755856325,-0.0065445123024125825,0.0,0.001041124414367517,3.002082248828735,1.0006940829429116,1.0006940829429116
round12_committee,margin_committee,1.0,overall,8683,0.002533686513877692,0.09090909090909091,0.9090909090909091,0.0,0.00023033513762524472,0.0,0.9651042266497755,0.9676379131636531,-0.00894355587210782,0.0,0.002533686513877692,3.0050673730277553,1.0016891243425852,1.0016891243425852
round12_committee,margin_committee,1.0,stable_positive_v2,4,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,-1.0674257278442387,0.0,0.5,4.0,1.3333333333333333,1.3333333333333333
round12_committee,margin_committee,1.0,stable_positive_v2_committee,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.1348514556884775,0.0,1.0,5.0,1.6666666666666667,1.6666666666666667
round12_committee,margin_committee,1.0,hard_near_tie,1489,0.001343183344526528,1.0,0.0,0.0,0.001343183344526528,0.0,0.9053055742108798,0.9066487575554063,-0.0028674969183189757,0.0,0.001343183344526528,3.002686366689053,1.0008954555630176,1.0008954555630176
round12_committee,margin_committee,1.0,high_headroom_near_tie,70,0.02857142857142857,1.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.06099575587681364,0.0,0.02857142857142857,3.057142857142857,1.019047619047619,1.019047619047619
