suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,model_margin,predicted_score,target_score,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,row_in_suite,perturb_flip_rate,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,effective_tie_under_perturbation,local_regret_if_corrected
e3_memory_hubs_rsm_round8_multiheavy_seed313,1,15,2,2.0,28.814291838136725,1,0.5571386218070984,0.019335495903796806,1.0,True,9,57,57,28.257152557373047,28.257152557373047,0.0,0.0,-9.789273262023926,-9.789273262023926,0.0,-9.789273262023926,-9.789273262023926,28.257152557373047,0.5571386218070984,True,0.0,False,True,15,0.0,3,0.9696250259876251,3.554116725921631,4.522820472717285,4.938016891479492,True,2.0120442452437004,True,critical,2,0.7135910815939279,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,True,False,0.0
a1_multiheavy_ood_branching3_round8_eval_seed313,0,0,3,2.0,26.953814018299354,1,0.7173536419868469,0.026614179407033995,1.0,True,9,136,136,26.236459732055664,26.236459732055664,0.0,0.0,-11.85003662109375,-11.85003662109375,0.0,-11.85003662109375,-11.85003662109375,26.236459732055664,0.7173536419868469,True,0.0,False,True,0,0.0,3,2.0921418368816376,3.2255444526672363,4.387131690979004,4.695104122161865,False,0.0,True,very_tight,3,0.6820445920303605,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,True,False,0.0
a1_multiheavy_ood_branching3_round8_eval_seed313,0,8,3,2.0,31.09326648646449,1,0.8405471444129944,0.0270330923506831,1.0,True,9,134,134,30.25271987915039,30.25271987915039,0.0,0.0,-11.728013038635254,-11.728013038635254,0.0,-11.728013038635254,-11.728013038635254,30.25271987915039,0.8405471444129944,True,0.0,False,True,8,0.0,3,2.0921418368816376,3.2255444526672363,4.387131690979004,4.695104122161865,False,0.0,True,very_tight,3,0.6820445920303605,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,False,False,0.0
a1_multiheavy_ood_branching3_round8_eval_seed313,2,64,3,2.0,26.52250661243471,1,0.9547848701477051,0.03599904353309002,1.0,True,9,12,12,25.56772232055664,25.56772232055664,0.0,0.0,-11.742120742797852,-11.742120742797852,0.0,-11.742120742797852,-11.742120742797852,25.56772232055664,0.9547848701477051,True,0.0,False,True,64,0.0,3,1.9534950256347656,3.2164814472198486,4.605803966522217,4.9180498123168945,False,0.0,True,very_tight,3,0.6706593927893738,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,False,False,0.0
a1_multiheavy_ood_branching3_round8_eval_seed313,2,72,3,2.0,29.189225495277,1,0.9579398036003113,0.03281826726630044,1.0,True,9,91,91,28.231285095214844,28.231285095214844,0.0,0.0,-11.404581069946289,-11.404581069946289,0.0,-11.404581069946289,-11.404581069946289,28.231285095214844,0.9579398036003113,True,0.0,False,True,72,0.0,3,1.9534950256347656,3.2164814472198486,4.605803966522217,4.9180498123168945,False,0.0,True,very_tight,3,0.6706593927893738,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,True,False,0.0
a1_multiheavy_ood_branching3_round8_eval_seed313,45,1056,3,3.0,29.621019672172544,1,0.5606141686439514,0.01892622788980557,1.0,True,9,138,138,29.060405731201172,29.060405731201172,0.0,0.0,-12.22996711730957,-12.22996711730957,0.0,-12.22996711730957,-12.22996711730957,29.060405731201172,0.5606141686439514,True,0.0,False,True,1056,0.0,3,2.286471366882324,3.224919080734253,4.44989013671875,4.870415210723877,True,0.0,True,critical,3,0.6763519924098672,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,False,False,0.0
a1_multiheavy_ood_branching3_round8_eval_seed313,45,1064,3,2.0,25.519140474343168,1,0.5387445092201233,0.02111138930254233,1.0,True,9,7,7,24.980396270751953,24.980396270751953,0.0,0.0,-11.231733322143555,-11.231733322143555,0.0,-11.231733322143555,-11.231733322143555,24.980396270751953,0.5387445092201233,True,0.0,False,True,1064,0.0,3,2.286471366882324,3.224919080734253,4.44989013671875,4.870415210723877,True,0.0,True,very_tight,3,0.6763519924098672,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,False,False,0.0
a1_multiheavy_ood_branching3_round8_eval_seed313,45,1072,3,2.0,25.568828118694707,1,0.3983396589756012,0.0155791128606459,1.0,True,9,96,96,25.170488357543945,25.170488357543945,0.0,0.0,-10.9641695022583,-10.9641695022583,0.0,-10.9641695022583,-10.9641695022583,25.170488357543945,0.3983396589756012,True,0.0,False,True,1072,0.0,3,2.286471366882324,3.224919080734253,4.44989013671875,4.870415210723877,True,0.0,True,critical,3,0.6763519924098672,high_load,3,2,True,False,True,True,True,False,near_tie,False,d3_high_load,True,False,0.0
a1_multiheavy_ood_deeper_packets6_round8_eval_seed313,0,0,4,3.0,36.24306707585123,1,1.6867862939834595,0.04654093679360172,1.0,True,11,111,111,34.55628204345703,34.55628204345703,0.0,0.0,-12.151698112487793,-12.151698112487793,0.0,-12.151698112487793,-12.151698112487793,34.55628204345703,1.6867862939834595,True,0.0,False,True,0,0.0,4,2.0921418368816376,3.651622772216797,4.26307487487793,4.695104122161865,True,0.0,True,very_tight,4,0.7513045540796964,high_load,4,3,True,False,True,True,True,False,near_tie,False,d4_high_load,False,False,0.0
a1_multiheavy_ood_deeper_packets6_round8_eval_seed313,0,1,4,3.0,36.24306707585123,3,5.321018218994141,0.14681478826993472,0.3333333333333333,True,12,104,104,30.922048568725586,30.922048568725586,0.0,0.0,-9.80099868774414,-13.23611831665039,3.43511962890625,-9.80099868774414,-9.80099868774414,30.922048568725586,5.321018218994141,True,0.0,False,True,1,0.0,4,2.0921418368816376,3.651622772216797,4.26307487487793,4.695104122161865,True,0.0,True,moderate,4,0.7513045540796964,high_load,4,2,True,False,True,False,False,False,near_tie,False,d4_high_load,False,False,0.0
a1_multiheavy_ood_deeper_packets6_round8_eval_seed313,0,10,4,2.0,34.93951167591616,1,3.0099663734436035,0.0861479233414237,1.0,True,11,11,11,31.92954444885254,31.92954444885254,0.0,0.0,-11.675577163696289,-11.675577163696289,0.0,-11.675577163696289,-11.675577163696289,31.92954444885254,3.0099663734436035,True,0.0,False,True,10,0.0,4,2.0921418368816376,3.651622772216797,4.26307487487793,4.695104122161865,True,0.0,True,tight,4,0.7513045540796964,high_load,4,2,True,False,True,True,True,False,near_tie,False,d4_high_load,False,False,0.0
