suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,base_predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,base_model_margin,predicted_score,target_score,base_predicted_cost_to_go,predicted_slack,base_predicted_on_time,base_predicted_continuation_gap,strictly_suboptimal,base_target_match,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,perturb_flip_rate,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case,compute_predicted_next_hop,compute_target_match,compute_predicted_continuation_gap,compute_predicted_on_time,compute_predicted_cost_to_go,compute_model_margin,action_changed,delta_regret,delta_cost_to_go,delta_miss,helpful_compute,harmful_compute,neutral_compute,helpfulness,compute_recovers_baseline_error,compute_breaks_baseline_success,teacher_next_hop,source_name,seed,teacher_policy,teacher_target_match,teacher_predicted_continuation_gap,teacher_predicted_on_time,teacher_predicted_cost_to_go,teacher_model_margin,teacher_regret_gain,teacher_miss_gain,stable_positive_teacher_case,unstable_positive_teacher_case,harmful_teacher_case,neutral_teacher_case,stable_positive_family,stable_positive_signature
a1_multiheavy_mixed_compute_round9_eval_seed314,1,30,6,1.0,27.79650100571237,5,12.76878833770752,0.4593667503360745,1.0,True,7,1,0,15.02771282196045,15.484786987304688,0.4570741653442383,0.0304154178855681,3.0587034225463867,2.8297054767608643,0.2289979457855224,3.0587034225463867,2.8297054767608643,15.484786987304688,12.31171417236328,True,0.4570741653442383,True,False,4,2.144439280033112,3.358862400054932,5.672569274902344,5.931585788726807,True,2.154719110098,True,loose,5+,0.2052980132450331,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,0.15625,False,True,False,False,True,1,True,0.0,True,15.02771282196045,0.2801744937896728,True,-0.4570741653442383,-0.4570741653442383,0,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,15.02771282196045,0.2801744937896728,0.4570741653442383,0.0,True,False,False,False,baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_low_load|loose|5+|low_load|4|near_tie|False|0|1
a1_multiheavy_mixed_compute_round9_eval_seed314,2,85,6,1.0,35.74822173398859,5,17.357213973999023,0.4855406264165632,1.0,True,8,1,0,18.391008377075195,21.9168758392334,3.525867462158203,0.1917169189348679,2.662015199661255,2.619914293289185,0.0421009063720703,2.662015199661255,2.619914293289185,21.9168758392334,13.831345558166504,True,3.525867462158203,True,False,3,2.729190707206726,4.490592956542969,6.174725532531738,6.373382568359375,True,16.446858087148513,True,loose,5+,0.8583517292126563,high_load,3,2,True,False,True,True,True,True,near_tie,True,d3_high_load,False,0.0,False,True,True,False,True,1,True,0.0,True,18.391008377075195,0.0847526788711547,True,-3.525867462158203,-3.525867462158203,0,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,18.391008377075195,0.0847526788711547,3.525867462158203,0.0,True,False,False,False,high_headroom+baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d3_high_load|loose|5+|high_load|3|near_tie|False|1|1
a1_multiheavy_mixed_compute_round9_eval_seed314,2,93,6,1.0,37.504760838015166,5,15.70019817352295,0.4186188052586936,1.0,True,8,0,1,21.804563522338867,22.82042121887207,1.0158576965332031,0.0465892241086345,1.996141076087952,1.569412350654602,0.4267287254333496,1.996141076087952,1.569412350654602,22.82042121887207,14.68433952331543,True,1.0158576965332031,True,False,3,2.729190707206726,4.490592956542969,6.174725532531738,6.373382568359375,True,16.446858087148513,True,loose,5+,0.8583517292126563,high_load,3,2,True,False,True,True,True,True,near_tie,True,d3_high_load,False,0.015625,False,True,False,False,True,0,True,0.0,True,21.804563522338867,0.096955120563507,True,-1.0158576965332031,-1.0158576965332031,0,True,False,False,helpful,True,False,0,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,21.804563522338867,0.096955120563507,1.0158576965332031,0.0,True,False,False,False,baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d3_high_load|loose|5+|high_load|3|near_tie|False|0|1
a1_multiheavy_mixed_compute_round9_eval_seed314,25,553,5,2.0,30.23094420227327,5,6.935052871704102,0.2294024568105487,1.0,True,9,1,0,23.29589080810547,26.400495529174805,3.104604721069336,0.133268341041036,2.2760465145111084,2.15523624420166,0.1208102703094482,2.2760465145111084,2.15523624420166,26.400495529174805,3.8304479122161865,True,3.104604721069336,True,False,4,0.9036216735839844,4.114880084991455,6.01409387588501,6.290836334228516,True,0.7236173214802761,True,loose,5+,0.6405445180279618,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,0.0,False,True,True,False,True,1,True,0.0,True,23.29589080810547,0.4705654382705688,True,-3.104604721069336,-3.104604721069336,0,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,23.29589080810547,0.4705654382705688,3.104604721069336,0.0,True,False,False,False,high_headroom+baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|5+|mid_load|4|near_tie|False|1|1
a1_multiheavy_mixed_compute_round9_eval_seed314,25,570,5,2.0,36.19067493765106,5,9.254831314086914,0.25572419773964,1.0,True,9,1,0,26.93584251403809,27.984872817993164,1.049030303955078,0.0389455166812902,2.5168960094451904,2.297656297683716,0.2192397117614746,2.5168960094451904,2.297656297683716,27.984872817993164,8.205801963806152,True,1.049030303955078,True,False,4,0.9036216735839844,4.114880084991455,6.01409387588501,6.290836334228516,True,0.7236173214802761,True,loose,5+,0.6405445180279618,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,0.078125,False,True,False,False,True,1,True,0.0,True,26.93584251403809,0.3643383979797363,True,-1.049030303955078,-1.049030303955078,0,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,26.93584251403809,0.3643383979797363,1.049030303955078,0.0,True,False,False,False,baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|5+|mid_load|4|near_tie|False|0|1
a1_multiheavy_mixed_compute_round9_eval_seed314,29,639,2,1.0,25.189806346582643,5,6.840025424957275,0.2715394207818205,0.8,True,8,1,0,18.349781036376957,20.764545440673828,2.414764404296875,0.1315963607145938,2.220911026000977,2.153043746948242,0.0678672790527343,2.220911026000977,2.153043746948242,20.764545440673828,4.4252610206604,True,2.414764404296875,True,False,4,1.7661570310592651,4.622062683105469,5.5716328620910645,5.80187463760376,True,4.334703228134188,True,loose,2,0.8877851361295069,high_load,4,2,True,False,True,True,True,True,near_tie,True,d4_high_load,False,0.0,False,True,True,False,True,1,True,0.0,True,18.349781036376957,0.6812803745269775,True,-2.414764404296875,-2.414764404296875,0,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,18.349781036376957,0.6812803745269775,2.414764404296875,0.0,True,False,False,False,high_headroom+baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|2|high_load|4|near_tie|False|1|1
a1_multiheavy_mixed_compute_round9_eval_seed314,41,909,3,3.0,37.31572933334116,5,15.381711959838867,0.4122045109298048,1.0,True,9,1,0,21.934017181396484,24.67864990234375,2.7446327209472656,0.1251313290332948,2.540335893630981,2.4339256286621094,0.106410264968872,2.540335893630981,2.4339256286621094,24.67864990234375,12.637079238891602,True,2.7446327209472656,True,False,4,2.104055166244507,4.160743713378906,4.964815139770508,5.109947204589844,True,3.2867703917747946,True,loose,3,0.7262693156732892,high_load,4,2,True,False,True,True,True,True,near_tie,True,d4_high_load,False,0.0,False,True,True,False,True,1,True,0.0,True,21.934017181396484,0.4914857149124145,True,-2.7446327209472656,-2.7446327209472656,0,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,21.934017181396484,0.4914857149124145,2.7446327209472656,0.0,True,False,False,False,high_headroom+baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|3|high_load|4|near_tie|False|1|1
a1_multiheavy_mixed_compute_round9_eval_seed314,49,1075,1,1.0,21.682581227947907,5,5.787533760070801,0.2669208845213927,0.6,True,8,1,0,15.895047187805176,19.932598114013672,4.037550926208496,0.2540131450069643,3.2271358966827397,3.1146395206451416,0.1124963760375976,3.2271358966827397,3.1146395206451416,25.25321578979492,-3.570634126663208,False,9.358168601989746,True,False,4,2.5147622376680374,4.171525478363037,5.909422874450684,6.3046698570251465,True,11.58189583094738,True,loose,1,0.739514348785872,high_load,4,2,True,False,True,True,True,True,near_tie,True,d4_high_load,False,0.0,False,True,True,False,True,1,True,0.0,True,15.895047187805176,0.5849015712738037,True,-9.358168601989746,-9.358168601989746,-1,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,15.895047187805176,0.5849015712738037,9.358168601989746,1.0,True,False,False,False,high_headroom+baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|1|high_load|4|near_tie|False|1|1
a1_multiheavy_mixed_compute_round9_eval_seed314,51,1125,1,3.0,32.385243160233216,5,15.727869987487791,0.4856492788913347,1.0,True,8,1,0,16.657373428344727,19.15733337402344,2.499959945678711,0.1500812812075581,3.4071075916290283,3.0734353065490723,0.333672285079956,3.4071075916290283,3.0734353065490723,19.15733337402344,13.227910041809082,True,2.499959945678711,True,False,4,0.9645205140113832,4.544956684112549,5.857640743255615,6.078948020935059,True,5.555244408827086,True,loose,1,0.8793230316409124,high_load,4,2,True,False,True,True,True,True,near_tie,True,d4_high_load,False,0.0,False,True,True,False,True,1,True,0.0,True,16.657373428344727,0.4039380550384521,True,-2.499959945678711,-2.499959945678711,0,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,16.657373428344727,0.4039380550384521,2.499959945678711,0.0,True,False,False,False,high_headroom+baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_high_load|loose|1|high_load|4|near_tie|False|1|1
a1_multiheavy_mixed_compute_round9_eval_seed314,58,1242,5,3.0,26.57418421577756,5,9.561859130859377,0.3598175979070067,1.0,True,9,1,0,17.012325286865234,20.21036148071289,3.198036193847656,0.1879834849100125,3.627424955368042,3.5955750942230225,0.0318498611450195,3.627424955368042,3.5955750942230225,20.21036148071289,6.363822937011719,True,3.198036193847656,True,False,4,0.7712978720664978,4.033781051635742,6.285543441772461,6.434257984161377,True,5.8301054969126085,True,loose,5+,0.5728476821192053,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,0.0,False,True,True,False,True,1,True,0.0,True,17.012325286865234,0.4340382814407348,True,-3.198036193847656,-3.198036193847656,0,True,False,False,helpful,True,False,1,reports/plots/round10_helpfulness_seed314_decisions.csv,314,compute5,True,0.0,True,17.012325286865234,0.4340382814407348,3.198036193847656,0.0,True,False,False,False,high_headroom+baseline_error,a1_multiheavy_mixed_compute_round9_eval_seed314|d4_mid_load|loose|5+|mid_load|4|near_tie|False|1|1
