episode_index,packet_index,packet_order_rank,packet_count,curriculum_level,max_tree_depth,packet_priority,packet_deadline,reference_cost,oracle_realized_cost,oracle_remaining_deadline,oracle_initial_slack,has_on_time_feasible_route,oracle_deadline_missed,suite
15,0,0,1,single_dynamic,2,3.0,25.672985852084096,18.509125454400447,19.219973989096562,6.453011862987529,7.163860397683649,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
16,0,0,4,multi_dynamic,3,2.0,20.708395818139643,20.26014878369512,20.85336025476416,0.0,0.44824703444452396,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
16,3,1,4,multi_dynamic,3,1.0,21.317099563719196,18.735030011059738,19.024543164229268,2.2925563994899303,2.5820695526594584,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
16,1,2,4,multi_dynamic,3,1.0,21.380508753301207,20.75372220422085,21.055098444651332,0.3254103086498774,0.6267865490803572,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
16,2,3,4,multi_dynamic,3,1.0,24.740773316139663,23.833256833647347,24.118168802148507,0.6226045139911509,0.9075164824923156,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
17,2,0,4,multi_dynamic,3,3.0,20.763038288043635,19.526094821147517,20.346184395997994,0.4168538920456437,1.2369434668961183,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
17,3,1,4,multi_dynamic,3,3.0,27.06979556459278,21.041863820817564,21.916104276876073,5.153691287716709,6.027931743775216,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
17,0,2,4,multi_dynamic,3,2.0,24.254904135173117,20.22718365886387,20.81628575950499,3.4386183756681326,4.0277204763092485,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
17,1,3,4,multi_dynamic,3,2.0,24.457770889719175,23.5488352333054,24.182237890931763,0.275532998787416,0.9089356564137745,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
18,0,0,1,single_dynamic,3,3.0,27.139046282150918,25.912961774043687,26.940196969284898,0.1988493128660176,1.2260845081072311,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
19,2,0,4,multi_dynamic,3,3.0,26.472231711339482,25.08453489835069,26.273338151189577,0.19889356014989978,1.3876968129887928,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
19,0,1,4,multi_dynamic,3,2.0,24.38561680873629,23.97739456117249,24.905594805537415,0.0,0.40822224756380265,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
19,3,2,4,multi_dynamic,3,2.0,28.312476424949516,27.904400398527276,28.662969644830046,0.0,0.40807602642223983,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
19,1,3,4,multi_dynamic,3,1.0,31.129394502762818,28.010871090117423,28.335283466193374,2.7941110365694426,3.118523412645395,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
20,0,0,4,multi_dynamic,3,3.0,28.219767655640176,26.206436571035653,27.32295313323481,0.8968145224053625,2.0133310846045234,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
20,1,1,4,multi_dynamic,3,3.0,29.0936133420364,25.07554538870756,26.132443110537327,2.961170231499074,4.018067953328838,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
20,2,2,4,multi_dynamic,3,3.0,29.697806442968393,29.27966462421776,30.595113027341775,0.0,0.41814181875063383,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
20,3,3,4,multi_dynamic,3,1.0,31.894711365676866,28.113950433335987,28.431929870678864,3.462781494998006,3.780760932340879,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
21,0,0,1,single_dynamic,3,1.0,21.280349784941127,19.523838713480885,19.810952998021435,1.469396786919691,1.7565110714602419,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
22,1,0,3,multi_dynamic,3,3.0,25.939445172889954,20.820533368645908,21.727131056816834,4.21231411607312,5.118911804244046,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
22,2,1,3,multi_dynamic,3,2.0,26.48381332627272,25.1368664250395,25.76580054736753,0.7180127789051869,1.3469469012332205,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
22,0,2,3,multi_dynamic,3,1.0,29.361210769334942,26.697392896883432,26.97892920352665,2.3822815658082908,2.66381787245151,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
23,2,0,3,multi_dynamic,3,3.0,24.39509197670571,23.88823782641298,24.920735872340952,0.0,0.5068541502927317,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
23,0,1,3,multi_dynamic,3,1.0,29.24305950545316,27.027760674873814,27.364178616558014,1.878880888895147,2.2152988305793464,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
23,1,2,3,multi_dynamic,3,1.0,29.307217164654183,27.623925989641243,27.954629721667196,1.3525874429869846,1.6832911750129398,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
24,0,0,1,single_dynamic,3,3.0,19.451069343632835,14.514266543673816,15.405344828772062,4.045724514860772,4.936802799959018,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
25,0,0,1,multi_dynamic,3,2.0,24.260455149441366,22.685474580339594,23.301709416839156,0.9587457326022131,1.574980569101772,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
26,2,0,3,multi_dynamic,3,3.0,22.057396431144127,16.497234023349787,17.212367252797186,4.84502917834694,5.560162407794341,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
26,0,1,3,multi_dynamic,3,3.0,23.51147527041816,22.997792659830065,23.847673442618554,0.0,0.513682610588095,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
26,1,2,3,multi_dynamic,3,2.0,23.87289215429054,23.25221334583807,23.921309149875757,0.0,0.620678808452471,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
27,0,0,1,single_dynamic,3,1.0,20.214986257497607,18.760470945176486,19.120338354155283,1.094647903342325,1.4545153123211207,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
28,2,0,3,multi_dynamic,3,3.0,23.884737474966872,17.829579005375162,18.710487484393603,5.174249990573271,6.05515846959171,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
28,0,1,3,multi_dynamic,3,1.0,20.713833705242905,18.664346058603897,18.897100193510468,1.816733511732438,2.049487646639008,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
28,1,2,3,multi_dynamic,3,1.0,23.30852666735539,22.524942407108632,22.776961695479223,0.5315649718761728,0.7835842602467586,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
29,1,0,2,multi_dynamic,3,3.0,24.451966495665445,20.49477210866162,21.438020078075805,3.013946417589645,3.957194387003824,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
29,0,1,2,multi_dynamic,3,2.0,21.245865532207986,20.179594981854034,20.818397499421575,0.4274680327864102,1.066270550353952,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
30,0,0,1,single_dynamic,3,2.0,18.94729827670311,17.434270663019248,18.22223174812089,0.725066528582214,1.5130276136838603,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
31,0,0,4,multi_dynamic,3,3.0,25.174977045952787,24.70619232109765,25.787670999034837,0.0,0.4687847248551371,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
31,2,1,4,multi_dynamic,3,3.0,25.999536917899665,25.831327290260948,27.11100894233791,0.0,0.16820962763871705,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
31,1,2,4,multi_dynamic,3,2.0,25.522817717317462,25.067894568208242,25.8369135065581,0.0,0.45492314910922005,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
31,3,3,4,multi_dynamic,3,2.0,30.329187651099332,29.664778779562138,30.503323023176723,0.0,0.6644088715371943,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
32,2,0,3,multi_dynamic,3,3.0,26.656802506050322,25.658604244673434,26.70148758786575,0.0,0.9981982613768885,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
32,0,1,3,multi_dynamic,3,2.0,26.463953862328413,25.82937368163787,26.471455250623773,0.0,0.6345801806905449,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
32,1,2,3,multi_dynamic,3,1.0,26.830698814043313,24.485431080457772,24.769111855882706,2.0615869581606105,2.3452677335855405,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
33,0,0,1,single_dynamic,3,3.0,29.00537078987675,21.03228369176785,21.891565607623313,7.113805182253435,7.973087098108898,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
34,0,0,4,multi_dynamic,3,3.0,22.735405373209485,17.2583935642085,17.988217766990132,4.747187606219352,5.4770118090009845,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
34,1,1,4,multi_dynamic,3,2.0,22.78867462246541,20.42768661973444,20.938634954113937,1.850039668351473,2.36098800273097,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
34,2,2,4,multi_dynamic,3,2.0,25.63246644499067,24.942763295397967,25.705676659667077,0.0,0.6897031495927024,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
34,3,3,4,multi_dynamic,3,1.0,26.372181467671236,24.73818695632724,25.028384288745603,1.3437971789256378,1.633994511343996,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
35,0,0,1,multi_dynamic,3,1.0,21.71931080545558,21.511544257445735,21.816640979701695,0.0,0.20776654800984673,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
36,0,0,1,single_dynamic,3,2.0,21.652555660310057,21.102342609909712,21.769983660357155,0.0,0.5502130504003446,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
37,1,0,3,multi_dynamic,3,3.0,21.468418234300437,20.261807987329917,21.257171992896225,0.21124624140421489,1.20661024697052,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
37,2,1,3,multi_dynamic,3,3.0,27.583538210329035,22.720248181322766,23.79622407646953,3.7873141338595033,4.863290029006269,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
37,0,2,3,multi_dynamic,3,2.0,26.58111271931427,23.899347784942204,24.632141803292434,1.9489709160218318,2.6817649343720653,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
38,1,0,3,multi_dynamic,3,2.0,20.204743921987138,17.0073522259067,17.590060872346363,2.6146830496407745,3.1973916960804374,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
38,2,1,3,multi_dynamic,3,2.0,21.14068348747961,20.162386197061792,20.825676478295215,0.31500700918439595,0.9782972904178173,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
38,0,2,3,multi_dynamic,3,2.0,23.48784233302212,24.784016232986286,25.49120421647116,0.0,-1.2961738999641668,False,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
39,0,0,1,single_dynamic,3,1.0,24.77017567118351,22.631689963663746,22.91668529299137,1.8534903781921397,2.138485707519763,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
40,3,0,4,multi_dynamic,3,2.0,21.289296246379354,18.93675456890033,19.432923723812028,1.8563725225673258,2.3525416774790244,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
40,1,1,4,multi_dynamic,3,2.0,24.48787107453026,24.663057908004717,25.375750709255147,0.0,-0.17518683347445574,False,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
40,2,2,4,multi_dynamic,3,1.0,22.52977301228076,19.34694592661047,19.575925089201846,2.953847923078916,3.18282708567029,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
40,0,3,4,multi_dynamic,3,1.0,24.438994864559007,23.066788847285345,23.303579329710868,1.1354155348481365,1.3722060172736619,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
41,1,0,3,multi_dynamic,3,3.0,23.926165156133123,23.32482657162033,24.35763243310707,0.0,0.6013385845127921,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
41,2,1,3,multi_dynamic,3,2.0,27.663042643480825,27.031743824536232,27.79100288214892,0.0,0.6312988189445932,True,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
41,0,2,3,multi_dynamic,3,1.0,23.72461413092621,22.400252762326552,22.69927032221741,1.0253438087088038,1.3243613685996571,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
42,0,0,1,single_dynamic,3,1.0,21.607528918394564,21.06802746362108,21.382233842000943,0.22529507639362256,0.539501454773486,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
43,0,0,2,multi_dynamic,3,3.0,27.349565604494362,22.683358879449017,23.72561029243117,3.6239553120631913,4.666206725045345,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
43,1,1,2,multi_dynamic,3,1.0,22.042429614711043,20.581035137078942,20.882511554756277,1.1599180599547672,1.4613944776321013,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
44,0,0,4,multi_dynamic,3,3.0,23.753985415618217,20.239067131121512,21.003071878824755,2.750913536793459,3.514918284496705,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
44,3,1,4,multi_dynamic,3,2.0,23.8409564378564,22.020876066249606,22.624956513849668,1.2159999240067272,1.8200803716067924,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
44,2,2,4,multi_dynamic,3,2.0,24.119721237037215,26.581386146433157,27.972956284952772,0.0,-2.4616649093959424,False,True,e3_memory_hubs_rsm_round6_multiheavy_seed311
44,1,3,4,multi_dynamic,3,1.0,26.051404134748882,25.013081841409516,25.295763906965604,0.7556402277832799,1.038322293339366,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
45,0,0,1,single_dynamic,3,3.0,25.754914015574734,24.025775537097182,24.81944441941396,0.9354695961607762,1.7291384784775516,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
46,2,0,3,multi_dynamic,3,3.0,26.87993819215043,25.706224417659666,26.771048452955736,0.10888973919468992,1.1737137744907642,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
46,1,1,3,multi_dynamic,3,2.0,22.245455891292245,19.205008336908975,19.70074132582565,2.544714565466595,3.0404475543832703,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
46,0,2,3,multi_dynamic,3,1.0,30.750995632497645,27.59231016621968,27.870623862946598,2.880371769551047,3.1586854662779658,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
47,0,0,2,multi_dynamic,3,1.0,18.744001245657337,17.64532813384905,17.940079549317655,0.8039216963396791,1.0986731118082886,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
47,1,1,2,multi_dynamic,3,1.0,20.005228433856793,18.875374686614006,19.16278154436155,0.8424468894952453,1.1298537472427874,True,False,e3_memory_hubs_rsm_round6_multiheavy_seed311
0,3,0,4,multi_dynamic,3,3.0,22.388021837185097,21.404854105707326,22.24213634900599,0.14588548817910496,0.9831677314777707,True,False,a2_multiheavy_ood_branching3_round6_eval
0,1,1,4,multi_dynamic,3,2.0,28.386585608216826,26.8218528138068,27.412768705507347,0.9738169027094816,1.5647327944100269,True,False,a2_multiheavy_ood_branching3_round6_eval
0,2,2,4,multi_dynamic,3,2.0,30.6243106940646,29.39398527984698,30.002534551499938,0.6217761425646646,1.2303254142176208,True,False,a2_multiheavy_ood_branching3_round6_eval
0,0,3,4,multi_dynamic,3,1.0,31.91368949254812,28.797664146711263,29.070226182015844,2.843463310532278,3.1160253458368565,True,False,a2_multiheavy_ood_branching3_round6_eval
1,1,0,5,multi_dynamic,3,3.0,30.517925028483678,30.261270413280588,31.46762948414836,0.0,0.2566546152030895,True,True,a2_multiheavy_ood_branching3_round6_eval
1,0,1,5,multi_dynamic,3,2.0,25.016170442764178,24.520246146551855,25.025945264959134,0.0,0.4959242962123227,True,True,a2_multiheavy_ood_branching3_round6_eval
1,2,2,5,multi_dynamic,3,1.0,32.31484852659218,30.753504358097175,31.03286876959666,1.281979756995522,1.5613441684950047,True,False,a2_multiheavy_ood_branching3_round6_eval
1,4,3,5,multi_dynamic,3,1.0,32.943167082552584,28.871373243882378,29.14468724266294,3.798479839889644,4.071793838670207,True,False,a2_multiheavy_ood_branching3_round6_eval
1,3,4,5,multi_dynamic,3,1.0,34.28267471250159,32.20351929478744,32.53537308285481,1.7473016296467776,2.079155417714148,True,False,a2_multiheavy_ood_branching3_round6_eval
2,1,0,6,multi_dynamic,3,3.0,29.484411087858735,28.785220297723463,29.748503502789298,0.0,0.6991907901352725,True,True,a2_multiheavy_ood_branching3_round6_eval
2,3,1,6,multi_dynamic,3,3.0,31.75662972415514,31.077084909305288,32.05366076728542,0.0,0.6795448148498515,True,True,a2_multiheavy_ood_branching3_round6_eval
2,5,2,6,multi_dynamic,3,3.0,33.131974743946024,32.56947395998913,33.726366773112204,0.0,0.5625007839568923,True,True,a2_multiheavy_ood_branching3_round6_eval
2,2,3,6,multi_dynamic,3,2.0,36.77416891216117,34.222756651143584,34.792838173424,1.9813307387371815,2.551412261017589,True,False,a2_multiheavy_ood_branching3_round6_eval
2,4,4,6,multi_dynamic,3,2.0,40.15636773173891,37.43335532499442,37.997577747685845,2.1587899840530707,2.7230124067444876,True,False,a2_multiheavy_ood_branching3_round6_eval
2,0,5,6,multi_dynamic,3,1.0,34.17804861133152,32.404939999641705,32.72859419434499,1.4494544169865256,1.773108611689814,True,False,a2_multiheavy_ood_branching3_round6_eval
3,1,0,4,multi_dynamic,3,3.0,29.98777253985061,27.14435045458012,28.09936976670171,1.8884027731488997,2.8434220852704897,True,False,a2_multiheavy_ood_branching3_round6_eval
3,3,1,4,multi_dynamic,3,3.0,30.484705732455872,29.195247803269062,30.226510064861312,0.2581956675945585,1.2894579291868098,True,False,a2_multiheavy_ood_branching3_round6_eval
3,2,2,4,multi_dynamic,3,2.0,29.99574876150894,29.59024834433754,30.192975454627536,0.0,0.4055004171713996,True,True,a2_multiheavy_ood_branching3_round6_eval
3,0,3,4,multi_dynamic,3,1.0,26.76427541332305,24.972092433972865,25.245662436247926,1.5186129770751196,1.7921829793501836,True,False,a2_multiheavy_ood_branching3_round6_eval
4,0,0,6,multi_dynamic,3,3.0,24.737091066365394,23.916688723060613,24.695111278699763,0.04197978766563093,0.8204023433047816,True,False,a2_multiheavy_ood_branching3_round6_eval
4,2,1,6,multi_dynamic,3,3.0,27.97189980861486,26.691918106655084,27.47083152492401,0.501068283690854,1.2799817019597768,True,False,a2_multiheavy_ood_branching3_round6_eval
4,3,2,6,multi_dynamic,3,3.0,29.034489421826834,28.069694515228928,29.006995939388137,0.027493482438694983,0.9647949065979056,True,False,a2_multiheavy_ood_branching3_round6_eval
4,1,3,6,multi_dynamic,3,2.0,29.8812816543287,29.70956752396977,30.207169443668406,0.0,0.17171413035892868,True,True,a2_multiheavy_ood_branching3_round6_eval
4,4,4,6,multi_dynamic,3,2.0,32.63891123043017,30.14590952066737,30.609190857183876,2.029720373246289,2.4930017097627974,True,False,a2_multiheavy_ood_branching3_round6_eval
4,5,5,6,multi_dynamic,3,1.0,33.92357191050945,32.355905097258415,32.63897574641807,1.2845961640913788,1.5676668132510372,True,False,a2_multiheavy_ood_branching3_round6_eval
5,0,0,6,multi_dynamic,3,3.0,28.57915437102584,27.795092591226883,28.738622026197802,0.0,0.7840617797989573,True,True,a2_multiheavy_ood_branching3_round6_eval
5,1,1,6,multi_dynamic,3,3.0,30.2969806663684,30.153469040587225,31.239965841307885,0.0,0.14351162578117282,True,True,a2_multiheavy_ood_branching3_round6_eval
5,3,2,6,multi_dynamic,3,2.0,30.378356608171952,30.10355503565587,30.881678882280433,0.0,0.2748015725160826,True,True,a2_multiheavy_ood_branching3_round6_eval
5,4,3,6,multi_dynamic,3,2.0,32.98059589989844,29.70030415755923,30.16085834519595,2.8197375547024857,3.280291742339209,True,False,a2_multiheavy_ood_branching3_round6_eval
5,5,4,6,multi_dynamic,3,2.0,34.873455485787034,32.706934802325925,33.17943204142478,1.6940234443622506,2.1665206834611084,True,False,a2_multiheavy_ood_branching3_round6_eval
5,2,5,6,multi_dynamic,3,1.0,38.9279597960045,35.27429004369412,35.54464746940123,3.3833123266032725,3.6536697523103783,True,False,a2_multiheavy_ood_branching3_round6_eval
6,3,0,5,multi_dynamic,3,3.0,26.33151697769396,24.311184323481438,25.435137171473873,0.8963798062200903,2.0203326542125204,True,False,a2_multiheavy_ood_branching3_round6_eval
6,0,1,5,multi_dynamic,3,3.0,30.28686210014839,30.29019141568593,31.768067911279882,0.0,-0.0033293155375382355,False,True,a2_multiheavy_ood_branching3_round6_eval
6,2,2,5,multi_dynamic,3,2.0,29.930425494706707,26.66153435466752,27.344284964763066,2.5861405299436435,3.2688911400391873,True,False,a2_multiheavy_ood_branching3_round6_eval
6,1,3,5,multi_dynamic,3,2.0,31.204811904878806,32.626759418402116,33.71765083258499,0.0,-1.4219475135233104,False,True,a2_multiheavy_ood_branching3_round6_eval
6,4,4,5,multi_dynamic,3,1.0,31.629452171817185,30.07300242007187,30.41625542532868,1.213196746488502,1.5564497517453155,True,False,a2_multiheavy_ood_branching3_round6_eval
7,0,0,4,multi_dynamic,3,2.0,28.783330066447807,27.764882812502293,28.358852211812255,0.42447785463554766,1.0184472539455136,True,False,a2_multiheavy_ood_branching3_round6_eval
7,1,1,4,multi_dynamic,3,2.0,29.286396819373273,27.73785009963945,28.499113934568857,0.7872828848044122,1.5485467197338245,True,False,a2_multiheavy_ood_branching3_round6_eval
