suite,episode_index,packet_count,community_count,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,mean_deadline,min_deadline,solved,total_steps,correct_steps,next_hop_accuracy,oracle_cost,model_cost,regret,deadline_violations,deadline_miss,oracle_priority_delivered,model_priority_delivered,priority_delivered_regret,feasible_packet_fraction,any_feasible_packet,all_feasible_packet,oracle_packet_miss_rate,min_initial_slack,mean_initial_slack,min_initial_slack_ratio,mean_initial_slack_ratio,config_path,manifest_hash,slack_band,packet_band,load_band,depth_band,hub_gap_band
e3_memory_hubs_rsm_round6_multiheavy_seed311,10,4,4,3,3.0427408814430237,2.398496627807617,4.040344715118408,4.494316101074219,23.195537541834486,21.518322230230947,True,26,26,1.0,90.02517674466885,90.02517674466885,0.0,1,True,5.0,5.0,0.0,1.0,True,True,0.25,0.2542348004113606,1.2126252981934709,0.011336919909840855,0.051795972911214024,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,4,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,11,2,4,3,1.7302690744400024,2.2335195541381836,4.093297004699707,4.405046463012695,23.774874695829617,22.6537507852421,True,16,16,1.0,45.708428284649685,45.708428284649685,0.0,0,False,2.0,2.0,0.0,1.0,True,True,0.0,1.0806379440438647,1.263916872232011,0.047702385105598134,0.05291601986298239,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,2,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,12,1,4,3,2.7706961631774902,3.106854200363159,4.466653823852539,4.9063401222229,24.42422398413473,24.42422398413473,True,7,7,1.0,22.51502179624817,22.51502179624817,0.0,0,False,3.0,3.0,0.0,1.0,True,True,0.0,2.828741353551564,2.828741353551564,0.11581704112233136,0.11581704112233136,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,moderate,1,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,13,2,4,3,2.337743818759918,2.657838821411133,4.424004554748535,4.64162540435791,21.789677181529758,18.807716024047817,True,13,13,1.0,43.07119064878733,43.07119064878733,0.0,1,True,1.0,1.0,0.0,1.0,True,True,0.5,0.38582632726874877,0.6732245093641573,0.020514257381142167,0.029646695870444002,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,2,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,14,4,4,3,0.11313667893409729,1.4550788402557373,2.4089279174804688,2.7460436820983887,20.52649106130108,17.371092683073243,True,30,28,0.9333333333333333,81.96009995178213,97.95867295517208,15.99857300338995,4,True,4.0,0.0,4.0,1.0,True,True,0.5,0.3277898106372419,0.6885363938737186,0.013562216037309076,0.03540423330194214,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,4,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,15,1,4,2,2.182267665863037,1.775749921798706,3.1587579250335693,3.428785562515259,25.672985852084096,25.672985852084096,True,6,5,0.8333333333333334,19.219973989096562,19.712074211934045,0.49210022283748245,0,False,3.0,3.0,0.0,1.0,True,True,0.0,7.163860397683649,7.163860397683649,0.27904274317597916,0.27904274317597916,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,loose,1,low_load,2,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,16,4,4,3,0.02539515495300293,1.5908960103988647,3.7762696743011475,4.428595542907715,22.036694362824928,20.708395818139643,True,27,24,0.8888888888888888,85.05117066579325,89.6673100709495,4.616139405156247,3,True,3.0,1.0,2.0,1.0,True,True,0.25,0.44824703444452396,1.1411549046691638,0.021645666732518186,0.05219228713359507,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,4,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,17,4,4,3,1.671938806772232,2.6044325828552246,4.485622882843018,4.594853401184082,24.136377219382176,20.763038288043635,True,27,25,0.9259259259259259,87.26081232331082,90.18012563123551,2.9193133079246962,1,True,10.0,8.0,2.0,1.0,True,True,0.0,0.9089356564137745,3.0503828358485894,0.03716347088670479,0.12136921258507966,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,4,low_load,3,mid_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,18,1,4,3,2.2429763674736023,2.8225901126861572,3.6682088375091553,4.117419719696045,27.139046282150918,27.139046282150918,True,7,7,1.0,26.940196969284898,26.940196969284898,0.0,0,False,3.0,3.0,0.0,1.0,True,True,0.0,1.2260845081072311,1.2260845081072311,0.04517787748914429,0.04517787748914429,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,1,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,19,4,4,3,1.5805106908082962,2.2978596687316895,3.8710012435913086,4.065755844116211,27.574929861947027,24.38561680873629,True,32,30,0.9375,108.17718606775038,111.8393705852329,3.6621845174825154,3,True,4.0,1.0,3.0,1.0,True,True,0.5,0.40807602642223983,1.3306296249050575,0.01441329328799494,0.04593845187923032,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,4,low_load,3,mid_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,20,4,4,3,1.9088616371154785,3.0380656719207764,4.216550827026367,4.52828311920166,29.726474701580457,28.219767655640176,True,32,32,1.0,112.48243914179277,112.48243914179277,0.0,1,True,7.0,7.0,0.0,1.0,True,True,0.25,0.41814181875063383,2.5575754472562187,0.014079889016504721,0.08551791209799668,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,4,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,21,1,4,3,0.157817080616951,3.0623390674591064,4.004045009613037,4.619682312011719,21.280349784941127,21.280349784941127,True,7,6,0.8571428571428571,19.810952998021435,22.922654553902746,3.111701555881311,1,True,1.0,0.0,1.0,1.0,True,True,0.0,1.7565110714602419,1.7565110714602419,0.08254145675289713,0.08254145675289713,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,1,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,22,3,4,3,3.486973464488983,2.4283273220062256,3.770627498626709,4.153788089752197,27.261489756165872,25.939445172889954,True,21,21,1.0,74.47186080771101,74.47186080771101,0.0,0,False,6.0,6.0,0.0,1.0,True,True,0.0,1.3469469012332205,3.043225525976259,0.050859250691704945,0.11297527905685532,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,3,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,23,3,4,3,3.0188141465187073,2.80619478225708,4.5488433837890625,4.912561893463135,27.64845621560435,24.39509197670571,True,23,23,1.0,80.23954421056615,80.23954421056615,0.0,1,True,2.0,2.0,0.0,1.0,True,True,0.3333333333333333,0.5068541502927317,1.468481385295006,0.02077689031780305,0.051322546936773204,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,3,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,24,1,4,3,0.7409763634204865,1.4075738191604614,2.096714496612549,2.5651583671569824,19.451069343632835,19.451069343632835,True,7,6,0.8571428571428571,15.405344828772062,19.617009349510894,4.211664520738832,1,True,3.0,0.0,3.0,1.0,True,True,0.0,4.936802799959018,4.936802799959018,0.25380624133012225,0.25380624133012225,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,loose,1,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,25,1,4,3,2.408492624759674,2.469344139099121,3.886319160461426,4.3992462158203125,24.260455149441366,24.260455149441366,True,7,7,1.0,23.301709416839156,23.301709416839156,0.0,0,False,2.0,2.0,0.0,1.0,True,True,0.0,1.574980569101772,1.574980569101772,0.06491966285875879,0.06491966285875879,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,1,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,26,3,4,3,0.15889550745487213,2.825191020965576,3.315920829772949,3.584608793258667,23.14725461861761,22.057396431144127,True,19,16,0.8421052631578947,64.98134984529148,72.80098386241355,7.81963401712207,2,True,3.0,3.0,0.0,1.0,True,True,0.6666666666666666,0.513682610588095,2.231507942278302,0.02184816582881143,0.09997482778356621,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,3,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,27,1,4,3,2.7301568537950516,1.4183601140975952,2.5113391876220703,2.9448487758636475,20.214986257497607,20.214986257497607,True,7,6,0.8571428571428571,19.120338354155283,19.43536263445937,0.3150242803040868,0,False,1.0,1.0,0.0,1.0,True,True,0.0,1.4545153123211207,1.4545153123211207,0.0719523275353032,0.0719523275353032,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,1,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,28,3,4,3,2.026058614253998,1.9413114786148071,4.360231399536133,4.795114040374756,22.635699282521724,20.713833705242905,True,19,19,1.0,60.384549373383294,60.384549373383294,0.0,0,False,5.0,5.0,0.0,1.0,True,True,0.0,0.7835842602467586,2.9627434588258255,0.03361792323597195,0.12869222370668468,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,3,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,29,2,4,3,0.4132435470819473,2.65154767036438,4.031641483306885,4.353950023651123,22.848916013936716,21.245865532207986,True,14,13,0.9285714285714286,42.25641757749738,48.40641084741083,6.149993269913452,1,True,5.0,3.0,2.0,1.0,True,True,0.0,1.066270550353952,2.511732468678888,0.05018720224589218,0.1060113135634835,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,2,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,30,1,4,3,0.5524576604366302,1.9413872957229614,4.487617015838623,4.821954727172852,18.94729827670311,18.94729827670311,True,8,7,0.875,18.22223174812089,23.750789459851667,5.528557711730777,1,True,2.0,0.0,2.0,1.0,True,True,0.0,1.5130276136838603,1.5130276136838603,0.07985453079314335,0.07985453079314335,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,1,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,31,4,4,3,0.840503454208374,2.8721365928649902,4.144669055938721,4.4194655418396,26.75662983306731,25.174977045952787,True,31,28,0.9032258064516129,109.23891647110757,115.15254364414407,5.913627173036502,4,True,0.0,0.0,0.0,1.0,True,True,1.0,0.16820962763871705,0.43908159328506713,0.00646971629417412,0.016205383084776495,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,4,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,32,3,4,3,3.520136833190918,2.790717840194702,4.084733963012695,4.192609786987305,26.650485060807352,26.463953862328413,True,21,21,1.0,77.94205469437222,77.94205469437222,0.0,2,True,1.0,1.0,0.0,1.0,True,True,0.6666666666666666,0.6345801806905449,1.3260153918843247,0.023979038959627018,0.0496117297797544,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,3,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,33,1,4,3,3.1990017890930176,2.119910955429077,3.704200029373169,3.940387010574341,29.00537078987675,29.00537078987675,True,7,7,1.0,21.891565607623313,21.891565607623313,0.0,0,False,3.0,3.0,0.0,1.0,True,True,0.0,7.973087098108898,7.973087098108898,0.27488312960617656,0.27488312960617656,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,loose,1,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,34,4,4,3,1.9968723058700562,2.1906492710113525,3.795032262802124,4.022958278656006,24.3821819770842,22.735405373209485,True,27,27,1.0,89.66091366951675,89.66091366951675,0.0,1,True,6.0,6.0,0.0,1.0,True,True,0.25,0.6897031495927024,2.540424368167163,0.02690740475844807,0.10834307713072501,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,4,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,35,1,4,3,0.8600542843341827,2.4350626468658447,3.983985662460327,4.394904613494873,21.71931080545558,21.71931080545558,True,7,6,0.8571428571428571,21.816640979701695,22.256791803200656,0.4401508234989606,1,True,0.0,0.0,0.0,1.0,True,True,1.0,0.20776654800984673,0.20776654800984673,0.009565982542947852,0.009565982542947852,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,1,low_load,3,mid_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,36,1,4,3,0.8552480936050415,2.643294334411621,3.7141759395599365,4.131452560424805,21.652555660310057,21.652555660310057,True,7,7,1.0,21.769983660357155,21.769983660357155,0.0,1,True,0.0,0.0,0.0,1.0,True,True,1.0,0.5502130504003446,0.5502130504003446,0.025410998084115573,0.025410998084115573,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,1,low_load,3,mid_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,37,3,4,3,1.3376510739326477,1.7069354057312012,3.8590521812438965,4.3056511878967285,25.211023054647914,21.468418234300437,True,23,23,1.0,69.68553787265819,69.68553787265819,0.0,0,False,8.0,8.0,0.0,1.0,True,True,0.0,1.20661024697052,2.917221736782951,0.05620396592808591,0.11113505103114056,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,3,low_load,3,mid_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,38,3,4,3,0.7085066735744476,1.9635194540023804,3.3868772983551025,3.9362642765045166,21.611089914162957,20.204743921987138,True,21,17,0.8095238095238095,63.90694156711273,70.24348579779439,6.33654423068166,3,True,4.0,0.0,4.0,0.6666666666666666,True,False,0.3333333333333333,-1.2961738999641668,0.9598383621780293,-0.055184885933172535,0.04978008081789396,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,3,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,39,1,4,3,1.506210446357727,2.453049898147583,3.750157117843628,4.310950756072998,24.77017567118351,24.77017567118351,True,7,7,1.0,22.91668529299137,22.91668529299137,0.0,0,False,1.0,1.0,0.0,1.0,True,True,0.0,2.138485707519763,2.138485707519763,0.0863330860429698,0.0863330860429698,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,1,low_load,3,mid_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,40,4,4,3,2.5230814814567566,2.6570701599121094,3.6138155460357666,3.9505960941314697,23.186483799437344,21.289296246379354,True,25,25,1.0,87.68817885197987,87.68817885197987,0.0,1,True,4.0,4.0,0.0,0.75,True,False,0.25,-0.17518683347445574,1.6830969867371302,-0.0071540246574013895,0.07519243358604842,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,4,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,41,3,4,3,1.9522602558135986,2.180907726287842,4.188779354095459,4.670348644256592,25.104607310180054,23.72461413092621,True,22,22,1.0,74.8479056374734,74.8479056374734,0.0,2,True,1.0,1.0,0.0,1.0,True,True,0.6666666666666666,0.6013385845127921,0.8523329240190142,0.022821018898055576,0.034592121721770806,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,3,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,42,1,4,3,0.4827761650085449,2.4037914276123047,3.265166997909546,3.374082326889038,21.607528918394564,21.607528918394564,True,7,7,1.0,21.382233842000943,21.382233842000943,0.0,0,False,1.0,1.0,0.0,1.0,True,True,0.0,0.539501454773486,0.539501454773486,0.024968216255131633,0.024968216255131633,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,1,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,43,2,4,3,2.4849926829338074,2.031728982925415,3.0589489936828613,3.3474183082580566,24.695997609602703,22.042429614711043,True,15,15,1.0,44.60812184718745,44.60812184718745,0.0,0,False,4.0,4.0,0.0,1.0,True,True,0.0,1.4613944776321013,3.0638006013387233,0.06629915590869219,0.11845635745724514,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,2,low_load,3,high_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,44,4,4,3,0.3818051218986511,2.1574301719665527,3.433593273162842,3.8930411338806152,24.441516806315178,23.753985415618217,True,27,23,0.8518518518518519,96.89674858459283,105.0400287002109,8.143280115618069,3,True,6.0,2.0,4.0,0.75,True,False,0.25,-2.4616649093959424,0.9779140100117303,-0.10206025539034484,0.04052768413876764,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,critical,4,low_load,3,low_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,45,1,4,3,1.045468419790268,3.0570530891418457,4.14386510848999,4.469648361206055,25.754914015574734,25.754914015574734,True,6,6,1.0,24.81944441941396,24.81944441941396,0.0,0,False,3.0,3.0,0.0,1.0,True,True,0.0,1.7291384784775516,1.7291384784775516,0.06713819651783315,0.06713819651783315,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,tight,1,low_load,3,mid_gap
e3_memory_hubs_rsm_round6_multiheavy_seed311,46,3,4,3,0.5145324468612671,2.788989543914795,4.617433547973633,4.734938144683838,26.625463238646773,22.245455891292245,True,20,18,0.9,74.34241364172799,76.49972336148235,2.157309719754366,0,False,6.0,6.0,0.0,1.0,True,True,0.0,1.1737137744907642,2.4576155983840002,0.043665047371035846,0.09435348064558446,configs/experiments/e3_memory_hubs_rsm_round6_multiheavy_seed311.yaml,40be2a89c9264e65730a6dd5921969adac3096b0b95ed715df8dc4f1dc4dc147,very_tight,3,low_load,3,low_gap
