seed,variant,experiment,test_next_hop_accuracy,average_regret,p95_regret,deadline_miss_rate,gpu_hours
311,E3,e3_memory_hubs_rsm_round4_seed311,0.9564462701479594,1.2639447450637817,7.503976821899414,0.5,0.1066539724667867
311,PathReranker,a3_e3_path_reranker_round4_seed311,0.9599184890588125,1.1003875732421875,7.503976821899414,0.4375,0.049515281120936075
312,E3,e3_memory_hubs_rsm_round4_seed312,0.9487179655295152,3.215318202972412,13.310883522033691,0.5,0.13816769321759542
312,PathReranker,a3_e3_path_reranker_round4_seed312,0.9535256532522348,2.481701612472534,11.254030227661133,0.4375,0.05709263245264689
mean,E3,E3-mean,0.9525821178387373,2.239631474018097,10.407430171966553,0.5,0.24482166568438213
mean,PathReranker,variant-mean,0.9567220711555237,1.7910445928573608,9.379003524780273,0.4375,0.10660791357358296
