suite,max_tree_depth,packet_count,oracle_deadline_miss_rate,on_time_feasible_fraction,oracle_initial_slack_mean,oracle_cost_mean
a0_e3_ood_branching3_round4_eval,2,20,0.25,0.95,1.403762270168037,25.404882227350747
a0_e3_ood_branching3_round4_eval,3,251,0.2350597609561753,0.9442231075697212,1.6430450783599937,28.896591516472885
a0_e3_ood_deeper_packets6_round4_eval,3,9,0.4444444444444444,0.8888888888888888,1.606589374514904,30.642769372953403
a0_e3_ood_deeper_packets6_round4_eval,4,242,0.2396694214876033,0.9338842975206612,2.2450245920338068,33.80924378078727
a0_e3_ood_heavy_dynamic_round4_eval,3,19,0.42105263157894735,0.9473684210526315,1.4021262877985723,40.67100231880878
a0_e3_ood_heavy_dynamic_round4_eval,4,313,0.3354632587859425,0.8977635782747604,2.1238099146962903,46.47866556809679
e3_memory_hubs_rsm_round4_seed311,2,5,0.0,1.0,2.5454583236578214,20.873399445496855
e3_memory_hubs_rsm_round4_seed311,3,78,0.16666666666666666,0.9743589743589743,1.9961249983323308,22.76377601853955
