variant,split,budget_pct,slice,decisions,coverage,defer_precision,false_positive_rate,harmful_selection_rate,target_match_rate,base_target_match_rate,compute_target_match_rate,mean_delta_regret,mean_delta_miss
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.1,overall,4344,0.0011510128913443832,0.0,1.0,0.0,0.9677716390423573,0.9677716390423573,0.9525782688766115,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.1,stable_positive_v2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.1,hard_near_tie,832,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.8930288461538461,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.1,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.1,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.1,large_gap_control,951,0.005257623554153523,0.0,1.0,0.0,0.9978969505783386,0.9978969505783386,0.9936908517350158,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.25,overall,4344,0.0025322283609576428,0.0,1.0,0.0,0.9677716390423573,0.9677716390423573,0.9525782688766115,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.25,stable_positive_v2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.25,hard_near_tie,832,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.8930288461538461,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.25,high_headroom_near_tie,35,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.25,baseline_error_near_tie,71,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.25,large_gap_control,951,0.008412197686645636,0.0,1.0,0.0,0.9978969505783386,0.9978969505783386,0.9936908517350158,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.5,overall,4344,0.0050644567219152855,0.0,1.0,0.0,0.9677716390423573,0.9677716390423573,0.9525782688766115,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.5,stable_positive_v2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.5,hard_near_tie,832,0.001201923076923077,0.0,1.0,0.0,0.9158653846153846,0.9158653846153846,0.8930288461538461,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.5,high_headroom_near_tie,35,0.02857142857142857,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.5,baseline_error_near_tie,71,0.014084507042253521,0.0,1.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.5,large_gap_control,951,0.012618296529968454,0.0,1.0,0.0,0.9978969505783386,0.9978969505783386,0.9936908517350158,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.75,overall,4344,0.007596685082872928,0.0,1.0,0.0,0.9677716390423573,0.9677716390423573,0.9525782688766115,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.75,stable_positive_v2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.75,hard_near_tie,832,0.002403846153846154,0.0,1.0,0.0,0.9158653846153846,0.9158653846153846,0.8930288461538461,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.75,high_headroom_near_tie,35,0.02857142857142857,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.75,baseline_error_near_tie,71,0.028169014084507043,0.0,1.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,0.75,large_gap_control,951,0.015772870662460567,0.0,1.0,0.0,0.9978969505783386,0.9978969505783386,0.9936908517350158,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.0,overall,4344,0.010128913443830571,0.0,1.0,0.0,0.9677716390423573,0.9677716390423573,0.9525782688766115,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.0,stable_positive_v2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.0,hard_near_tie,832,0.004807692307692308,0.0,1.0,0.0,0.9158653846153846,0.9158653846153846,0.8930288461538461,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.0,high_headroom_near_tie,35,0.02857142857142857,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.0,baseline_error_near_tie,71,0.04225352112676056,0.0,1.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.0,large_gap_control,951,0.01892744479495268,0.0,1.0,0.0,0.9978969505783386,0.9978969505783386,0.9936908517350158,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.5,overall,4344,0.015193370165745856,0.0,1.0,0.0,0.9677716390423573,0.9677716390423573,0.9525782688766115,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.5,stable_positive_v2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.5,hard_near_tie,832,0.008413461538461538,0.0,1.0,0.0,0.9158653846153846,0.9158653846153846,0.8930288461538461,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.5,high_headroom_near_tie,35,0.02857142857142857,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.5,baseline_error_near_tie,71,0.056338028169014086,0.0,1.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,1.5,large_gap_control,951,0.024185068349106203,0.0,1.0,0.0,0.9978969505783386,0.9978969505783386,0.9936908517350158,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,2.0,overall,4344,0.020027624309392266,0.0,1.0,0.0,0.9677716390423573,0.9677716390423573,0.9525782688766115,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,2.0,stable_positive_v2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,2.0,hard_near_tie,832,0.018028846153846152,0.0,1.0,0.0,0.9158653846153846,0.9158653846153846,0.8930288461538461,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,2.0,high_headroom_near_tie,35,0.08571428571428572,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
prototype_sharp_mass_negative_tail_support_agree_mix,round11_feature_cache_seed315_metadata,2.0,baseline_error_near_tie,71,0.09859154929577464,0.0,1.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.0,0.0
