suite,base_average_regret,candidate_average_regret,base_p95_regret,candidate_p95_regret,base_deadline_miss_rate,candidate_deadline_miss_rate,base_next_hop_accuracy,candidate_next_hop_accuracy
e3_memory_hubs_rsm_round6_multiheavy_seed312,1.9167025089263916,1.7760591506958008,5.445607662200928,5.445607662200928,0.4375,0.4375,0.9453125,0.953125
a2_multiheavy_ood_branching3_round6_eval,6.8422465324401855,4.12752628326416,15.544229507446289,12.641508102416992,1.0,1.0,0.9135559921414538,0.9410609037328095
a2_multiheavy_ood_deeper_packets6_round6_eval,3.4164037704467773,8.617874145507812,9.192599296569824,28.175678253173828,0.875,0.875,0.9586466165413534,0.9518518518518518
a2_multiheavy_ood_heavy_dynamic_round6_eval,8.362306594848633,838.2872924804688,29.44192123413086,3348.886474609375,1.0,0.9375,0.9300411522633745,0.7787234042553192
