suite,episode_index,packet_count,community_count,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,mean_deadline,min_deadline,solved,total_steps,correct_steps,base_next_hop_accuracy,oracle_cost,model_cost,base_regret,deadline_violations,base_deadline_miss,oracle_priority_delivered,model_priority_delivered,priority_delivered_regret,compute_regret,compute_deadline_miss,compute_next_hop_accuracy,delta_regret,delta_deadline_miss
a1_multiheavy_mixed_compute_round9_eval_seed314,0,1,4,4,0.28688693046569824,2.649733304977417,3.714341163635254,4.265789031982422,28.08979788169255,28.08979788169255,True,9,9,1.0,28.09221094637793,28.09221094637793,0.0,1,True,0.0,0.0,0.0,44.72850700967277,True,0.7647058823529411,44.72850700967277,0
a1_multiheavy_mixed_compute_round9_eval_seed314,1,6,4,4,2.1444392800331116,3.3588624000549316,5.672569274902344,5.931585788726807,30.563563280473378,26.64298954236404,True,49,45,0.9183673469387755,175.61986251091707,177.77458162101507,2.154719110098,3,True,3.0,3.0,0.0,76.2717168756225,True,0.8524590163934426,74.1169977655245,0
a1_multiheavy_mixed_compute_round9_eval_seed314,2,6,4,3,2.729190707206726,4.490592956542969,6.174725532531738,6.373382568359375,35.18963333057092,29.650564426384516,True,48,43,0.8958333333333334,195.1001562429806,211.54701433012912,16.446858087148513,2,True,6.0,4.0,2.0,1.9882368614465236,True,0.9583333333333334,-14.45862122570199,0
a1_multiheavy_mixed_compute_round9_eval_seed314,3,1,4,4,3.5626832246780396,3.5832440853118896,5.572706699371338,6.177464008331299,25.873917739668652,25.873917739668652,True,6,6,1.0,25.01634958666058,25.01634958666058,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,4,1,4,4,1.112588346004486,4.047878265380859,5.120066165924072,5.468538761138916,30.58671422934611,30.58671422934611,True,9,9,1.0,29.95779388957438,29.95779388957438,0.0,0,False,2.0,2.0,0.0,41.45115994665815,True,0.7692307692307693,41.45115994665815,1
a1_multiheavy_mixed_compute_round9_eval_seed314,5,4,4,3,0.3836410492658615,3.310680627822876,5.0826616287231445,5.6289801597595215,25.471101803236778,23.49395522202675,True,28,26,0.9285714285714286,97.35431781724219,102.06141062154428,4.707092804302093,2,True,4.0,2.0,2.0,6.355253658490113,True,0.8928571428571429,1.6481608541880206,0
a1_multiheavy_mixed_compute_round9_eval_seed314,6,1,4,4,0.2344488948583603,3.2774691581726074,5.692126750946045,6.002596378326416,32.14211089777102,32.14211089777102,True,10,10,1.0,29.56333377592956,29.56333377592956,0.0,0,False,2.0,2.0,0.0,0.5324218813255754,False,0.8,0.5324218813255754,0
a1_multiheavy_mixed_compute_round9_eval_seed314,7,6,4,4,0.9404650032520294,3.7212185859680176,5.276250839233398,5.568665981292725,30.224672981680637,26.14004434605873,True,42,39,0.9285714285714286,169.10761989933363,175.0549959216863,5.947376022352671,3,True,11.0,5.0,6.0,12.814317367743541,True,0.9047619047619048,6.86694134539087,0
a1_multiheavy_mixed_compute_round9_eval_seed314,8,1,4,4,1.646318256855011,2.620734691619873,3.594801425933838,3.713602066040039,27.45365574435014,27.45365574435014,True,8,7,0.875,27.993001453545435,32.20064962771868,4.207648174173247,1,True,0.0,0.0,0.0,4.207648174173247,True,0.875,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,9,1,4,4,1.3041828125715256,3.5006375312805176,5.445281505584717,5.790855407714844,33.86261707133302,33.86261707133302,True,9,9,1.0,30.992997868905388,30.992997868905388,0.0,0,False,1.0,1.0,0.0,9.636689322452927,True,0.9090909090909091,9.636689322452927,1
a1_multiheavy_mixed_compute_round9_eval_seed314,10,1,4,3,1.285428911447525,3.98288631439209,5.684367656707764,6.181296348571777,24.403374677690795,24.403374677690795,True,6,6,1.0,22.866615111071376,22.866615111071376,0.0,0,False,2.0,2.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,11,3,4,4,0.6243222653865814,3.716341257095337,5.869568347930908,6.157741546630859,31.14151107441569,26.979625646342598,False,312,164,0.5256410256410257,90.15097607105221,5108.256220628112,5018.105244557059,1,True,5.0,4.0,1.0,39.79836368411665,True,0.8709677419354839,-4978.306880872943,0
a1_multiheavy_mixed_compute_round9_eval_seed314,12,1,4,4,0.15615761280059814,4.012545585632324,4.700986862182617,5.211324691772461,17.966542198367986,17.966542198367986,True,6,6,1.0,17.25916408742277,17.25916408742277,0.0,0,False,1.0,1.0,0.0,6.6311009460200125,True,0.6666666666666666,6.6311009460200125,1
a1_multiheavy_mixed_compute_round9_eval_seed314,13,4,4,4,1.075465053319931,4.741977691650391,5.827426433563232,6.120354175567627,36.453213960696246,32.43485932557171,True,37,34,0.918918918918919,138.2890854194762,156.89394583583476,18.604860416358548,1,True,8.0,6.0,2.0,24.049214850722535,True,0.8648648648648649,5.444354434363987,0
a1_multiheavy_mixed_compute_round9_eval_seed314,14,4,4,4,2.4483194947242737,4.083960056304932,5.071788311004639,5.300452709197998,34.76794009784917,31.965573968364396,True,35,34,0.9714285714285714,124.56782500008191,137.2618853876976,12.694060387615679,1,True,7.0,4.0,3.0,0.0,False,1.0,-12.694060387615679,-1
a1_multiheavy_mixed_compute_round9_eval_seed314,15,1,4,4,0.6273872703313828,4.37948751449585,5.849887371063232,6.112327575683594,40.704661661422506,40.704661661422506,True,10,10,1.0,37.39666241302682,37.39666241302682,0.0,0,False,2.0,2.0,0.0,275.7549551714343,True,0.631578947368421,275.7549551714343,1
a1_multiheavy_mixed_compute_round9_eval_seed314,16,6,4,4,4.56014296412468,4.852158546447754,6.161897659301758,6.300517559051514,33.89655857459804,27.347258431518597,True,46,42,0.9130434782608695,197.68159213086997,231.29262783521884,33.611035704348865,3,True,12.0,6.0,6.0,524.7579439980719,True,0.7211538461538461,491.1469082937231,0
a1_multiheavy_mixed_compute_round9_eval_seed314,17,2,4,4,0.0013540685176849365,3.973947286605835,6.097689151763916,6.4204487800598145,33.41014844342982,31.868313917154097,True,19,18,0.9473684210526315,63.39572966710785,64.01571644300424,0.6199867758963862,1,True,1.0,1.0,0.0,49.90344531695143,True,0.84,49.28345854105504,0
a1_multiheavy_mixed_compute_round9_eval_seed314,18,1,4,4,1.0686051845550537,2.785196304321289,5.438928604125977,5.997812271118164,20.85244438753521,20.85244438753521,True,6,6,1.0,21.2169043146676,21.2169043146676,0.0,1,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,19,5,4,4,0.8013974726200104,4.342012405395508,6.207325458526611,6.435425758361816,39.589307597607196,32.195767405968745,True,46,41,0.8913043478260869,186.3164684485489,195.8907089173014,9.574240468752492,2,True,9.0,5.0,4.0,90.15344039808605,True,0.8214285714285714,80.57919992933356,0
a1_multiheavy_mixed_compute_round9_eval_seed314,20,3,4,4,2.742270529270172,3.736900806427002,4.517476558685303,4.758223056793213,37.11919095657322,30.29102866751614,True,28,27,0.9642857142857143,104.85958182757983,118.76780965594844,13.90822782836861,1,True,4.0,4.0,0.0,168.6056888131205,True,0.8043478260869565,154.6974609847519,0
a1_multiheavy_mixed_compute_round9_eval_seed314,21,1,4,4,0.22135740518569946,4.470110893249512,5.478262424468994,6.078492164611816,34.54603077685814,34.54603077685814,True,9,9,1.0,31.17760314234588,31.17760314234588,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,22,1,4,4,1.9214923977851868,4.477079391479492,5.71763277053833,6.265410423278809,25.512387094543186,25.512387094543186,True,6,6,1.0,24.277310693884303,24.277310693884303,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,23,5,4,3,1.1874205321073532,3.8727242946624756,4.759579658508301,4.956292152404785,30.80664232689157,26.868763962207066,True,39,36,0.9230769230769231,148.14004092584923,160.7811202347212,12.641079308871952,2,True,6.0,7.0,-1.0,26.56639204390575,True,0.8717948717948718,13.925312735033799,0
a1_multiheavy_mixed_compute_round9_eval_seed314,24,1,4,4,0.3940257728099823,4.040635108947754,5.520956039428711,5.711725234985352,30.732401598899585,30.732401598899585,True,8,8,1.0,28.646056225342,28.646056225342,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,25,5,4,4,0.9036216735839844,4.114880084991455,6.01409387588501,6.290836334228516,31.451543510631446,24.523671283143788,True,40,39,0.975,149.21191854154364,149.93553586302392,0.7236173214802761,2,True,7.0,5.0,2.0,4.925549902765283,True,0.9,4.201932581285007,0
a1_multiheavy_mixed_compute_round9_eval_seed314,26,1,4,4,1.5187333822250366,3.0020875930786133,5.492028713226318,5.970801830291748,35.667365906483546,35.667365906483546,True,9,7,0.7777777777777778,35.55174004882742,38.82803110648839,3.27629105766097,1,True,3.0,0.0,3.0,0.0,False,1.0,-3.27629105766097,-1
a1_multiheavy_mixed_compute_round9_eval_seed314,27,1,4,3,2.5444997549057007,4.482309818267822,6.248291015625,6.457864761352539,25.040376919424308,25.040376919424308,True,7,7,1.0,24.912866163767674,24.912866163767674,0.0,0,False,2.0,2.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,28,4,4,4,0.55596624314785,3.909156084060669,5.094999313354492,5.660762310028076,31.14430504209585,27.870587784399895,True,32,32,1.0,125.23941851687711,125.23941851687711,0.0,3,True,1.0,1.0,0.0,24.24486514168818,True,0.8823529411764706,24.24486514168818,0
a1_multiheavy_mixed_compute_round9_eval_seed314,29,2,4,4,1.7661570310592651,4.622062683105469,5.5716328620910645,5.80187463760376,23.595254903471805,22.000703460360967,True,14,13,0.9285714285714286,43.170204814056135,47.50490804219032,4.334703228134188,1,True,2.0,1.0,1.0,4.334703228134188,True,0.9285714285714286,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,30,1,4,3,3.9068278074264526,2.7630410194396973,3.9445502758026123,4.15239953994751,26.092044303510267,26.092044303510267,True,8,8,1.0,25.92432030606649,25.92432030606649,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,31,2,4,4,2.7696332931518555,4.218015193939209,5.290563106536865,5.63371467590332,23.72155767685883,22.93535620933407,True,14,14,1.0,45.423430581061965,45.423430581061965,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,32,6,4,4,0.27774283289909363,3.608978271484375,4.156291484832764,4.4922332763671875,31.33244681072026,26.694967126061446,True,49,44,0.8979591836734694,175.70155850859817,181.77822056186537,6.076662053267199,1,True,6.0,6.0,0.0,274.4659677375042,True,0.7349397590361446,268.389305684237,0
a1_multiheavy_mixed_compute_round9_eval_seed314,33,1,4,3,0.23222506046295166,3.217804193496704,5.8472900390625,6.124602794647217,27.54361957768869,27.54361957768869,True,8,8,1.0,25.45943338584956,25.45943338584956,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,34,5,4,4,1.4368202686309814,3.7376811504364014,5.0176286697387695,5.966724395751953,31.349149686147097,25.748047143298646,True,41,40,0.975609756097561,148.76541298235844,150.91029251200916,2.144879529650723,0,False,9.0,9.0,0.0,16.710159994821367,True,0.9069767441860465,14.565280465170645,1
a1_multiheavy_mixed_compute_round9_eval_seed314,35,3,4,4,1.211073413491249,3.411083936691284,4.867313861846924,5.32632303237915,33.01386747724511,31.159601399544012,True,28,26,0.9285714285714286,100.40829356025243,105.32349904128655,4.915205481034121,3,True,0.0,0.0,0.0,4.915205481034121,True,0.9285714285714286,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,36,1,4,3,0.8591318130493164,3.594785213470459,5.689471244812012,5.867945671081543,23.606124276755395,23.606124276755395,True,7,7,1.0,22.312322292307826,22.312322292307826,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,37,4,4,3,1.1343306005001068,3.469600200653076,4.162599563598633,4.34243631362915,27.779539883371086,25.45703734545605,True,28,25,0.8928571428571429,106.65440170990327,114.17111827222213,7.516716562318862,2,True,7.0,3.0,4.0,0.0,False,1.0,-7.516716562318862,-1
a1_multiheavy_mixed_compute_round9_eval_seed314,38,2,4,4,0.1330724060535431,3.060739278793335,5.070976257324219,5.28109884262085,26.48141187829647,21.546299919174345,True,16,15,0.9375,49.26400065924784,55.599000861323056,6.335000202075214,1,True,4.0,1.0,3.0,6.850224056932063,True,0.875,0.5152238548568491,0
a1_multiheavy_mixed_compute_round9_eval_seed314,39,1,4,3,1.0382038950920105,3.785346031188965,5.4476447105407715,5.919408321380615,25.90073750446096,25.90073750446096,True,7,7,1.0,24.979173623088908,24.979173623088908,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed314,40,6,4,4,0.023406177759170532,4.133617401123047,5.064406394958496,5.514710903167725,30.9943632147605,26.0681305135725,True,46,43,0.9347826086956522,184.14443470039947,186.6688178948682,2.524383194468726,2,True,8.0,9.0,-1.0,48.76597802596186,True,0.84,46.24159483149313,0
