seed,variant,experiment,test_next_hop_accuracy,average_regret,p95_regret,deadline_miss_rate,gpu_hours
312,Multiheavy,e3_memory_hubs_rsm_round4_multiheavy_seed312,0.9473039367619682,1.9167025089263916,5.445607662200928,0.4375,0.06524410651789771
312,Multiheavy+VerifierPathReranker,a3_e3_multiheavy_path_reranker_verifier_round4_seed312,0.9546568779384389,1.9167025089263916,5.445607662200928,0.4375,0.06004132946332296
mean,Multiheavy,Multiheavy-mean,0.9473039367619682,1.9167025089263916,5.445607662200928,0.4375,0.06524410651789771
mean,Multiheavy+VerifierPathReranker,Multiheavy+VerifierPathReranker-mean,0.9546568779384389,1.9167025089263916,5.445607662200928,0.4375,0.06004132946332296
