experiment,stage,bucket,notes,device,num_communities,tree_depth_min,tree_depth_max,branching_factor,packets_max,queue_low,queue_high,queue_penalty,capacity_penalty,urgency_penalty,decision_loss,test_next_hop_accuracy,value_mae,value_rmse,rollout_solved_rate,rollout_next_hop_accuracy,average_regret,p95_regret,worst_regret,deadline_violations,deadline_miss_rate,p95_deadline_violations,priority_delivered_regret
a3_e3_multiheavy_path_reranker_gated_ood_branching3_round4_seed312_eval,candidate,explore,round4 OOD branching evaluation for the bounded and traffic-gated multiheavy plus path-reranker candidate on seed312,cuda:1,4,3,3,3,4,0.0,4.0,0.35,2.5,1.2,1.2115105881410486,0.9583333485266742,1.7892180540982414,2.289138253997354,1.0,0.9453125,1.9843777418136597,7.951625823974609,8.739947319030762,0.8125,0.5625,2.0,0.625
a3_e3_multiheavy_path_reranker_gated_ood_deeper_packets6_round4_seed312_eval,candidate,explore,round4 OOD deeper-tree and packets6 evaluation for the bounded and traffic-gated multiheavy plus path-reranker candidate on seed312,cuda:1,4,3,4,2,6,0.0,4.0,0.35,2.5,1.2,2.7155788522958755,0.9683333539962768,2.6445338916778565,3.4523464584350587,0.9375,0.6901408450704225,1199.2330322265625,4797.2001953125,19147.935546875,1.1875,0.75,3.5,1.0625
a3_e3_multiheavy_path_reranker_gated_ood_heavy_dynamic_round4_seed312_eval,candidate,explore,round4 OOD heavy dynamic evaluation for the bounded and traffic-gated multiheavy plus path-reranker candidate on seed312,cuda:1,4,3,3,2,4,2.5,5.5,2.5,3.0,1.5,465.2934003557478,0.9547619266169411,42.286729540143696,48.03799165998186,1.0,0.9212962962962963,2.4201431274414062,11.271291732788086,11.657902717590332,0.4375,0.3125,2.0,0.375
