family,variant,split,budget_pct,slice,decisions,selected_count,coverage,stable_positive_total,stable_positive_selected,stable_positive_recall,defer_precision,false_positive_rate,harmful_selection_rate,false_positive_correction_rate,correction_rate,new_error_rate,base_target_match,system_target_match,mean_delta_regret,p95_delta_regret,selected_mean_delta_regret,selected_p95_delta_regret,mean_delta_miss,selected_mean_delta_miss,selected_disagreement,score_mean,score_p95,label
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,0.75,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,0.75,hard_near_tie,832,8,0.009615384615384616,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.454943622228365,-2.9469807500000016,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,0.75,stable_near_tie,810,8,0.009876543209876543,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.478704084930864,-2.919685735000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,0.75,high_headroom_near_tie,35,8,0.22857142857142856,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062107471257143,1.2127520899999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,0.75,baseline_error_near_tie,71,8,0.11267605633802817,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5974449351267603,0.8398595,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,0.75,large_gap_control,951,1,0.0010515247108307045,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.460734243922187,-1.7878967000000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,overall,4344,13,0.002992633517495396,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.34373335454512,-1.7787898300000005,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,stable_positive_v2,1,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6077645,-0.6077645,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,hard_near_tie,832,8,0.009615384615384616,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.454943622228365,-2.9469807500000016,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,stable_near_tie,810,8,0.009876543209876543,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.478704084930864,-2.919685735000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,high_headroom_near_tie,35,8,0.22857142857142856,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062107471257143,1.2127520899999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,baseline_error_near_tie,71,8,0.11267605633802817,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5974449351267603,0.8398595,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,large_gap_control,951,1,0.0010515247108307045,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.460734243922187,-1.7878967000000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,overall,4344,13,0.002992633517495396,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.34373335454512,-1.7787898300000005,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,stable_positive_v2,1,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6077645,-0.6077645,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,hard_near_tie,832,8,0.009615384615384616,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.454943622228365,-2.9469807500000016,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,stable_near_tie,810,8,0.009876543209876543,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.478704084930864,-2.919685735000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,high_headroom_near_tie,35,8,0.22857142857142856,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062107471257143,1.2127520899999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,baseline_error_near_tie,71,8,0.11267605633802817,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5974449351267603,0.8398595,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,large_gap_control,951,1,0.0010515247108307045,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.460734243922187,-1.7878967000000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,overall,4344,13,0.002992633517495396,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.34373335454512,-1.7787898300000005,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,stable_positive_v2,1,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6077645,-0.6077645,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,hard_near_tie,832,8,0.009615384615384616,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.454943622228365,-2.9469807500000016,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,stable_near_tie,810,8,0.009876543209876543,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.478704084930864,-2.919685735000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,high_headroom_near_tie,35,8,0.22857142857142856,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062107471257143,1.2127520899999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,baseline_error_near_tie,71,8,0.11267605633802817,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5974449351267603,0.8398595,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,large_gap_control,951,1,0.0010515247108307045,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.460734243922187,-1.7878967000000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,overall,4344,13,0.002992633517495396,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.34373335454512,-1.7787898300000005,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,stable_positive_v2,1,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6077645,-0.6077645,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,hard_near_tie,832,8,0.009615384615384616,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.454943622228365,-2.9469807500000016,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,stable_near_tie,810,8,0.009876543209876543,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.478704084930864,-2.919685735000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,high_headroom_near_tie,35,8,0.22857142857142856,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062107471257143,1.2127520899999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,baseline_error_near_tie,71,8,0.11267605633802817,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5974449351267603,0.8398595,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,large_gap_control,951,1,0.0010515247108307045,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.460734243922187,-1.7878967000000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,overall,4344,13,0.002992633517495396,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9677716390423573,0.9677716390423573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.34373335454512,-1.7787898300000005,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,stable_positive_v2,1,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6077645,-0.6077645,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,hard_near_tie,832,8,0.009615384615384616,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9158653846153846,0.9158653846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.454943622228365,-2.9469807500000016,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,stable_near_tie,810,8,0.009876543209876543,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9246913580246914,0.9246913580246914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.478704084930864,-2.919685735000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,high_headroom_near_tie,35,8,0.22857142857142856,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062107471257143,1.2127520899999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,baseline_error_near_tie,71,8,0.11267605633802817,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5974449351267603,0.8398595,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,large_gap_control,951,1,0.0010515247108307045,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.460734243922187,-1.7878967000000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,overall,4339,5,0.00115233924867481,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9624337404932012,0.9624337404932012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2285564591759788,1.0379593399999987,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,stable_positive_v2,3,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1900331333333334,-2.24025776,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,stable_positive_v2_committee,2,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.70277385,-2.999728455,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,hard_near_tie,657,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8919330289193302,0.8919330289193302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7198484187366825,-2.655272180000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,stable_near_tie,626,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9073482428115016,0.9073482428115016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.697948370623003,-2.5616677,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,high_headroom_near_tie,35,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.591952657142857,-1.6818158100000005,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,baseline_error_near_tie,73,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4821829287671235,-1.8610566800000008,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,large_gap_control,970,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979381443298969,0.9979381443298969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.077334432228941,0.9816881099999994,memory_agree_blend_hybrid
