slice,decisions,episodes,baseline_error_rate,mean_regret_headroom,p95_regret_headroom,deadline_rescue_rate,effective_tie_rate
hard_feasible,1201,89,0.03164029975020816,1.3874346582513106,3.4325970649719237,0.0,0.017485428809325562
oracle_near_tie,595,89,0.06386554621848739,1.3874346582513106,3.4325970649719237,0.0,0.03529411764705882
model_near_tie,466,89,0.0815450643776824,1.3874346582513106,3.4325970649719237,0.0,0.045064377682403435
hard_near_tie_intersection,344,89,0.11046511627906977,1.3874346582513106,3.4325970649719237,0.0,0.061046511627906974
baseline_error_intersection,38,23,1.0,1.3874346582513106,3.4325970649719237,0.0,0.21052631578947367
large_gap_control,559,29,0.0,0.0,0.0,0.0,0.0
