experiment,stage,bucket,notes,device,num_communities,tree_depth_min,tree_depth_max,branching_factor,packets_max,queue_low,queue_high,queue_penalty,capacity_penalty,urgency_penalty,decision_loss,test_next_hop_accuracy,value_mae,value_rmse,rollout_solved_rate,rollout_next_hop_accuracy,average_regret,p95_regret,worst_regret,deadline_violations,deadline_miss_rate,p95_deadline_violations,priority_delivered_regret
a1_multiheavy_ood_branching3_round7_eval,eval,exploit,round7 OOD branching3 evaluation manifest for multiheavy and constructor scouts,cuda:0,4,3,3,3,4,0.0,4.0,0.35,2.5,1.2,1.3904992500940958,0.953125,1.9392226854960124,2.4682254155476886,1.0,0.91875,5.177088260650635,15.133526802062988,17.401609420776367,1.125,0.75,3.0,0.9375
a1_multiheavy_ood_deeper_packets6_round7_eval,eval,exploit,round7 OOD deeper packets6 evaluation manifest for multiheavy and constructor scouts,cuda:0,4,4,4,2,6,0.0,4.0,0.35,2.5,1.2,4.933539941906929,0.9765625,3.468168690800667,4.705237070719401,1.0,0.9482758620689655,4.30322790145874,13.394987106323242,22.342151641845703,1.6875,0.75,3.5,1.5
a1_multiheavy_ood_heavy_dynamic_round7_eval,eval,exploit,round7 OOD heavy dynamic evaluation manifest for multiheavy and constructor scouts,cuda:0,4,2,3,2,6,2.5,5.5,0.35,2.5,1.2,3.3994619846343994,0.9671052631578947,3.066874955829821,3.9831308942092094,1.0,0.9424460431654677,3.6367220878601074,11.7020845413208,12.305453300476074,2.0625,0.75,4.25,1.125
e3_memory_hubs_rsm_round7_multiheavy_seed312,scout,exploit,"round7 fresh multiheavy guardrail baseline on corrected feasible suites, seed 312",cuda:0,4,2,3,2,4,0.0,4.0,0.35,2.5,1.2,1.323196174467311,0.9546568779384389,1.832699972040513,2.4062748937045826,1.0,0.9453125,1.9167025089263916,5.445607662200928,6.129857063293457,0.6875,0.4375,3.0,0.5625
