suite,packet_count,mean_packet_count,mean_tree_depth,oracle_deadline_miss_rate,on_time_feasible_fraction,oracle_initial_slack_p50,oracle_initial_slack_p95,oracle_cost_p50,oracle_cost_p95,fully_feasible_episode_fraction,any_feasible_episode_fraction,oracle_episode_miss_rate,config_path,split,manifest_hash
a0_e3_ood_branching3_round4_eval,271,4.6900369003690034,2.92619926199262,0.23616236162361623,0.9446494464944649,1.5443034098818913,3.8539432452677396,28.615668831555872,35.59123794649672,0.8125,1.0,0.71875,configs/experiments/a0_e3_ood_branching3_round4_eval.yaml,test,7a04360cf4a1fc3b1e6025b7f324fa8c4c422787c1363857ab88cd963812dff8
a0_e3_ood_deeper_packets6_round4_eval,251,4.45816733067729,3.9641434262948207,0.24701195219123506,0.9322709163346613,2.0853446175222636,5.373448333603378,33.38098927326145,42.852337755392654,0.796875,1.0,0.71875,configs/experiments/a0_e3_ood_deeper_packets6_round4_eval.yaml,test,6137b4f2df378f2712d361d9f15b28e1093559d9cb2328938128b8931796de4f
a0_e3_ood_heavy_dynamic_round4_eval,332,5.963855421686747,3.9427710843373496,0.34036144578313254,0.9006024096385542,2.1248150390938214,5.59353711130732,45.839988430420156,57.72995948730572,0.578125,1.0,0.890625,configs/experiments/a0_e3_ood_heavy_dynamic_round4_eval.yaml,test,f3e613939e676beb3211f4c6b176ecb8c5a50b62bc61fc18de725f42a4987c8c
e3_memory_hubs_rsm_round4_seed311,83,2.4216867469879517,2.9397590361445785,0.1566265060240964,0.9759036144578314,1.437737435636226,5.2596566493717285,22.5977334110436,27.014812568681435,0.9583333333333334,1.0,0.22916666666666666,configs/experiments/e3_memory_hubs_rsm_round4_seed311.yaml,test,4e3ce7636e1c0900cf975a4e3c6e845f07c4e38eb63b1eb90affe983be0f63bc
