suite,source_family,decisions,helpful_share,harmful_share,mean_delta_regret,action_change_share
a1_multiheavy_mixed_compute_round9_eval_seed314,hard_near_tie,226,0.061946902654867256,0.04424778761061947,0.08206944761023058,0.10619469026548672
a1_multiheavy_mixed_compute_round9_eval_seed314,stable_near_tie,216,0.06018518518518518,0.046296296296296294,0.08715565116317184,0.10648148148148148
a1_multiheavy_mixed_compute_round9_eval_seed314,high_headroom_near_tie,22,0.45454545454545453,0.0,-1.5893303697759456,0.45454545454545453
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,hard_near_tie,365,0.0821917808219178,0.10136986301369863,0.5358424121386385,0.18356164383561643
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,stable_near_tie,345,0.08115942028985507,0.10144927536231885,0.5673442260078762,0.1826086956521739
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,high_headroom_near_tie,27,0.7407407407407407,0.0,-2.4094758563571506,0.7407407407407407
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed314,hard_near_tie,93,0.010752688172043012,0.010752688172043012,-0.005950189405871976,0.021505376344086023
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed314,stable_near_tie,91,0.01098901098901099,0.01098901098901099,-0.006080962799407624,0.02197802197802198
a1_multiheavy_ood_heavy_dynamic_round9_eval_seed314,high_headroom_near_tie,4,0.25,0.0,-0.5184192657470703,0.25
