experiment,stage,bucket,notes,device,deployment_variant,deployment_rule,deployment_reasons,selected_model_experiment,selected_checkpoint,num_communities,tree_depth_min,tree_depth_max,branching_factor,packets_max,queue_low,queue_high,queue_penalty,capacity_penalty,urgency_penalty,decision_loss,test_next_hop_accuracy,value_mae,value_rmse,rollout_solved_rate,rollout_next_hop_accuracy,average_regret,p95_regret,worst_regret,deadline_violations,deadline_miss_rate,p95_deadline_violations,priority_delivered_regret
a0_e3_ood_branching3_round4_eval,scout,exploit,round4 oracle-feasible OOD stress for E3 on higher branching and queue load,cuda:0,Multiheavy+VerifierPathReranker,round4_verifier_risk_switch,branching>=3|packets>=6,a3_e3_multiheavy_path_reranker_verifier_round4_seed313,artifacts/experiments/a3_e3_multiheavy_path_reranker_verifier_round4_seed313/checkpoints/best.pt,4,2,3,3,6,1.5,7.0,0.35,2.5,1.2,3.5571396441399297,0.9609704824942576,3.2556527551216417,3.9063479553295086,1.0,0.9135559921414538,6.8422465324401855,15.544229507446289,20.582395553588867,2.5,1.0,4.0,1.9375
a0_e3_ood_deeper_packets6_round4_eval,scout,exploit,round4 oracle-feasible OOD stress for E3 on deeper trees and more packets,cuda:0,Multiheavy+VerifierPathReranker,round4_verifier_risk_switch,packets>=6|depth>=4,a3_e3_multiheavy_path_reranker_verifier_round4_seed313,artifacts/experiments/a3_e3_multiheavy_path_reranker_verifier_round4_seed313/checkpoints/best.pt,4,3,4,2,6,1.0,6.0,0.35,2.5,1.2,9.00506466627121,0.9618055555555556,5.246872809198168,6.399711701605055,1.0,0.9501845018450185,6.839240550994873,24.036178588867188,34.235008239746094,1.5625,0.875,3.0,1.0
a0_e3_ood_heavy_dynamic_round4_eval,scout,exploit,round4 oracle-feasible OOD stress for E3 on deeper queues and stronger congestion penalties,cuda:0,Multiheavy+VerifierPathReranker,round4_verifier_risk_switch,packets>=6|depth>=4|queue_low>=2.5|capacity_penalty>=3.0|urgency_penalty>=1.4,a3_e3_multiheavy_path_reranker_verifier_round4_seed313,artifacts/experiments/a3_e3_multiheavy_path_reranker_verifier_round4_seed313/checkpoints/best.pt,4,3,4,2,8,2.5,8.0,0.45,3.0,1.4,40.06565995025635,0.9683333530426025,11.897372241973876,13.830978538513184,1.0,0.926530612244898,10.692790031433105,35.328834533691406,38.381290435791016,3.0,1.0,6.0,1.875
e3_memory_hubs_rsm_round4_multiheavy_seed313,candidate,exploit,round4 exploit follow-up with heavier multi-packet curriculum pressure on rebalanced feasible deadline suites,cuda:0,Multiheavy,round4_verifier_risk_switch,default_low_risk,e3_memory_hubs_rsm_round4_multiheavy_seed313,artifacts/experiments/e3_memory_hubs_rsm_round4_multiheavy_seed313/checkpoints/best.pt,4,2,3,2,4,0.0,4.0,0.35,2.5,1.2,1.196727994332711,0.9750000198682149,1.776864469051361,2.27174058953921,1.0,0.9685863874345549,0.5548397302627563,2.903914213180542,5.579524517059326,0.5625,0.375,2.25,0.375
