suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,model_margin,predicted_score,target_score,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,row_in_suite,perturb_flip_rate,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,effective_tie_under_perturbation,stable_near_tie_case,high_headroom_near_tie_case,decodable_near_tie_case,weakly_decodable_near_tie_case
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,37,1434,6,1.0,34.8758829699568,5,11.966692924499512,0.34312229269744954,1.0,True,9,1,1,22.909191131591797,26.95008659362793,4.040895462036133,0.17638752231909813,3.836536169052124,3.817694902420044,0.018841266632080078,3.836536169052124,3.836536169052124,22.909191131591797,11.966692924499512,True,0.0,False,True,1434,0.0,4,1.9366505146026611,3.3700613975524902,4.530599594116211,4.749969005584717,True,3.399151450851207,True,loose,5+,0.6042113955408753,mid_load,4,2,True,False,True,True,True,False,medium_gap,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,37,1440,6,1.0,36.14985389393144,1,2.5506792068481445,0.07055849283187098,1.0,True,11,43,43,33.59917449951172,33.59917449951172,0.0,0.0,-12.289445877075195,-12.289445877075195,0.0,-12.289445877075195,-12.289445877075195,33.59917449951172,2.5506792068481445,True,0.0,False,True,1440,0.0,4,1.9366505146026611,3.3700613975524902,4.530599594116211,4.749969005584717,True,3.399151450851207,True,tight,5+,0.6042113955408753,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,37,1441,6,1.0,36.14985389393144,3,4.931705474853516,0.1364239393421563,0.3333333333333333,True,12,38,38,31.21814727783203,31.21814727783203,0.0,0.0,-10.794031143188477,-19.166439056396484,8.372407913208008,-10.794031143188477,-10.794031143188477,31.21814727783203,4.931705474853516,True,0.0,False,True,1441,0.0,4,1.9366505146026611,3.3700613975524902,4.530599594116211,4.749969005584717,True,3.399151450851207,True,moderate,5+,0.6042113955408753,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,37,1444,6,1.0,36.14985389393144,5,14.844990730285645,0.41065147244696626,1.0,True,9,1,0,21.30486297607422,23.3344783782959,2.0296154022216797,0.09526535817202757,2.691763401031494,2.2122557163238525,0.4795076847076416,2.691763401031494,2.2122557163238525,23.3344783782959,12.815376281738281,True,2.0296154022216797,True,False,1444,0.0,4,1.9366505146026611,3.3700613975524902,4.530599594116211,4.749969005584717,True,3.399151450851207,True,loose,5+,0.6042113955408753,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,37,1445,6,1.0,36.14985389393144,5,19.842815399169922,0.5489044425294615,1.0,True,8,2,2,16.307037353515625,18.194393157958984,1.8873558044433594,0.11573873067976173,3.956341028213501,0.9314302206039429,3.024910807609558,3.956341028213501,3.956341028213501,16.307037353515625,19.842815399169922,True,0.0,False,True,1445,0.0,4,1.9366505146026611,3.3700613975524902,4.530599594116211,4.749969005584717,True,3.399151450851207,True,loose,5+,0.6042113955408753,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,37,1450,6,1.0,36.29115383383469,1,2.326460123062134,0.06410543279263682,1.0,True,11,12,12,33.96469497680664,33.96469497680664,0.0,0.0,-7.180205821990967,-7.180205821990967,0.0,-7.180205821990967,-7.180205821990967,33.96469497680664,2.326460123062134,True,0.0,False,True,1450,0.0,4,1.9366505146026611,3.3700613975524902,4.530599594116211,4.749969005584717,True,3.399151450851207,True,tight,5+,0.6042113955408753,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,37,1451,6,1.0,36.29115383383469,3,5.059377193450928,0.1394107560375776,0.3333333333333333,True,12,7,7,31.23177719116211,31.23177719116211,0.0,0.0,-12.112555503845215,-19.523378372192383,7.410822868347168,-12.112555503845215,-12.112555503845215,31.23177719116211,5.059377193450928,True,0.0,False,True,1451,0.0,4,1.9366505146026611,3.3700613975524902,4.530599594116211,4.749969005584717,True,3.399151450851207,True,moderate,5+,0.6042113955408753,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,37,1454,6,1.0,36.29115383383469,5,15.778306007385254,0.4347700290717939,1.0,True,9,0,0,20.512847900390625,23.697778701782227,3.1849308013916016,0.15526516926647474,2.413344144821167,2.1146671772003174,0.2986769676208496,2.413344144821167,2.413344144821167,20.512847900390625,15.778306007385254,True,0.0,False,True,1454,0.0,4,1.9366505146026611,3.3700613975524902,4.530599594116211,4.749969005584717,True,3.399151450851207,True,loose,5+,0.6042113955408753,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1460,5,3.0,33.82844934723518,1,2.8932018280029297,0.08552570052222606,1.0,True,11,79,79,30.93524742126465,30.93524742126465,0.0,0.0,-10.782882690429688,-10.782882690429688,0.0,-10.782882690429688,-10.782882690429688,30.93524742126465,2.8932018280029297,True,0.0,False,True,1460,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,tight,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1461,5,3.0,33.82844934723518,3,5.722981929779053,0.16917659662832862,0.3333333333333333,True,12,72,72,28.105466842651367,28.105466842651367,0.0,0.0,-12.585553169250488,-18.662067413330078,6.07651424407959,-12.585553169250488,-12.585553169250488,28.105466842651367,5.722981929779053,True,0.0,False,True,1461,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,moderate,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1464,5,3.0,33.82844934723518,5,14.959941864013672,0.4422296071113398,1.0,True,9,0,1,18.868507385253906,20.240997314453125,1.3724899291992188,0.0727397192144539,3.8165853023529053,3.7138428688049316,0.10274243354797363,3.8165853023529053,3.7138428688049316,20.240997314453125,13.587451934814453,True,1.3724899291992188,True,False,1464,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,True,near_tie,True,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1465,5,3.0,33.82844934723518,5,19.371694564819336,0.5726450646902796,1.0,True,8,98,98,14.456755638122559,18.463685989379883,4.006930351257324,0.2771666376300242,6.155974864959717,0.48591047525405884,5.670064389705658,6.155974864959717,6.155974864959717,14.456755638122559,19.371694564819336,True,0.0,False,True,1465,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1470,5,3.0,37.540064456187366,1,3.825111150741577,0.10189410183900525,1.0,True,11,108,108,33.7149543762207,33.7149543762207,0.0,0.0,-10.409971237182617,-10.409971237182617,0.0,-10.409971237182617,-10.409971237182617,33.7149543762207,3.825111150741577,True,0.0,False,True,1470,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,moderate,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1471,5,3.0,37.540064456187366,3,7.353014945983887,0.19587113268187156,0.3333333333333333,True,12,103,103,30.187049865722656,30.187049865722656,0.0,0.0,-11.610006332397461,-18.737520217895508,7.127513885498047,-11.610006332397461,-11.610006332397461,30.187049865722656,7.353014945983887,True,0.0,False,True,1471,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,moderate,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1474,5,3.0,37.540064456187366,5,19.693098068237305,0.524588818733141,1.0,True,9,1,1,17.846965789794922,20.349987030029297,2.503021240234375,0.1402491196383437,2.720414400100708,2.2530553340911865,0.4673590660095215,2.720414400100708,2.720414400100708,17.846965789794922,19.693098068237305,True,0.0,False,True,1474,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1476,5,3.0,37.540064456187366,5,28.68092155456543,0.7640083193793832,1.0,True,7,37,37,8.859143257141113,11.974555969238281,3.115412712097168,0.35166072177305846,7.406442642211914,1.3600667715072632,6.046375870704651,7.406442642211914,7.406442642211914,8.859143257141113,28.68092155456543,True,0.0,False,True,1476,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1477,5,3.0,37.540064456187366,3,30.964208602905273,0.8248309919404452,1.0,True,6,40,40,6.575855731964111,10.705334663391113,4.129478931427002,0.6279759015019613,8.718052864074707,0.8920626640319824,7.825990200042725,8.718052864074707,8.718052864074707,6.575855731964111,30.964208602905273,True,0.0,False,True,1477,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,medium_gap,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1480,5,2.0,33.51410618287395,1,3.157618999481201,0.09421761040712989,1.0,True,11,75,75,30.356487274169922,30.356487274169922,0.0,0.0,-11.263412475585938,-11.263412475585938,0.0,-11.263412475585938,-11.263412475585938,30.356487274169922,3.157618999481201,True,0.0,False,True,1480,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,tight,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1481,5,2.0,33.51410618287395,3,6.747227191925049,0.20132499297782108,0.3333333333333333,True,12,70,70,26.766878128051758,26.766878128051758,0.0,0.0,-11.73147964477539,-18.7174072265625,6.985927581787109,-11.73147964477539,-11.73147964477539,26.766878128051758,6.747227191925049,True,0.0,False,True,1481,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1484,5,2.0,33.51410618287395,5,17.694665908813477,0.5279766618945556,1.0,True,9,1,1,15.819440841674805,17.882802963256836,2.0633621215820312,0.13043205143801928,2.2018215656280518,2.0207912921905518,0.1810302734375,2.2018215656280518,2.2018215656280518,15.819440841674805,17.694665908813477,True,0.0,False,True,1484,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1486,5,2.0,33.51410618287395,5,25.8616943359375,0.7716659425383419,1.0,True,7,5,5,7.652411937713623,10.201891899108887,2.5494799613952637,0.3331603136562188,7.556807041168213,0.49423694610595703,7.062570095062256,7.556807041168213,7.556807041168213,7.652411937713623,25.8616943359375,True,0.0,False,True,1486,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1490,5,1.0,28.06787286919034,1,1.849246859550476,0.06588482384001265,1.0,True,11,13,13,26.218626022338867,26.218626022338867,0.0,0.0,-8.672213554382324,-8.672213554382324,0.0,-8.672213554382324,-8.672213554382324,26.218626022338867,1.849246859550476,True,0.0,False,True,1490,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,tight,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1491,5,1.0,28.06787286919034,3,3.843087911605835,0.1369212383680251,0.3333333333333333,True,12,7,7,24.22478485107422,24.22478485107422,0.0,0.0,-11.509468078613281,-18.288095474243164,6.778627395629883,-11.509468078613281,-11.509468078613281,24.22478485107422,3.843087911605835,True,0.0,False,True,1491,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,moderate,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1494,5,1.0,28.06787286919034,5,9.846819877624512,0.3508217357088435,1.0,True,9,1,1,18.221052169799805,20.9656925201416,2.744640350341797,0.15063017902395656,3.115767478942871,2.951129198074341,0.16463828086853027,3.115767478942871,3.115767478942871,18.221052169799805,9.846819877624512,True,0.0,False,True,1494,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1496,5,1.0,28.06787286919034,5,19.175018310546875,0.6831660667664984,1.0,True,7,37,37,8.892854690551758,12.068053245544434,3.175198554992676,0.3570505383795572,7.10702657699585,1.4469321966171265,5.660094380378723,7.10702657699585,7.10702657699585,8.892854690551758,19.175018310546875,True,0.0,False,True,1496,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1498,5,1.0,28.06787286919034,3,23.86433982849121,0.8502368504984473,1.0,True,5,49,49,4.203533172607422,7.980020523071289,3.776487350463867,0.8984078857932121,9.287452697753906,5.039638996124268,4.247813701629639,9.287452697753906,9.287452697753906,4.203533172607422,23.86433982849121,True,0.0,False,True,1498,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1499,5,1.0,28.06787286919034,3,25.798202514648438,0.9191363604531185,1.0,True,4,65,65,2.269669532775879,5.814270496368408,3.5446009635925293,1.561725578286002,14.337993621826172,7.762173652648926,6.575819969177246,14.337993621826172,14.337993621826172,2.269669532775879,25.798202514648438,True,0.0,False,True,1499,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1500,5,1.0,37.936970497940294,1,1.5838476419448853,0.0417494497097726,1.0,True,11,44,44,36.35312271118164,36.35312271118164,0.0,0.0,-12.608479499816895,-12.608479499816895,0.0,-12.608479499816895,-12.608479499816895,36.35312271118164,1.5838476419448853,True,0.0,False,True,1500,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,very_tight,5+,0.28183319570602805,low_load,4,3,True,False,True,True,True,False,near_tie,False,d4_low_load,True,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1501,5,1.0,37.936970497940294,3,4.19036865234375,0.11045606956336318,0.3333333333333333,True,12,39,39,33.74660110473633,33.74660110473633,0.0,0.0,-12.988265991210938,-19.28433609008789,6.296070098876953,-12.988265991210938,-12.988265991210938,33.74660110473633,4.19036865234375,True,0.0,False,True,1501,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,moderate,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1504,5,1.0,37.936970497940294,5,11.522334098815918,0.30372309511223355,1.0,True,9,1,1,26.414636611938477,27.282928466796875,0.8682918548583984,0.03287161839909474,4.046180248260498,3.857884168624878,0.18829607963562012,4.046180248260498,4.046180248260498,26.414636611938477,11.522334098815918,True,0.0,False,True,1504,0.046875,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,True,True,False,near_tie,False,d4_low_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,38,1505,5,1.0,37.936970497940294,5,17.553281784057617,0.4626959283691521,1.0,True,8,66,66,20.38368797302246,23.417312622070312,3.0336246490478516,0.14882609334791688,5.058502674102783,0.7757061123847961,4.282796561717987,5.058502674102783,5.058502674102783,20.38368797302246,17.553281784057617,True,0.0,False,True,1505,0.0,4,0.9334070682525635,2.3625619411468506,4.234686851501465,4.437001705169678,True,4.191654752471067,True,loose,5+,0.28183319570602805,low_load,4,2,True,False,True,False,False,False,near_tie,False,d4_low_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1510,6,3.0,33.1123283806615,1,4.671045780181885,0.14106666636315138,1.0,True,11,112,112,28.441282272338867,28.441282272338867,0.0,0.0,-10.565559387207031,-10.565559387207031,0.0,-10.565559387207031,-10.565559387207031,28.441282272338867,4.671045780181885,True,0.0,False,True,1510,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,moderate,5+,0.4370767960363336,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1511,6,3.0,33.1123283806615,3,6.701013565063477,0.20237216447083348,0.3333333333333333,True,12,105,105,26.411314010620117,26.411314010620117,0.0,0.0,-11.562620162963867,-19.29055404663086,7.727933883666992,-11.562620162963867,-11.562620162963867,26.411314010620117,6.701013565063477,True,0.0,False,True,1511,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,loose,5+,0.4370767960363336,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1514,6,3.0,33.1123283806615,5,13.469256401062012,0.40677466852280986,1.0,True,9,0,1,19.6430721282959,19.77975082397461,0.13667869567871094,0.006958111989103013,2.165672540664673,1.6728914976119995,0.49278104305267334,2.165672540664673,1.6728914976119995,19.77975082397461,13.3325777053833,True,0.13667869567871094,True,False,1514,0.34375,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,loose,5+,0.4370767960363336,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,True,False,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1515,6,3.0,33.1123283806615,5,19.55623435974121,0.5906028152089293,1.0,True,8,66,66,13.5560941696167,17.773235321044922,4.217141151428223,0.3110882160202243,5.065401077270508,1.0072113275527954,4.058189749717712,5.065401077270508,5.065401077270508,13.5560941696167,19.55623435974121,True,0.0,False,True,1515,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,loose,5+,0.4370767960363336,mid_load,4,2,True,False,True,False,False,False,medium_gap,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1520,6,3.0,38.12374594329779,1,7.159109592437744,0.1877861006388415,1.0,True,11,13,13,30.964635848999023,30.964635848999023,0.0,0.0,-7.592604160308838,-7.592604160308838,0.0,-7.592604160308838,-7.592604160308838,30.964635848999023,7.159109592437744,True,0.0,False,True,1520,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,moderate,5+,0.4370767960363336,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1526,6,3.0,38.12374594329779,5,29.925931930541992,0.7849682970569426,1.0,True,7,100,100,8.197813987731934,11.502866744995117,3.3050527572631836,0.4031626921773549,8.605831146240234,0.04160340130329132,8.564227744936943,8.605831146240234,8.605831146240234,8.197813987731934,29.925931930541992,True,0.0,False,True,1526,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,loose,5+,0.4370767960363336,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1530,6,3.0,38.63933239078493,1,2.5788214206695557,0.06674083792618987,1.0,True,11,47,47,36.06051254272461,36.06051254272461,0.0,0.0,-12.783604621887207,-12.783604621887207,0.0,-12.783604621887207,-12.783604621887207,36.06051254272461,2.5788214206695557,True,0.0,False,True,1530,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,tight,5+,0.4370767960363336,mid_load,4,2,True,False,True,True,True,False,near_tie,False,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1531,6,3.0,38.63933239078493,3,6.0387749671936035,0.15628569629825662,0.3333333333333333,True,12,40,40,32.60055923461914,32.60055923461914,0.0,0.0,-11.947162628173828,-19.008647918701172,7.061485290527344,-11.947162628173828,-11.947162628173828,32.60055923461914,6.0387749671936035,True,0.0,False,True,1531,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,moderate,5+,0.4370767960363336,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1534,6,3.0,38.63933239078493,5,16.584434509277344,0.42921120741808044,1.0,True,9,1,0,22.05489730834961,22.804702758789062,0.7498054504394531,0.033997231542564905,2.4677348136901855,2.4425623416900635,0.02517247200012207,2.4677348136901855,2.4425623416900635,22.804702758789062,15.834630012512207,True,0.7498054504394531,True,False,1534,0.15625,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,loose,5+,0.4370767960363336,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1540,6,2.0,39.4668932460901,1,0.02151459828019142,0.0005451302727589997,1.0,True,11,14,14,39.445377349853516,39.445377349853516,0.0,0.0,-7.725854396820068,-7.725854396820068,0.0,-7.725854396820068,-7.725854396820068,39.445377349853516,0.02151459828019142,True,0.0,False,True,1540,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,critical,5+,0.4370767960363336,mid_load,4,3,True,False,True,True,True,False,near_tie,False,d4_mid_load,True,False,True,False,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1541,6,2.0,39.4668932460901,3,4.086029529571533,0.10353055924857545,0.3333333333333333,True,12,8,8,35.380863189697266,35.380863189697266,0.0,0.0,-11.91357707977295,-18.96664047241211,7.05306339263916,-11.91357707977295,-11.91357707977295,35.380863189697266,4.086029529571533,True,0.0,False,True,1541,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,moderate,5+,0.4370767960363336,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1542,6,2.0,39.4668932460901,3,7.85813045501709,0.19910689209862187,0.3333333333333333,True,11,5,5,31.608762741088867,31.608762741088867,0.0,0.0,-7.893651485443115,-12.104395866394043,4.210744380950928,-7.893651485443115,-7.893651485443115,31.608762741088867,7.85813045501709,True,0.0,False,True,1542,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,moderate,5+,0.4370767960363336,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1544,6,2.0,39.4668932460901,5,15.403013229370117,0.3902768108279225,1.0,True,9,1,0,24.063880920410156,27.016613006591797,2.9527320861816406,0.12270390199933356,2.460136651992798,2.310809373855591,0.14932727813720703,2.460136651992798,2.310809373855591,27.016613006591797,12.45028018951416,True,2.9527320861816406,True,False,1544,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,loose,5+,0.4370767960363336,mid_load,4,2,True,False,True,True,True,True,near_tie,True,d4_mid_load,False,False,True,True,False,True
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,39,1546,6,2.0,39.4668932460901,5,27.486507415771484,0.6964446693177329,1.0,True,7,101,101,11.980385780334473,15.508419036865234,3.5280332565307617,0.2944841110477383,8.183411598205566,0.047299206256866455,8.1361123919487,8.183411598205566,8.183411598205566,11.980385780334473,27.486507415771484,True,0.0,False,True,1546,0.0,4,0.6045747399330139,2.729311227798462,4.107231616973877,4.482091426849365,True,3.887837553273556,True,loose,5+,0.4370767960363336,mid_load,4,2,True,False,True,False,False,False,near_tie,False,d4_mid_load,False,False,False,False,False,False
