budget_pct,left_variant,right_variant,dominates,left_stable_positive_recall,right_stable_positive_recall,left_hard_target_match,right_hard_target_match,left_overall_mean_delta_regret,right_overall_mean_delta_regret
0.1,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.5,0.0,0.9045001683058189,0.9038992067673575,-0.005654669360112829,0.0
0.1,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.5,0.0,0.9045001683058189,0.9053055742108798,-0.005654669360112829,0.0
0.1,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.5,0.0,0.9045001683058189,0.9053055742108798,-0.005654669360112829,-0.004839336900931823
0.1,prototype_memory_agree_blend_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.5,0.9038992067673575,0.9045001683058189,0.0,-0.005654669360112829
0.1,prototype_memory_agree_blend_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.0,0.0,0.9038992067673575,0.9053055742108798,0.0,0.0
0.1,prototype_memory_agree_blend_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.0,0.9038992067673575,0.9053055742108798,0.0,-0.004839336900931823
0.1,prototype_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.5,0.9053055742108798,0.9045001683058189,0.0,-0.005654669360112829
0.1,prototype_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.0,0.0,0.9053055742108798,0.9038992067673575,0.0,0.0
0.1,prototype_negative_tail_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.0,0.9053055742108798,0.9053055742108798,0.0,-0.004839336900931823
0.1,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.5,0.9053055742108798,0.9045001683058189,-0.004839336900931823,-0.005654669360112829
0.1,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.0,0.0,0.9053055742108798,0.9038992067673575,-0.004839336900931823,0.0
0.1,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,True,0.0,0.0,0.9053055742108798,0.9053055742108798,-0.004839336900931823,0.0
0.25,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.5,0.0,0.9045001683058189,0.9038992067673575,-0.008274341055327088,0.0
0.25,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.5,0.0,0.9045001683058189,0.9053055742108798,-0.008274341055327088,0.0
0.25,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.5,0.25,0.9045001683058189,0.905977165883143,-0.008274341055327088,-0.007356593153875681
0.25,prototype_memory_agree_blend_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.5,0.9038992067673575,0.9045001683058189,0.0,-0.008274341055327088
0.25,prototype_memory_agree_blend_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.0,0.0,0.9038992067673575,0.9053055742108798,0.0,0.0
0.25,prototype_memory_agree_blend_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.25,0.9038992067673575,0.905977165883143,0.0,-0.007356593153875681
0.25,prototype_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.5,0.9053055742108798,0.9045001683058189,0.0,-0.008274341055327088
0.25,prototype_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.0,0.0,0.9053055742108798,0.9038992067673575,0.0,0.0
0.25,prototype_negative_tail_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.25,0.9053055742108798,0.905977165883143,0.0,-0.007356593153875681
0.25,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.25,0.5,0.905977165883143,0.9045001683058189,-0.007356593153875681,-0.008274341055327088
0.25,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.25,0.0,0.905977165883143,0.9038992067673575,-0.007356593153875681,0.0
0.25,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,True,0.25,0.0,0.905977165883143,0.9053055742108798,-0.007356593153875681,0.0
0.5,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.5,0.0,0.9045001683058189,0.9038992067673575,-0.01010935440337394,0.0
0.5,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.5,0.0,0.9045001683058189,0.9053055742108798,-0.01010935440337394,0.0
0.5,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.5,0.25,0.9045001683058189,0.905977165883143,-0.01010935440337394,-0.009491673458230725
0.5,prototype_memory_agree_blend_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.5,0.9038992067673575,0.9045001683058189,0.0,-0.01010935440337394
0.5,prototype_memory_agree_blend_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.0,0.0,0.9038992067673575,0.9053055742108798,0.0,0.0
0.5,prototype_memory_agree_blend_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.25,0.9038992067673575,0.905977165883143,0.0,-0.009491673458230725
0.5,prototype_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.5,0.9053055742108798,0.9045001683058189,0.0,-0.01010935440337394
0.5,prototype_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.0,0.0,0.9053055742108798,0.9038992067673575,0.0,0.0
0.5,prototype_negative_tail_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.25,0.9053055742108798,0.905977165883143,0.0,-0.009491673458230725
0.5,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.25,0.5,0.905977165883143,0.9045001683058189,-0.009491673458230725,-0.01010935440337394
0.5,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.25,0.0,0.905977165883143,0.9038992067673575,-0.009491673458230725,0.0
0.5,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,True,0.25,0.0,0.905977165883143,0.9053055742108798,-0.009491673458230725,0.0
0.75,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.6666666666666666,0.0,0.9052612033134293,0.9038992067673575,-0.01287045013128436,0.0
0.75,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.6666666666666666,0.0,0.9052612033134293,0.9053055742108798,-0.01287045013128436,0.0
0.75,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.6666666666666666,0.5,0.9052612033134293,0.9066487575554063,-0.01287045013128436,-0.010752459021602018
0.75,prototype_memory_agree_blend_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.6666666666666666,0.9038992067673575,0.9052612033134293,0.0,-0.01287045013128436
0.75,prototype_memory_agree_blend_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.0,0.0,0.9038992067673575,0.9053055742108798,0.0,0.0
0.75,prototype_memory_agree_blend_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.5,0.9038992067673575,0.9066487575554063,0.0,-0.010752459021602018
0.75,prototype_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.6666666666666666,0.9053055742108798,0.9052612033134293,0.0,-0.01287045013128436
0.75,prototype_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.0,0.0,0.9053055742108798,0.9038992067673575,0.0,0.0
0.75,prototype_negative_tail_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.5,0.9053055742108798,0.9066487575554063,0.0,-0.010752459021602018
0.75,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.5,0.6666666666666666,0.9066487575554063,0.9052612033134293,-0.010752459021602018,-0.01287045013128436
0.75,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.5,0.0,0.9066487575554063,0.9038992067673575,-0.010752459021602018,0.0
0.75,prototype_sharp_negative_tail_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,True,0.5,0.0,0.9066487575554063,0.9053055742108798,-0.010752459021602018,0.0
1.0,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.6666666666666666,0.0,0.9052612033134293,0.9038992067673575,-0.014173786641170059,0.0
1.0,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.6666666666666666,0.0,0.9052612033134293,0.9053055742108798,-0.014173786641170059,0.0
1.0,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.6666666666666666,0.5,0.9052612033134293,0.9066487575554063,-0.014173786641170059,-0.010752459021602018
1.0,prototype_memory_agree_blend_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.6666666666666666,0.9038992067673575,0.9052612033134293,0.0,-0.014173786641170059
1.0,prototype_memory_agree_blend_hybrid,prototype_negative_tail_support_agree_mix_hybrid,False,0.0,0.0,0.9038992067673575,0.9053055742108798,0.0,0.0
1.0,prototype_memory_agree_blend_hybrid,prototype_sharp_negative_tail_support_agree_mix_hybrid,False,0.0,0.5,0.9038992067673575,0.9066487575554063,0.0,-0.010752459021602018
1.0,prototype_negative_tail_support_agree_mix_hybrid,prototype_branchwise_max_negative_cleanup_support_agree_mix_hybrid,False,0.0,0.6666666666666666,0.9053055742108798,0.9052612033134293,0.0,-0.014173786641170059
1.0,prototype_negative_tail_support_agree_mix_hybrid,prototype_memory_agree_blend_hybrid,True,0.0,0.0,0.9053055742108798,0.9038992067673575,0.0,0.0
