suite,episode_index,packet_count,community_count,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,mean_deadline,min_deadline,solved,total_steps,correct_steps,base_next_hop_accuracy,oracle_cost,model_cost,base_regret,deadline_violations,base_deadline_miss,oracle_priority_delivered,model_priority_delivered,priority_delivered_regret,compute_regret,compute_deadline_miss,compute_next_hop_accuracy,delta_regret,delta_deadline_miss
a1_multiheavy_mixed_compute_round9_eval_seed316,10,1,4,3,1.5331594347953796,2.6878442764282227,4.118063449859619,4.345638751983643,21.25238615482325,21.25238615482325,True,7,7,1.0,19.802469610360614,19.802469610360614,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,11,5,4,4,0.21009546518325806,4.071835517883301,5.723820209503174,5.895818710327148,29.63892730550404,26.751623040979716,True,38,33,0.868421052631579,142.69011074948298,158.41646280534903,15.726352055866045,3,True,7.0,4.0,3.0,15.726352055866045,True,0.868421052631579,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,12,1,4,4,2.2584028244018555,3.4570000171661377,5.389768600463867,5.87360143661499,21.86129459619419,21.86129459619419,True,6,6,1.0,21.993975792964495,21.993975792964495,0.0,1,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,13,5,4,3,0.958609402179718,4.666956901550293,6.026547431945801,6.48960542678833,32.62763843184394,28.708046475905537,True,36,34,0.9444444444444444,158.3975823231335,162.27121563527479,3.873633312141294,2,True,4.0,4.0,0.0,3.873633312141294,True,0.9444444444444444,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,14,5,4,3,1.47274512052536,3.5839221477508545,4.584115982055664,4.829514503479004,24.79500451160026,22.41846393341281,True,32,31,0.96875,122.23698227962159,128.47071158534587,6.233729305724282,2,True,8.0,6.0,2.0,6.233729305724282,True,0.96875,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,15,1,4,4,1.9485315680503845,3.017753839492798,3.608031749725342,4.040292739868164,23.601647154952058,23.601647154952058,True,7,7,1.0,22.044036916179238,22.044036916179238,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,16,2,4,4,0.6897248029708862,3.243241310119629,4.348897933959961,4.643854141235352,22.247967677810315,20.451210185372013,True,14,12,0.8571428571428571,44.046212077649145,50.39620766648059,6.349995588831447,2,True,2.0,0.0,2.0,6.349995588831447,True,0.8571428571428571,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,17,5,4,4,0.6244636178016663,3.7883808612823486,5.291384696960449,5.727109432220459,39.859167523956266,35.56250919389371,True,48,44,0.9166666666666666,191.8836127681312,198.87985350607505,6.99624073794385,3,True,9.0,5.0,4.0,6.99624073794385,True,0.9166666666666666,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,18,1,4,4,1.724597454071045,3.553434133529663,4.135252952575684,4.361743927001953,31.4898961473669,31.4898961473669,True,9,9,1.0,30.553199664882523,30.553199664882523,0.0,0,False,2.0,2.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,19,2,4,4,1.9351860284805298,5.006481170654297,5.805407524108887,6.28920316696167,27.787555627972104,26.01478826436949,True,13,13,1.0,55.65143044515733,55.65143044515733,0.0,2,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,20,6,4,3,2.4240626394748688,2.884786367416382,5.8074870109558105,6.049741744995117,27.77117280506827,22.26390092745976,True,46,45,0.9782608695652174,156.06967248149965,160.43093576637676,4.361263284877111,2,True,7.0,6.0,1.0,4.361263284877111,True,0.9782608695652174,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,21,1,4,4,0.0281076580286026,3.5741779804229736,5.061226844787598,5.882931709289551,31.13200930816302,31.13200930816302,True,10,10,1.0,31.883139981308634,31.883139981308634,0.0,1,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,22,3,4,4,1.3871910572052002,3.923380136489868,5.608188152313232,5.904046535491943,35.50495179871937,29.94661111943244,True,28,28,1.0,107.51039120696696,107.51039120696696,0.0,2,True,3.0,3.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,23,4,4,4,1.1824209094047546,3.430429697036743,5.315061092376709,5.576431751251221,33.340871498464274,26.592602383124845,True,33,30,0.9090909090909091,130.29015716558283,137.46031995577437,7.17016279019154,4,True,4.0,0.0,4.0,7.17016279019154,True,0.9090909090909091,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,24,1,4,4,0.041834861040115356,3.7870750427246094,5.561037063598633,5.718777179718018,34.70759561731496,34.70759561731496,True,10,10,1.0,33.33810644037973,33.33810644037973,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,25,1,4,4,0.8348113894462585,2.6581501960754395,4.206059455871582,4.392966270446777,23.874735937254385,23.874735937254385,True,9,9,1.0,23.464322907504812,23.464322907504812,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,26,4,4,3,1.6635422110557556,2.526836633682251,3.413930892944336,3.694603443145752,25.324925214349165,21.151185656806096,True,26,26,1.0,98.73824001679196,98.73824001679196,0.0,2,True,3.0,3.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,27,1,4,4,2.492899775505066,3.839994430541992,5.199713706970215,5.866621494293213,27.14995528570137,27.14995528570137,True,6,6,1.0,24.87923752109134,24.87923752109134,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,28,1,4,3,0.8170315623283386,3.3369300365448,4.700531005859375,4.943944454193115,22.1736784690178,22.1736784690178,True,6,6,1.0,19.49677712954782,19.49677712954782,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,29,2,4,4,2.543517529964447,3.3573970794677734,4.867963790893555,5.182551860809326,35.117377299637994,32.15274255584344,True,18,18,1.0,64.73103580892776,64.73103580892776,0.0,0,False,2.0,2.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,30,1,4,4,0.3021576404571533,3.226754665374756,5.206324100494385,6.231088638305664,26.700851928601775,26.700851928601775,True,8,7,0.875,27.193392050548823,28.5648193807629,1.3714273302140754,1,True,0.0,0.0,0.0,1.3714273302140754,True,0.875,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,31,5,4,4,0.02560409903526306,4.254837989807129,6.164696216583252,6.441070556640625,36.4240157055993,32.19626609018527,True,48,44,0.9166666666666666,170.46500841187873,179.45460799566368,8.989599583784951,2,True,10.0,5.0,5.0,8.989599583784951,True,0.9166666666666666,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,32,6,4,4,1.1550151109695435,2.9072821140289307,4.191709518432617,4.6912360191345215,26.35824654082539,20.84186022272954,True,40,35,0.875,153.72481048441853,169.4366012445587,15.711790760140161,5,True,8.0,2.0,6.0,15.711790760140161,True,0.875,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,33,1,4,4,0.9442663490772247,2.9132907390594482,5.143804550170898,5.381801128387451,27.63516517780272,27.63516517780272,True,8,7,0.875,25.979475560421292,28.544765062492,2.5652895020707085,1,True,2.0,0.0,2.0,2.5652895020707085,True,0.875,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,34,2,4,4,2.485524505376816,3.800457000732422,4.519925594329834,4.663762092590332,28.465098159371955,25.001307324097237,True,15,15,1.0,56.17944906974262,56.17944906974262,0.0,1,True,3.0,3.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,35,5,4,4,0.2543714940547943,3.3423123359680176,5.074306488037109,5.477145671844482,32.83797163074995,29.2365577512855,True,44,37,0.8409090909090909,158.4785408434634,178.97146566991898,20.492924826455578,3,True,7.0,5.0,2.0,21.368882764987006,True,0.8636363636363636,0.8759579385314282,0
a1_multiheavy_mixed_compute_round9_eval_seed316,36,1,4,3,0.49173271656036377,3.526829481124878,5.4334845542907715,5.617478370666504,32.35251110637666,32.35251110637666,True,8,8,1.0,29.494905966751308,29.494905966751308,0.0,0,False,2.0,2.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,37,5,4,3,0.09691503643989563,3.529437780380249,5.417966842651367,5.964597702026367,24.549438425801398,21.17690135529933,True,33,28,0.8484848484848485,115.45488943998039,122.15126767489743,6.696378234917034,2,True,5.0,3.0,2.0,6.696378234917034,True,0.8484848484848485,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,38,6,4,4,1.1412989497184753,3.498429536819458,5.505565166473389,5.867184162139893,36.95688160885228,27.828898743566466,True,54,48,0.8888888888888888,217.56146245049553,236.68383406970787,19.122371619212345,5,True,9.0,3.0,6.0,19.122371619212345,True,0.8888888888888888,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,39,1,4,4,3.226862609386444,3.1695396900177,4.399087429046631,4.819779872894287,35.23000946923583,35.23000946923583,True,10,10,1.0,33.02871851301424,33.02871851301424,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,40,4,4,3,1.180834949016571,3.36598539352417,4.595880031585693,4.925939083099365,27.299065471669092,21.634868655320947,True,30,26,0.8666666666666667,102.74803463562009,119.67314960601307,16.925114970392983,3,True,4.0,1.0,3.0,16.925114970392983,True,0.8666666666666667,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,41,6,4,4,2.7694963216781616,3.2536160945892334,4.906423091888428,5.171411514282227,30.797037849100928,25.033434513102712,True,51,50,0.9803921568627451,176.09419573460607,179.34652897208204,3.252333237475966,0,False,9.0,9.0,0.0,3.252333237475966,False,0.9803921568627451,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,42,1,4,4,1.0584277510643005,3.585582733154297,5.050389766693115,5.252902507781982,29.50397372913426,29.50397372913426,True,9,9,1.0,28.90465130616516,28.90465130616516,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,43,1,4,4,0.11000838875770569,4.629360198974609,5.5932793617248535,5.777296543121338,30.39513830986312,30.39513830986312,True,9,8,0.8888888888888888,28.165647253524106,30.544845268300886,2.3791980147767795,1,True,2.0,0.0,2.0,2.3791980147767795,True,0.8888888888888888,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,44,3,4,4,2.4928783774375916,2.334737777709961,4.367140769958496,4.9799418449401855,32.46353902135558,30.963192371818742,True,24,24,1.0,94.01635854186195,94.01635854186195,0.0,1,True,6.0,6.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,45,1,4,4,1.2256579995155334,2.9809932708740234,4.3479790687561035,4.852441787719727,30.126321462879428,30.126321462879428,True,10,9,0.9,28.67362972664125,30.244118727919847,1.5704890012785988,1,True,1.0,0.0,1.0,1.5704890012785988,True,0.9,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,46,2,4,4,2.9640902280807495,4.234786033630371,5.769109725952148,6.206978797912598,30.898924013157536,29.54960826633871,True,17,17,1.0,59.14610220892834,59.14610220892834,0.0,0,False,3.0,3.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,47,4,4,4,2.680610030889511,4.089299201965332,5.558835029602051,5.754180431365967,37.80575180704342,25.181261124426896,True,36,36,1.0,147.66506417568286,147.66506417568286,0.0,1,True,6.0,6.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,48,1,4,4,2.349443346261978,3.0308806896209717,5.080902576446533,5.83828592300415,26.766646994870708,26.766646994870708,True,7,7,1.0,25.98845679068907,25.98845679068907,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,49,4,4,4,1.0722288489341736,4.305332183837891,5.981610298156738,6.155510902404785,33.75567399158108,24.769492685846473,True,30,28,0.9333333333333333,123.71339043898857,125.46870604371983,1.7553156047312655,0,False,7.0,7.0,0.0,14.903691037948676,True,0.90625,13.14837543321741,1
a1_multiheavy_mixed_compute_round9_eval_seed316,50,1,4,4,0.23223507404327393,2.7713708877563477,3.8009870052337646,4.664082050323486,23.323633044478804,23.323633044478804,True,8,7,0.875,22.536700328385464,23.066885113622412,0.5301847852369477,0,False,1.0,1.0,0.0,0.5301847852369477,False,0.875,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,51,1,4,4,2.0889989733695984,2.323242425918579,5.191768646240234,5.672366142272949,26.323621099201485,26.323621099201485,True,10,10,1.0,24.10831677433853,24.10831677433853,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,52,3,4,3,3.123726487159729,4.079278945922852,5.93725061416626,6.33778715133667,31.798063608107555,27.933667851512794,True,24,24,1.0,91.07725125809267,91.07725125809267,0.0,1,True,3.0,3.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,53,1,4,4,1.703488290309906,3.097764492034912,4.373259544372559,4.943826198577881,26.97317259769614,26.97317259769614,True,7,7,1.0,26.589059394886174,26.589059394886174,0.0,0,False,2.0,2.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,54,1,4,3,0.17864778637886047,4.253435134887695,5.514840602874756,5.738644123077393,27.682215713500828,27.682215713500828,True,8,8,1.0,28.225488958136914,28.225488958136914,0.0,1,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,55,4,4,4,2.28450408577919,2.893977403640747,4.620260715484619,5.016869068145752,32.32311043874687,28.82376577651664,True,36,35,0.9722222222222222,122.3699512317104,123.63779473378854,1.2678435020781365,1,True,6.0,6.0,0.0,1.2678435020781365,True,0.9722222222222222,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,56,2,4,3,0.19553741812705994,3.6287126541137695,5.60071325302124,6.179496765136719,26.83159002055697,26.320535289579336,True,21,17,0.8095238095238095,50.3397856368936,82.51741487179261,32.17762923489901,1,True,3.0,2.0,1.0,2.027774996406201,False,0.9333333333333333,-30.149854238492807,-1
a1_multiheavy_mixed_compute_round9_eval_seed316,57,1,4,4,1.2335689663887024,4.169670581817627,5.0039381980896,5.172514915466309,21.17123467264222,21.17123467264222,True,6,6,1.0,19.794593511863305,19.794593511863305,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,58,2,4,4,1.9130605459213257,4.142561912536621,5.357574462890625,5.618651390075684,20.120749113327705,18.856974525726717,True,12,12,1.0,37.720662740251555,37.720662740251555,0.0,0,False,4.0,4.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,59,3,4,4,0.8684203922748566,3.136765718460083,3.6698105335235596,4.253901958465576,30.55585731923271,29.435657782373504,True,27,27,1.0,88.53652593578883,88.53652593578883,0.0,0,False,4.0,4.0,0.0,3.6625668328229324,True,0.9629629629629629,3.6625668328229324,1
a1_multiheavy_mixed_compute_round9_eval_seed316,60,1,4,4,1.2680195271968842,2.9970524311065674,4.9882097244262695,5.408298015594482,27.949943038260617,27.949943038260617,True,9,8,0.8888888888888888,28.714677903670356,40.54399921719585,11.82932131352549,1,True,0.0,0.0,0.0,11.82932131352549,True,0.8888888888888888,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,61,5,4,3,2.194125533103943,2.4977238178253174,4.19176721572876,4.405130863189697,27.67485813130412,23.0121694081379,True,38,37,0.9736842105263158,130.62637601728258,129.88310794269498,-0.7432680745876041,1,True,4.0,6.0,-2.0,0.0,True,1.0,0.7432680745876041,0
a1_multiheavy_mixed_compute_round9_eval_seed316,62,4,4,4,1.281802237033844,3.646747350692749,5.5892229080200195,6.0384626388549805,30.819358932430063,29.568023323835877,True,29,29,1.0,115.90515616013263,115.90515616013263,0.0,0,False,9.0,9.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed316,63,1,4,4,2.732205390930176,3.285626173019409,4.208742618560791,4.544227123260498,27.651974857911128,27.651974857911128,True,9,9,1.0,27.41119990082563,27.41119990082563,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,0,5,4,4,2.126041293144226,1.962614893913269,3.1625630855560303,3.327427625656128,34.28336922429342,30.03715516309066,True,50,48,0.96,158.91936539684994,164.28178477028922,5.36241937343928,1,True,10.0,9.0,1.0,5.36241937343928,True,0.96,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,1,3,4,4,2.2179697155952454,1.9677934646606445,3.226624011993408,3.3830277919769287,30.745901983823817,28.298629112465115,True,30,29,0.9666666666666667,85.19444511023158,85.57745066227116,0.3830055520395774,0,False,5.0,5.0,0.0,0.3830055520395774,False,0.9666666666666667,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,2,1,4,4,1.5948601365089417,3.4493825435638428,4.355010032653809,4.65828275680542,30.972163245887963,30.972163245887963,True,10,10,1.0,29.81429636170998,29.81429636170998,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,3,2,4,4,0.08637112379074097,1.8257051706314087,4.535884380340576,4.8369669914245605,34.21607653859468,31.734495085777237,True,20,18,0.9,57.21489509779603,63.862316570617885,6.647421472821854,0,False,6.0,6.0,0.0,6.647421472821854,False,0.9,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,4,3,4,4,2.6626951694488525,2.529365062713623,3.9486286640167236,4.367518424987793,35.09208423265781,34.08083887197644,True,30,30,1.0,99.59993295965886,99.59993295965886,0.0,0,False,6.0,6.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,5,6,4,4,1.4084585309028625,1.8238754272460938,2.7541229724884033,3.1855924129486084,35.50299280435916,31.179708187698054,True,60,58,0.9666666666666667,209.37950027774212,217.82102121491275,8.441520937170623,3,True,9.0,7.0,2.0,8.441520937170623,True,0.9666666666666667,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,6,3,4,4,2.707182466983795,3.02194881439209,4.096411228179932,4.489745616912842,34.00147127850934,32.5083884799118,True,30,30,1.0,102.6968328776054,102.6968328776054,0.0,1,True,4.0,4.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,7,2,4,4,0.6687959432601929,2.3670971393585205,3.723742961883545,4.2325873374938965,27.058143584627814,24.69813099077088,True,20,18,0.9,51.575810408669426,59.100334226085295,7.524523817415869,1,True,2.0,2.0,0.0,7.524523817415869,True,0.9,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,8,2,4,4,1.7584156692028046,2.405698299407959,3.0277113914489746,3.391960620880127,32.356346358986286,30.119455939113823,True,20,19,0.95,58.84050732049021,60.22487804196473,1.384370721474518,1,True,5.0,3.0,2.0,1.384370721474518,True,0.95,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,9,4,4,4,1.882555603981018,2.746650457382202,4.347630023956299,4.841391086578369,34.733718694432724,31.89155177818103,True,40,39,0.975,129.4514948839012,133.29080532391205,3.8393104400108484,2,True,9.0,6.0,3.0,3.8393104400108484,True,0.975,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,10,2,4,4,1.1038421392440796,2.700472831726074,4.079179286956787,4.457709312438965,31.637221808358596,27.772958349393466,True,20,19,0.95,62.54225394552248,63.037454254633765,0.4952003091112829,1,True,1.0,1.0,0.0,0.4952003091112829,True,0.95,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,11,4,4,4,0.3445950448513031,2.950115919113159,4.51272439956665,4.8847761154174805,32.68451135867512,30.6285934417835,True,40,36,0.9,124.81205709658575,133.19311508544124,8.381057988855488,3,True,8.0,3.0,5.0,20.259823179138735,True,0.8809523809523809,11.878765190283247,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,12,5,4,4,1.5026178061962128,2.229530096054077,4.418180465698242,4.641751766204834,31.246478139038384,29.120045710860857,True,50,49,0.98,147.49520246442378,148.9093626885738,1.4141602241500095,2,True,8.0,7.0,1.0,1.4141602241500095,True,0.98,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,13,2,4,4,3.7930591702461243,2.6796793937683105,4.3361287117004395,4.630899906158447,30.69350648499124,27.81158018837609,True,20,20,1.0,57.500640496802795,57.500640496802795,0.0,0,False,2.0,2.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,14,2,4,4,1.5997372269630432,0.9897068738937378,1.4257473945617676,1.7776964902877808,31.17833823642243,28.812915263256237,True,20,20,1.0,55.77038464230064,55.77038464230064,0.0,1,True,3.0,3.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,15,5,4,4,0.29327264428138733,2.6607744693756104,4.346848011016846,4.6555070877075195,35.05122605580421,31.404920953714733,True,50,45,0.9,168.2803395271091,180.69751003990228,12.417170512793177,3,True,8.0,4.0,4.0,12.417170512793177,True,0.9,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,16,5,4,4,0.6110921800136566,2.7800114154815674,4.232537746429443,4.504549980163574,39.16499803416691,33.573614266045105,True,50,47,0.94,202.6010793825982,209.0613802943565,6.46030091175831,3,True,5.0,5.0,0.0,6.46030091175831,True,0.94,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,17,5,4,4,1.0268337726593018,2.2632079124450684,3.8340089321136475,4.22147274017334,34.17029399092477,28.758614900144593,True,50,47,0.94,169.04151401759137,171.39398878561053,2.3524747680191638,3,True,6.0,5.0,1.0,2.3524747680191638,True,0.94,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,18,4,4,4,0.4234549403190613,2.982360363006592,4.060429096221924,4.477181911468506,34.955275766511,31.164595507747244,True,40,36,0.9,138.47408328474194,148.03028648074965,9.556203196007715,3,True,7.0,3.0,4.0,9.556203196007715,True,0.9,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,19,6,4,4,1.2105334103107452,2.1154098510742188,4.454159736633301,4.7188591957092285,36.6401079468852,31.112248645391492,True,60,58,0.9666666666666667,218.26958809158256,223.04601920749337,4.77643111591081,3,True,4.0,5.0,-1.0,13.164382791742241,True,0.9333333333333333,8.387951675831431,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,20,5,4,4,0.3282393217086792,2.9039340019226074,3.9842991828918457,4.4090189933776855,37.63667782139145,33.301964397272585,True,50,46,0.92,181.35831251674213,189.12500287349098,7.766690356748853,4,True,9.0,3.0,6.0,7.766690356748853,True,0.92,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,21,3,4,4,1.5625703036785126,2.792987585067749,3.395503282546997,3.6955697536468506,35.83130945760552,33.183925757082825,True,30,29,0.9666666666666667,104.61045035173056,107.66388415979156,3.0534338080610013,1,True,7.0,6.0,1.0,3.0534338080610013,True,0.9666666666666667,0.0,0
a1_multiheavy_ood_deeper_packets6_round9_eval_seed316,22,3,4,4,0.11062480509281158,2.0699336528778076,2.8227248191833496,3.0108323097229004,31.69887391076814,29.836621631823903,True,30,28,0.9333333333333333,93.39299714606449,97.06883564396763,3.6758384979031433,2,True,3.0,3.0,0.0,15.432906354199744,True,0.90625,11.757067856296601,0
