suite,policy,slice,decisions,disagreement,correction_rate,new_error_rate,target_match,average_selected_step
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,learned_gate,overall,1890,0.1582010582010582,0.023809523809523808,0.1343915343915344,0.8465608465608465,3.852910052910053
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,learned_gate,hard_near_tie,321,0.22118380062305296,0.07476635514018691,0.14641744548286603,0.7912772585669782,3.2554517133956384
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,learned_gate,baseline_error_near_tie,44,0.5454545454545454,0.5454545454545454,0.0,0.5454545454545454,3.227272727272727
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,learned_gate,large_gap_control,448,0.14508928571428573,0.0,0.14508928571428573,0.8549107142857143,4.290178571428571
