seed,variant,experiment,test_next_hop_accuracy,average_regret,p95_regret,deadline_miss_rate,gpu_hours
311,E3,e3_memory_hubs_rsm_round4_seed311,0.9564462701479594,1.2639447450637817,7.503976821899414,0.5,0.1066539724667867
311,Multiheavy+PathReranker,a3_e3_multiheavy_path_reranker_round4_seed311,0.9534313854049233,1.3653582334518433,5.706894874572754,0.375,0.06248185488912794
312,E3,e3_memory_hubs_rsm_round4_seed312,0.9487179655295152,3.215318202972412,13.310883522033691,0.5,0.13816769321759542
312,Multiheavy+PathReranker,a3_e3_multiheavy_path_reranker_round4_seed312,0.9558823669657988,1.7760591506958008,5.445607662200928,0.4375,0.0603397356139289
313,E3,e3_memory_hubs_rsm_round4_seed313,0.9618055721124014,2.273812770843506,10.626986503601074,0.625,0.12110552357302772
313,Multiheavy+PathReranker,a3_e3_multiheavy_path_reranker_round4_seed313,0.9666666905085246,0.5548397302627563,2.903914213180542,0.375,0.06377940383222368
mean,E3,E3-mean,0.9556566025966253,2.2510252396265664,10.480615615844727,0.5416666666666666,0.36592718925740986
mean,Multiheavy+PathReranker,Multiheavy+PathReranker-mean,0.9586601476264156,1.2320857048034668,4.685472249984741,0.3958333333333333,0.18660099433528052
