seed,suite,slice,decisions,teacher_disagreement,helpful_rate,harmful_rate,stable_positive_rate,unstable_positive_rate,base_target_match,teacher_target_match,recovery_rate,baseline_success_break,mean_delta_regret,p95_delta_regret,mean_delta_miss,mean_teacher_gain
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,stable_near_tie,81,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,high_headroom_near_tie,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,baseline_error_near_tie,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,stable_positive_pack,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,unstable_positive_pack,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,harmful_pack,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,a1_multiheavy_ood_heavy_dynamic_round9_eval_seed315,large_gap_control,53,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316.0,a1_multiheavy_mixed_compute_round9_eval_seed316,overall,1318,0.01896813353566009,0.012898330804248861,0.006069802731411229,0.002276176024279211,0.0,0.956752655538695,0.9628224582701063,0.002276176024279211,0.006069802731411229,-0.02455074255310892,0.0,0.0007587253414264037,0.02455074255310892
316.0,a1_multiheavy_mixed_compute_round9_eval_seed316,hard_near_tie,199,0.02512562814070352,0.01507537688442211,0.010050251256281407,0.01507537688442211,0.0,0.8844221105527639,0.8894472361809045,0.01507537688442211,0.010050251256281407,-0.030208942279144748,0.0,0.0,0.030208942279144748
316.0,a1_multiheavy_mixed_compute_round9_eval_seed316,stable_near_tie,190,0.02631578947368421,0.015789473684210527,0.010526315789473684,0.015789473684210527,0.0,0.8947368421052632,0.9,0.015789473684210527,0.010526315789473684,-0.03163989217657792,0.0,0.0,0.03163989217657792
316.0,a1_multiheavy_mixed_compute_round9_eval_seed316,high_headroom_near_tie,15,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,-0.516564687093099,0.0,0.0,0.516564687093099
316.0,a1_multiheavy_mixed_compute_round9_eval_seed316,baseline_error_near_tie,23,0.13043478260869565,0.13043478260869565,0.0,0.13043478260869565,0.0,0.0,0.13043478260869565,0.13043478260869565,0.0,-0.3368900133215863,0.0,0.0,0.3368900133215863
