slice,decisions,episodes,baseline_error_rate,mean_regret_headroom,p95_regret_headroom,deadline_rescue_rate,effective_tie_rate
hard_feasible,1637,104,0.029932803909590716,1.5672186637411312,3.9476711273193352,0.0,0.013439218081857055
oracle_near_tie,789,104,0.059569074778200254,1.3916990807715883,3.777794075012206,0.0,0.02788339670468948
model_near_tie,623,104,0.07865168539325842,1.5672186637411312,3.9476711273193352,0.0,0.03531300160513644
hard_near_tie_intersection,470,104,0.1,1.3916990807715883,3.777794075012206,0.0,0.04680851063829787
baseline_error_intersection,47,25,1.0,1.3916990807715883,3.777794075012206,0.0,0.2127659574468085
large_gap_control,734,36,0.0027247956403269754,5.691928863525391,5.956732845306396,0.0,0.0
