seed,variant,experiment,test_next_hop_accuracy,average_regret,p95_regret,deadline_miss_rate,gpu_hours
311,Multiheavy,e3_memory_hubs_rsm_round4_multiheavy_seed311,0.9522059033898747,1.5011754035949707,5.962328910827637,0.4375,0.07058892495102352
311,PathPolicy,e3_memory_hubs_rsm_round5_multiheavy_pathpolicy_seed311,0.856617668095757,3068.66845703125,8284.6357421875,0.875,0.13028144319852195
312,Multiheavy,e3_memory_hubs_rsm_round4_multiheavy_seed312,0.9473039367619682,1.9167025089263916,5.445607662200928,0.4375,0.06524410651789771
312,PathPolicy,e3_memory_hubs_rsm_round5_multiheavy_pathpolicy_seed312,0.8615196277113522,7396.26318359375,19327.6015625,0.75,0.13265621231661903
mean,Multiheavy,Multiheavy-mean,0.9497549200759214,1.7089389562606812,5.703968286514282,0.4375,0.06791651573446061
mean,PathPolicy,PathPolicy-mean,0.8590686479035545,5232.4658203125,13806.11865234375,0.8125,0.1314688277575705
