target_col,top_k,decision_horizon,branch_rows,teacher_decisions,teacher_disagreement,teacher_recovery,teacher_new_error,teacher_target_match
hard_near_tie_intersection_case,3,2,40,16,0.1875,0.0,0.1875,0.75
