suite,episode_index,decision_index,predicted_next_hop,target_match,predicted_continuation_gap,predicted_on_time,selected_steps,base_predicted_next_hop,base_target_match,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,large_gap_hard_feasible_case,disagreement,correction,new_error,policy
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,462,113,False,8.653467178344727,True,5,101,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,463,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,464,1,True,0.0,True,5,1,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,465,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,466,69,True,0.0,True,5,69,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,467,73,True,0.0,True,5,73,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,468,80,True,0.0,True,5,80,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,469,95,True,0.0,True,5,95,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,470,107,True,0.0,True,5,107,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,471,102,True,0.0,True,5,102,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,472,106,False,6.71980094909668,True,5,100,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,473,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,474,1,True,0.0,True,5,0,False,False,False,False,True,True,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,475,2,True,0.0,True,5,2,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,476,5,True,0.0,True,5,5,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,477,8,True,0.0,True,5,8,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,478,15,True,0.0,True,5,15,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,479,28,True,0.0,True,5,28,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,480,46,True,0.0,True,5,46,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,481,40,True,0.0,True,5,40,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,482,47,False,6.310918807983398,False,5,37,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,483,34,True,0.0,True,5,34,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,484,1,False,1.2116813659667969,True,5,1,False,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,485,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,486,100,True,0.0,True,5,100,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,487,102,True,0.0,True,5,102,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,488,106,True,0.0,True,5,106,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,489,114,True,0.0,True,5,114,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,490,107,True,0.0,True,5,107,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,491,102,True,0.0,True,5,102,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,492,106,False,7.45268440246582,True,5,100,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,493,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,494,1,True,0.0,True,5,1,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,495,2,True,0.0,True,5,2,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,496,4,True,0.0,True,5,4,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,497,7,True,0.0,True,5,7,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,498,12,True,0.0,True,5,12,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,12,499,23,True,0.0,True,5,23,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,500,77,True,0.0,True,5,77,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,501,71,True,0.0,True,5,71,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,502,76,False,8.707855224609375,False,5,68,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,503,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,504,1,True,0.0,True,5,0,False,False,False,False,True,True,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,505,2,True,0.0,True,5,2,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,506,4,True,0.0,True,5,4,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,507,6,True,0.0,True,5,6,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,508,11,True,0.0,True,5,11,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,509,20,True,0.0,True,5,20,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,510,81,True,0.0,True,5,81,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,511,73,True,0.0,True,5,73,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,512,80,False,4.92718505859375,True,5,69,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,513,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,514,1,True,0.0,True,5,0,False,False,False,False,True,True,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,515,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,516,100,True,0.0,True,5,100,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,517,103,True,0.0,True,5,103,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,518,108,True,0.0,True,5,108,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,519,119,True,0.0,True,5,119,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,520,11,True,0.0,False,5,11,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,521,6,True,0.0,True,5,6,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,522,10,False,9.91650390625,False,5,4,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,523,2,True,0.0,True,5,2,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,524,1,True,0.0,True,5,1,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,525,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,526,69,True,0.0,True,5,69,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,527,73,True,0.0,True,5,73,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,528,81,True,0.0,True,5,81,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,529,97,True,0.0,True,5,97,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,530,106,True,0.0,True,5,106,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,531,102,True,0.0,True,5,102,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,532,107,False,7.535062789916992,False,5,100,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,533,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,534,1,True,0.0,True,5,1,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,535,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,536,69,True,0.0,True,5,69,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,537,73,True,0.0,True,5,73,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,538,81,True,0.0,True,5,81,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,13,539,97,True,0.0,True,5,97,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,540,107,True,0.0,True,5,107,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,541,102,True,0.0,True,5,102,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,542,106,False,6.440637588500977,True,5,100,True,False,False,True,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,543,98,True,0.0,True,5,98,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,544,1,False,0.6810894012451172,True,5,1,False,True,True,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,545,2,True,0.0,True,5,2,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,546,4,True,0.0,True,5,4,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,547,6,True,0.0,True,5,6,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,548,10,True,0.0,True,5,10,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,549,18,True,0.0,True,5,18,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,550,109,True,0.0,True,5,109,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,551,103,True,0.0,True,5,103,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,552,108,False,6.0034027099609375,False,5,100,True,True,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,553,98,True,0.0,True,5,98,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,554,1,True,0.0,True,5,1,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,555,66,True,0.0,True,5,66,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,556,68,True,0.0,True,5,68,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,557,70,True,0.0,True,5,70,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,558,75,True,0.0,True,5,75,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,559,85,True,0.0,True,5,85,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,560,74,True,0.0,True,5,74,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,561,70,True,0.0,True,5,70,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,562,74,False,11.840124130249023,False,5,68,True,True,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,563,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,564,1,True,0.0,True,5,0,False,False,False,False,True,True,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,565,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,566,101,True,0.0,True,5,101,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,567,104,True,0.0,True,5,104,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,568,111,True,0.0,True,5,111,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,569,125,True,0.0,True,5,125,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,570,47,True,0.0,True,5,47,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,571,40,True,0.0,True,5,40,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,572,37,True,0.0,True,5,37,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,573,34,True,0.0,True,5,34,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,574,1,True,0.0,True,5,0,False,True,True,False,True,True,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,575,2,True,0.0,True,5,2,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,576,5,True,0.0,True,5,5,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,577,9,True,0.0,True,5,9,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,578,16,True,0.0,True,5,16,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,579,30,True,0.0,True,5,30,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,580,45,True,0.0,True,5,45,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,581,39,True,0.0,True,5,39,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,582,44,False,4.817741394042969,True,5,36,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,583,34,True,0.0,True,5,34,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,584,1,False,0.3219490051269531,True,5,0,True,True,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,585,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,586,100,True,0.0,True,5,100,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,587,102,True,0.0,True,5,102,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,588,107,True,0.0,True,5,107,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,589,117,True,0.0,True,5,117,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,590,14,True,0.0,True,5,14,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,591,8,True,0.0,True,5,8,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,592,5,True,0.0,True,5,5,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,593,2,True,0.0,True,5,2,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,594,1,True,0.0,True,5,1,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,595,66,True,0.0,True,5,66,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,596,68,True,0.0,True,5,68,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,597,71,True,0.0,True,5,71,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,598,76,True,0.0,True,5,76,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,14,599,86,True,0.0,True,5,86,True,False,False,True,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,600,11,True,0.0,True,5,11,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,601,6,True,0.0,True,5,6,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,602,10,False,6.570743560791016,True,5,4,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,603,2,True,0.0,True,5,2,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,604,1,True,0.0,True,5,1,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,605,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,606,100,True,0.0,True,5,100,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,607,103,True,0.0,True,5,103,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,608,109,True,0.0,True,5,109,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,609,121,True,0.0,True,5,121,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,610,80,True,0.0,True,5,80,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,611,73,True,0.0,True,5,73,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,612,81,False,8.354156494140625,False,5,69,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,613,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,614,1,False,5.715404510498047,True,5,1,False,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,615,2,True,0.0,True,5,2,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,616,5,True,0.0,True,5,5,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,617,8,True,0.0,True,5,8,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,618,15,True,0.0,True,5,15,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,619,28,True,0.0,True,5,28,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,620,15,True,0.0,True,5,15,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,621,8,True,0.0,True,5,8,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,622,5,True,0.0,True,5,5,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,623,2,True,0.0,True,5,2,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,624,1,True,0.0,True,5,1,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,625,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,626,100,True,0.0,True,5,100,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,627,102,True,0.0,True,5,102,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,628,106,True,0.0,True,5,106,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,629,115,True,0.0,True,5,115,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,630,109,True,0.0,True,5,109,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,631,103,True,0.0,True,5,103,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,632,108,False,3.88507080078125,True,5,100,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,633,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,634,1,True,0.0,True,5,1,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,635,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,636,68,True,0.0,True,5,68,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,637,71,True,0.0,True,5,71,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,638,77,True,0.0,True,5,77,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,15,639,88,True,0.0,True,5,88,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,640,110,True,0.0,True,5,110,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,641,104,True,0.0,True,5,104,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,642,111,False,8.132221221923828,False,5,101,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,643,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,644,1,False,2.7966156005859375,True,5,1,False,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,645,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,646,69,True,0.0,True,5,69,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,647,73,True,0.0,True,5,73,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,648,81,True,0.0,True,5,81,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,649,97,True,0.0,True,5,97,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,650,81,True,0.0,True,5,81,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,651,73,True,0.0,True,5,73,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,652,80,False,6.221273422241211,True,5,69,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,653,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,654,1,False,0.5024757385253906,True,5,1,False,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,655,98,True,0.0,True,5,98,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,656,100,True,0.0,True,5,100,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,657,103,True,0.0,True,5,103,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,658,108,True,0.0,True,5,108,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,659,119,True,0.0,True,5,119,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,660,77,True,0.0,True,5,77,True,True,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,661,71,True,0.0,True,5,71,True,False,False,False,False,False,False,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,662,76,False,5.813623428344727,True,5,68,True,False,False,False,True,False,True,fixed_final
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,16,663,66,True,0.0,True,5,66,True,False,False,False,False,False,False,fixed_final
