family,variant,split,budget_pct,slice,decisions,selected_count,coverage,stable_positive_total,stable_positive_selected,stable_positive_recall,defer_precision,false_positive_rate,harmful_selection_rate,false_positive_correction_rate,correction_rate,new_error_rate,base_target_match,system_target_match,mean_delta_regret,p95_delta_regret,mean_delta_miss,selected_disagreement,score_mean,score_p95,label
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,overall,4344,29,0.006675874769797422,1,1,1.0,0.034482758620689655,0.9655172413793104,0.0,0.0,0.00023020257826887662,0.0,0.9677716390423573,0.9682320441988951,-0.0041297294377841565,0.0,-0.00046040515653775324,0.00046040515653775324,-3.4421964219360035,-1.293637705000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,stable_positive_v2,1,1,1.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-7.0802154541015625,-1.0,1.0,0.8331455,0.8331455,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,hard_near_tie,832,16,0.019230769230769232,1,1,1.0,0.0625,0.9375,0.0,0.0,0.001201923076923077,0.0,0.9158653846153846,0.9170673076923077,-0.00850987434387207,0.0,-0.001201923076923077,0.001201923076923077,-4.391269566418269,-1.6730403400000002,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,stable_near_tie,810,16,0.019753086419753086,1,1,1.0,0.0625,0.9375,0.0,0.0,0.0012345679012345679,0.0,0.9246913580246914,0.9259259259259259,-0.00874100673345872,0.0,-0.0012345679012345679,0.0012345679012345679,-4.402271628592592,-1.6837187500000008,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,high_headroom_near_tie,35,16,0.45714285714285713,1,1,1.0,0.0625,0.9375,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.2022918701171875,0.0,-0.02857142857142857,0.02857142857142857,-0.27597736742857143,1.0943214699999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,baseline_error_near_tie,71,16,0.22535211267605634,1,1,1.0,0.0625,0.9375,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,-0.09972134442396567,0.0,-0.014084507042253521,0.014084507042253521,-1.5830706614084507,0.6492407,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.0,large_gap_control,951,2,0.002103049421661409,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,-3.201880833522608,-1.3497879,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,overall,4344,29,0.006675874769797422,1,1,1.0,0.034482758620689655,0.9655172413793104,0.0,0.0,0.00023020257826887662,0.0,0.9677716390423573,0.9682320441988951,-0.0041297294377841565,0.0,-0.00046040515653775324,0.00046040515653775324,-3.4421964219360035,-1.293637705000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,stable_positive_v2,1,1,1.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-7.0802154541015625,-1.0,1.0,0.8331455,0.8331455,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,hard_near_tie,832,16,0.019230769230769232,1,1,1.0,0.0625,0.9375,0.0,0.0,0.001201923076923077,0.0,0.9158653846153846,0.9170673076923077,-0.00850987434387207,0.0,-0.001201923076923077,0.001201923076923077,-4.391269566418269,-1.6730403400000002,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,stable_near_tie,810,16,0.019753086419753086,1,1,1.0,0.0625,0.9375,0.0,0.0,0.0012345679012345679,0.0,0.9246913580246914,0.9259259259259259,-0.00874100673345872,0.0,-0.0012345679012345679,0.0012345679012345679,-4.402271628592592,-1.6837187500000008,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,high_headroom_near_tie,35,16,0.45714285714285713,1,1,1.0,0.0625,0.9375,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.2022918701171875,0.0,-0.02857142857142857,0.02857142857142857,-0.27597736742857143,1.0943214699999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,baseline_error_near_tie,71,16,0.22535211267605634,1,1,1.0,0.0625,0.9375,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,-0.09972134442396567,0.0,-0.014084507042253521,0.014084507042253521,-1.5830706614084507,0.6492407,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.25,large_gap_control,951,2,0.002103049421661409,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,-3.201880833522608,-1.3497879,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,overall,4344,29,0.006675874769797422,1,1,1.0,0.034482758620689655,0.9655172413793104,0.0,0.0,0.00023020257826887662,0.0,0.9677716390423573,0.9682320441988951,-0.0041297294377841565,0.0,-0.00046040515653775324,0.00046040515653775324,-3.4421964219360035,-1.293637705000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,stable_positive_v2,1,1,1.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-7.0802154541015625,-1.0,1.0,0.8331455,0.8331455,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,hard_near_tie,832,16,0.019230769230769232,1,1,1.0,0.0625,0.9375,0.0,0.0,0.001201923076923077,0.0,0.9158653846153846,0.9170673076923077,-0.00850987434387207,0.0,-0.001201923076923077,0.001201923076923077,-4.391269566418269,-1.6730403400000002,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,stable_near_tie,810,16,0.019753086419753086,1,1,1.0,0.0625,0.9375,0.0,0.0,0.0012345679012345679,0.0,0.9246913580246914,0.9259259259259259,-0.00874100673345872,0.0,-0.0012345679012345679,0.0012345679012345679,-4.402271628592592,-1.6837187500000008,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,high_headroom_near_tie,35,16,0.45714285714285713,1,1,1.0,0.0625,0.9375,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.2022918701171875,0.0,-0.02857142857142857,0.02857142857142857,-0.27597736742857143,1.0943214699999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,baseline_error_near_tie,71,16,0.22535211267605634,1,1,1.0,0.0625,0.9375,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,-0.09972134442396567,0.0,-0.014084507042253521,0.014084507042253521,-1.5830706614084507,0.6492407,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,1.5,large_gap_control,951,2,0.002103049421661409,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,-3.201880833522608,-1.3497879,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,overall,4344,29,0.006675874769797422,1,1,1.0,0.034482758620689655,0.9655172413793104,0.0,0.0,0.00023020257826887662,0.0,0.9677716390423573,0.9682320441988951,-0.0041297294377841565,0.0,-0.00046040515653775324,0.00046040515653775324,-3.4421964219360035,-1.293637705000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,stable_positive_v2,1,1,1.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-7.0802154541015625,-1.0,1.0,0.8331455,0.8331455,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,hard_near_tie,832,16,0.019230769230769232,1,1,1.0,0.0625,0.9375,0.0,0.0,0.001201923076923077,0.0,0.9158653846153846,0.9170673076923077,-0.00850987434387207,0.0,-0.001201923076923077,0.001201923076923077,-4.391269566418269,-1.6730403400000002,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,stable_near_tie,810,16,0.019753086419753086,1,1,1.0,0.0625,0.9375,0.0,0.0,0.0012345679012345679,0.0,0.9246913580246914,0.9259259259259259,-0.00874100673345872,0.0,-0.0012345679012345679,0.0012345679012345679,-4.402271628592592,-1.6837187500000008,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,high_headroom_near_tie,35,16,0.45714285714285713,1,1,1.0,0.0625,0.9375,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.2022918701171875,0.0,-0.02857142857142857,0.02857142857142857,-0.27597736742857143,1.0943214699999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,baseline_error_near_tie,71,16,0.22535211267605634,1,1,1.0,0.0625,0.9375,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,-0.09972134442396567,0.0,-0.014084507042253521,0.014084507042253521,-1.5830706614084507,0.6492407,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.0,large_gap_control,951,2,0.002103049421661409,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,-3.201880833522608,-1.3497879,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,overall,4344,29,0.006675874769797422,1,1,1.0,0.034482758620689655,0.9655172413793104,0.0,0.0,0.00023020257826887662,0.0,0.9677716390423573,0.9682320441988951,-0.0041297294377841565,0.0,-0.00046040515653775324,0.00046040515653775324,-3.4421964219360035,-1.293637705000001,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,stable_positive_v2,1,1,1.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-7.0802154541015625,-7.0802154541015625,-1.0,1.0,0.8331455,0.8331455,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,stable_positive_v2_committee,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,hard_near_tie,832,16,0.019230769230769232,1,1,1.0,0.0625,0.9375,0.0,0.0,0.001201923076923077,0.0,0.9158653846153846,0.9170673076923077,-0.00850987434387207,0.0,-0.001201923076923077,0.001201923076923077,-4.391269566418269,-1.6730403400000002,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,stable_near_tie,810,16,0.019753086419753086,1,1,1.0,0.0625,0.9375,0.0,0.0,0.0012345679012345679,0.0,0.9246913580246914,0.9259259259259259,-0.00874100673345872,0.0,-0.0012345679012345679,0.0012345679012345679,-4.402271628592592,-1.6837187500000008,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,high_headroom_near_tie,35,16,0.45714285714285713,1,1,1.0,0.0625,0.9375,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.2022918701171875,0.0,-0.02857142857142857,0.02857142857142857,-0.27597736742857143,1.0943214699999997,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,baseline_error_near_tie,71,16,0.22535211267605634,1,1,1.0,0.0625,0.9375,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,-0.09972134442396567,0.0,-0.014084507042253521,0.014084507042253521,-1.5830706614084507,0.6492407,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed315,2.5,large_gap_control,951,2,0.002103049421661409,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9978969505783386,0.9978969505783386,0.0,0.0,0.0,0.0,-3.201880833522608,-1.3497879,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,overall,4339,5,0.00115233924867481,3,1,0.3333333333333333,0.2,0.8,0.0,0.0,0.00023046784973496196,0.0,0.9624337404932012,0.9628946761926711,-0.0023896282624198315,0.0,0.0,0.0004609356994699239,-1.9984578216539755,0.14576162499999948,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,stable_positive_v2,3,1,0.3333333333333333,3,1,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,-1.159589131673177,0.0,0.0,0.3333333333333333,-0.09596564333333335,0.9785545969999999,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,stable_positive_v2_committee,2,0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.682428565,0.015370896499999925,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,hard_near_tie,657,2,0.0030441400304414,3,1,0.3333333333333333,0.5,0.5,0.0,0.0,0.0015220700152207,0.0,0.8919330289193302,0.893455098934551,-0.005294927541886653,0.0,0.0,0.0015220700152207,-3.41736077755449,-0.26338389800000034,memory_agree_blend_hybrid
round13_shortlist,prototype_memory_agree_blend_hybrid,round11_feature_cache_seed316,0.1,stable_near_tie,626,2,0.003194888178913738,3,1,0.3333333333333333,0.5,0.5,0.0,0.0,0.001597444089456869,0.0,0.9073482428115016,0.9089456869009584,-0.005557136413769219,0.0,0.0,0.001597444089456869,-3.4535716423790737,-0.2609205525,memory_agree_blend_hybrid
