suite,episode_index,packet_count,community_count,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,mean_deadline,min_deadline,solved,total_steps,correct_steps,base_next_hop_accuracy,oracle_cost,model_cost,base_regret,deadline_violations,base_deadline_miss,oracle_priority_delivered,model_priority_delivered,priority_delivered_regret,compute_regret,compute_deadline_miss,compute_next_hop_accuracy,delta_regret,delta_deadline_miss
a1_multiheavy_mixed_compute_round9_eval_seed315,0,1,4,4,1.1147014200687408,3.9689717292785645,5.652098178863525,5.789022445678711,28.060824998373043,28.060824998373043,True,8,8,1.0,28.39118464810764,28.39118464810764,0.0,1,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,1,6,4,3,0.39710450172424316,2.3359458446502686,3.0827548503875732,3.226412534713745,26.531329592989604,20.866204455042304,True,45,40,0.8888888888888888,146.20479040535443,157.90400315489163,11.699212749537196,2,True,11.0,7.0,4.0,11.699212749537196,True,0.8888888888888888,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,2,3,4,4,2.729899227619171,3.7862370014190674,5.51407527923584,5.962432384490967,34.95386950138692,30.63912337157722,True,26,26,1.0,101.02928202073932,101.02928202073932,0.0,1,True,5.0,5.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,3,1,4,4,0.6551171839237213,3.685177803039551,5.2795329093933105,5.457656383514404,22.899040211267415,22.899040211267415,True,8,8,1.0,22.377243789136127,22.377243789136127,0.0,0,False,1.0,1.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,4,3,4,4,1.7197001278400421,5.212411880493164,5.779839515686035,6.02799129486084,39.813269849571185,37.688222145855,True,28,28,1.0,108.72894519644049,108.72894519644049,0.0,0,False,4.0,4.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,5,4,4,4,1.6546433568000793,3.342475652694702,4.852349281311035,5.522705078125,30.109199913570038,27.655758297336483,True,31,31,1.0,119.02395786145095,119.02395786145095,0.0,1,True,5.0,5.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,6,1,4,4,1.2130560874938965,3.6030795574188232,4.927454471588135,5.245075702667236,31.491745127806805,31.491745127806805,True,9,9,1.0,31.991496696128458,31.991496696128458,0.0,1,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,7,1,4,4,2.00285741686821,3.538966417312622,5.07832145690918,5.543612957000732,20.43831371460468,20.43831371460468,True,6,6,1.0,20.24043897430809,20.24043897430809,0.0,0,False,2.0,2.0,0.0,0.0,False,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,8,5,4,4,1.21694815158844,3.9850661754608154,5.022887706756592,6.3545026779174805,33.17146907431579,29.196555768900197,True,40,37,0.925,155.09336850303262,164.36289605986195,9.269527556829331,1,True,10.0,10.0,0.0,23.679293807815327,True,0.9047619047619048,14.409766250985996,0
a1_multiheavy_mixed_compute_round9_eval_seed315,9,1,4,4,2.1093689799308777,4.2221832275390625,5.799029350280762,6.057788848876953,24.03782854686573,24.03782854686573,True,7,7,1.0,24.183116701333983,24.183116701333983,0.0,1,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0
a1_multiheavy_mixed_compute_round9_eval_seed315,10,6,4,4,0.998965710401535,4.915313243865967,6.155674934387207,6.457143306732178,35.64201063548865,30.87046414030517,True,50,47,0.94,201.05725015013167,209.84721837002354,8.789968219891875,2,True,12.0,9.0,3.0,48.734817472713985,True,0.9074074074074074,39.94484925282211,0
a1_multiheavy_mixed_compute_round9_eval_seed315,11,5,4,4,0.3416876196861267,3.899542808532715,6.19000244140625,6.393361568450928,32.140251174450086,29.50580757217836,True,42,40,0.9523809523809523,149.90515654474575,158.97452225642837,9.069365711682622,2,True,9.0,8.0,1.0,9.069365711682622,True,0.9523809523809523,0.0,0
