suite,episode_index,decision_index,packet_count,packet_priority,packet_deadline,candidate_degree,best_candidate_slack,best_candidate_slack_ratio,feasible_candidate_fraction,any_feasible_candidate,max_candidate_path_length,target_next_hop,predicted_next_hop,best_candidate_cost,second_best_candidate_cost,oracle_action_gap,oracle_action_gap_ratio,model_top1_score,model_top2_score,model_margin,predicted_score,target_score,predicted_cost_to_go,predicted_slack,predicted_on_time,predicted_continuation_gap,strictly_suboptimal,target_match,row_in_suite,perturb_flip_rate,max_tree_depth,hub_asymmetry,mean_queue,p90_queue,max_queue,deadline_miss,regret,solved,slack_band,packet_band,load_percentile,load_band,depth_band,hard_condition_count,hard_feasible_case,large_gap_hard_feasible_case,oracle_near_tie_case,model_near_tie_case,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,gap_bucket,baseline_error,depth_load_regime,critical_packet_proxy,effective_tie_under_perturbation,local_regret_if_corrected
e3_memory_hubs_rsm_round8_multiheavy_seed312,0,0,1,3.0,25.4452792403258,1,7.343774318695068,0.288610482492038,1.0,True,7,29,29,18.101505279541016,18.101505279541016,0.0,0.0,-8.098904609680176,-8.098904609680176,0.0,-8.098904609680176,-8.098904609680176,18.101505279541016,7.343774318695068,True,0.0,False,True,0,0.0,3,0.5270049273967743,2.005105495452881,3.2480812072753906,3.981478691101074,False,0.0,True,loose,1,0.15936573123431438,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,True,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,0,1,1,3.0,25.4452792403258,3,10.79163932800293,0.42411164861182926,0.6666666666666666,True,8,26,26,14.653639793395996,23.971569061279297,9.3179292678833,0.6358781435369144,0.1526021957397461,-12.210049629211426,12.362651824951172,0.1526021957397461,0.1526021957397461,14.653639793395996,10.79163932800293,True,0.0,False,True,1,0.0,3,0.5270049273967743,2.005105495452881,3.2480812072753906,3.981478691101074,False,0.0,True,loose,1,0.15936573123431438,low_load,3,0,False,False,False,False,False,False,large_gap,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,0,2,1,3.0,25.4452792403258,5,14.101887702941895,0.554204478156921,1.0,True,7,1,1,11.343391418457031,12.934920310974121,1.5915288925170898,0.14030450275457174,-1.4011574983596802,-2.507479190826416,1.1063216924667358,-1.4011574983596802,-1.4011574983596802,11.343391418457031,14.101887702941895,True,0.0,False,True,2,0.0,3,0.5270049273967743,2.005105495452881,3.2480812072753906,3.981478691101074,False,0.0,True,loose,1,0.15936573123431438,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,0,3,1,3.0,25.4452792403258,5,17.194272994995117,0.6757352840422184,1.0,True,6,18,18,8.251007080078125,9.445009231567383,1.1940021514892578,0.14470986873495112,1.638856291770935,-5.234283924102783,6.873140215873718,1.638856291770935,1.638856291770935,8.251007080078125,17.194272994995117,True,0.0,False,True,3,0.0,3,0.5270049273967743,2.005105495452881,3.2480812072753906,3.981478691101074,False,0.0,True,loose,1,0.15936573123431438,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,0,4,1,3.0,25.4452792403258,5,20.771942138671875,0.8163377553252551,1.0,True,5,21,21,4.673336505889893,7.663071155548096,2.989734649658203,0.6397430713346204,4.519899368286133,-2.4390337467193604,6.958933115005493,4.519899368286133,4.519899368286133,4.673336505889893,20.771942138671875,True,0.0,False,True,4,0.0,3,0.5270049273967743,2.005105495452881,3.2480812072753906,3.981478691101074,False,0.0,True,loose,1,0.15936573123431438,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,0,5,1,3.0,25.4452792403258,3,23.15575408935547,0.9100216142512644,1.0,True,4,25,25,2.2895257472991943,7.882699012756348,5.593173265457153,2.442939666459335,3.6705007553100586,-0.5723872780799866,4.242888033390045,3.6705007553100586,3.6705007553100586,2.2895257472991943,23.15575408935547,True,0.0,False,True,5,0.0,3,0.5270049273967743,2.005105495452881,3.2480812072753906,3.981478691101074,False,0.0,True,loose,1,0.15936573123431438,low_load,3,0,False,False,False,False,False,False,medium_gap,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,1,6,4,2.0,19.6086097878463,1,2.978464126586914,0.15189573145736263,1.0,True,8,5,5,16.630146026611328,16.630146026611328,0.0,0.0,-9.399140357971191,-9.399140357971191,0.0,-9.399140357971191,-9.399140357971191,16.630146026611328,2.978464126586914,True,0.0,False,True,6,0.0,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,moderate,4,0.17932922655715264,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,1,7,4,2.0,19.6086097878463,3,4.711358547210693,0.2402698915519682,0.3333333333333333,True,9,2,2,14.89725112915039,14.89725112915039,0.0,0.0,-1.26282799243927,-11.979762077331543,10.716934084892273,-1.26282799243927,-1.26282799243927,14.89725112915039,4.711358547210693,True,0.0,False,True,7,0.0,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,1,8,4,2.0,19.6086097878463,5,6.806867599487305,0.34713667481446336,0.8,True,8,1,1,12.801741600036621,14.250741004943848,1.4489994049072266,0.11318767790962767,-1.7550958395004272,-2.359556198120117,0.6044603586196899,-1.7550958395004272,-1.7550958395004272,12.801741600036621,6.806867599487305,True,0.0,False,True,8,0.0,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,0,False,False,False,False,False,False,near_tie,False,d3_low_load,False,False,0.0
e3_memory_hubs_rsm_round8_multiheavy_seed312,1,9,4,2.0,19.6086097878463,5,10.324225425720215,0.5265149104103912,0.8,True,7,10,10,9.284384727478027,16.259706497192383,6.9753217697143555,0.751296071248558,1.2925918102264404,-4.735849380493164,6.0284411907196045,1.2925918102264404,1.2925918102264404,9.284384727478027,10.324225425720215,True,0.0,False,True,9,0.0,3,2.567994922399521,2.0640947818756104,3.857067108154297,4.058408737182617,True,0.0,True,loose,4,0.17932922655715264,low_load,3,0,False,False,False,False,False,False,large_gap,False,d3_low_load,False,False,0.0
