seed,experiment,test_next_hop_accuracy,average_regret,p95_regret,deadline_miss_rate,gpu_hours
311,e3_memory_hubs_rsm_round4_seed311,0.9564462701479594,1.2639447450637817,7.503976821899414,0.5,0.1066539724667867
312,e3_memory_hubs_rsm_round4_seed312,0.9487179655295152,3.215318202972412,13.310883522033691,0.5,0.13816769321759542
313,e3_memory_hubs_rsm_round4_seed313,0.9618055721124014,2.273812770843506,10.626986503601074,0.625,0.12110552357302772
mean,E3-round4-baseline-mean,0.9556566025966253,2.2510252396265664,10.480615615844727,0.5416666666666666,0.36592718925740986
