experiment,stage,bucket,notes,device,deployment_variant,deployment_rule,deployment_reasons,selected_model_experiment,selected_checkpoint,num_communities,tree_depth_min,tree_depth_max,branching_factor,packets_max,queue_low,queue_high,queue_penalty,capacity_penalty,urgency_penalty,decision_loss,test_next_hop_accuracy,value_mae,value_rmse,rollout_solved_rate,rollout_next_hop_accuracy,average_regret,p95_regret,worst_regret,deadline_violations,deadline_miss_rate,p95_deadline_violations,priority_delivered_regret
a0_e3_ood_branching3_round4_eval,scout,exploit,round4 oracle-feasible OOD stress for E3 on higher branching and queue load,cuda:1,Multiheavy+VerifierPathReranker,round4_verifier_risk_switch,branching>=3|packets>=6,a3_e3_multiheavy_path_reranker_verifier_round4_seed312,artifacts/experiments/a3_e3_multiheavy_path_reranker_verifier_round4_seed312/checkpoints/best.pt,4,2,3,3,6,1.5,7.0,0.35,2.5,1.2,2.396799454960642,0.9614979089060917,2.5785731816593604,3.189832605893099,1.0,0.9135559921414538,6.8422465324401855,15.544229507446289,20.582395553588867,2.5,1.0,4.0,1.9375
a0_e3_ood_deeper_packets6_round4_eval,scout,exploit,round4 oracle-feasible OOD stress for E3 on deeper trees and more packets,cuda:1,Multiheavy+VerifierPathReranker,round4_verifier_risk_switch,packets>=6|depth>=4,a3_e3_multiheavy_path_reranker_verifier_round4_seed312,artifacts/experiments/a3_e3_multiheavy_path_reranker_verifier_round4_seed312/checkpoints/best.pt,4,3,4,2,6,1.0,6.0,0.35,2.5,1.2,6.642822265625,0.9600694444444444,4.237826173504193,5.416332536273533,1.0,0.9586466165413534,3.4164037704467773,9.192599296569824,9.273791313171387,1.375,0.875,3.0,0.6875
a0_e3_ood_heavy_dynamic_round4_eval,scout,exploit,round4 oracle-feasible OOD stress for E3 on deeper queues and stronger congestion penalties,cuda:1,Multiheavy+VerifierPathReranker,round4_verifier_risk_switch,packets>=6|depth>=4|queue_low>=2.5|capacity_penalty>=3.0|urgency_penalty>=1.4,a3_e3_multiheavy_path_reranker_verifier_round4_seed312,artifacts/experiments/a3_e3_multiheavy_path_reranker_verifier_round4_seed312/checkpoints/best.pt,4,3,4,2,8,2.5,8.0,0.45,3.0,1.4,33.995021812438964,0.9663333520889282,10.685652019500733,12.682332901000976,1.0,0.9300411522633745,8.362306594848633,29.44192123413086,38.381290435791016,2.875,1.0,6.0,1.6875
e3_memory_hubs_rsm_round4_multiheavy_seed312,candidate,exploit,round4 exploit follow-up with heavier multi-packet curriculum pressure on rebalanced feasible deadline suites,cuda:1,Multiheavy,round4_verifier_risk_switch,default_low_risk,e3_memory_hubs_rsm_round4_multiheavy_seed312,artifacts/experiments/e3_memory_hubs_rsm_round4_multiheavy_seed312/checkpoints/best.pt,4,2,3,2,4,0.0,4.0,0.35,2.5,1.2,1.3198588630732369,0.9546568779384389,1.8231333564309513,2.377644188263837,1.0,0.9453125,1.9167025089263916,5.445607662200928,6.129857063293457,0.6875,0.4375,3.0,0.5625
