family,variant,budget_pct,slice,split_count,decisions,selected_count,stable_positive_total,stable_positive_selected,coverage,stable_positive_recall,defer_precision,false_positive_rate,harmful_selection_rate,false_positive_correction_rate,correction_rate,new_error_rate,base_target_match,system_target_match,mean_delta_regret,p95_delta_regret,selected_mean_delta_regret,selected_p95_delta_regret,mean_delta_miss,selected_mean_delta_miss,selected_disagreement,score_mean,score_p95,source_name
round13_dispatcher,round13_archived_score_band_dispatcher,0.25,high_headroom_near_tie,2,70,9,4,2,0.12857142857142856,0.6666666666666666,0.225,0.775,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.15084261213030134,0.0,-1.1428674697875976,0.0,-0.014285714285714285,-0.1,0.02857142857142857,-199999997.78607684,4.525255699999999,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.25,large_gap_control,2,1921,3,0,0,0.0015669886283564776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9979175474541178,0.9984330113716435,-0.003551458575061916,0.0,-3.4449148178100586,-3.4449148178100586,0.0,0.0,0.0005154639175257732,-994773271.7403789,-1000000000.0,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.25,overall,2,8683,22,4,2,0.0025336873540211125,0.6666666666666666,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0002303352140019193,0.0,0.9651026897677792,0.965793828045518,-0.005178932477002567,0.0,-2.043792031028054,0.0,-0.00023020257826887662,-0.09090909090909091,0.0006911382777388005,-981918751.9674494,-1000000000.0,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.25,stable_near_tie,2,1436,9,4,2,0.0062813079320001575,0.6666666666666666,0.225,0.775,0.0,0.0,0.0014160059953457183,0.0,0.9160198004180965,0.9174358064134422,-0.00714907157361397,0.0,-1.1428674697875976,0.0,-0.0006172839506172839,-0.1,0.0014160059953457183,-960024454.5915318,-1000000000.0,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.25,stable_positive_v2,2,4,2,4,2,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,-4.11990229288737,-3.5401077270507812,-5.279491424560547,-5.279491424560547,-0.5,-0.5,0.6666666666666666,4.257758126666666,4.655936179999999,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.25,stable_positive_v2_committee,2,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.382675835,1.6686980534999998,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.5,baseline_error_near_tie,2,144,17,4,2,0.11875361759598688,0.6666666666666666,0.14166666666666666,0.8583333333333334,0.0,0.0,0.013891568589619912,0.0,0.020740883658113062,0.034632452247732974,-0.07368784615047277,0.0,-0.6428857167561849,0.0,-0.007042253521126761,-0.041666666666666664,0.013891568589619912,-595986879.0823147,4.183130714999999,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.5,hard_near_tie,2,1489,17,4,2,0.011016713499590212,0.6666666666666666,0.14166666666666666,0.8583333333333334,0.0,0.0,0.0013619965460718885,0.0,0.9038992067673575,0.9052612033134293,-0.006902400942879362,0.0,-0.6428857167561849,0.0,-0.0006009615384615385,-0.041666666666666664,0.0013619965460718885,-961462540.8745124,-1000000000.0,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.5,high_headroom_near_tie,2,70,17,4,2,0.24285714285714285,0.6666666666666666,0.14166666666666666,0.8583333333333334,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,-0.15084261213030134,0.0,-0.6428857167561849,0.0,-0.014285714285714285,-0.041666666666666664,0.02857142857142857,-199999997.78607684,4.525255699999999,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.5,large_gap_control,2,1921,4,0,0,0.002082452545882251,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9979175474541178,0.9989484752891693,-0.006480416563368336,0.0,-3.1430020332336426,-2.8712805271148683,0.0,0.0,0.0010309278350515464,-994773271.7403789,-1000000000.0,archived
round13_dispatcher,round13_archived_score_band_dispatcher,0.5,overall,2,8683,44,4,2,0.005067374708042225,0.6666666666666666,0.045454545454545456,0.9545454545454546,0.0,0.0,0.0002303352140019193,0.0,0.9651026897677792,0.9667156994444579,-0.009881317884657206,0.0,-1.9493346647782759,0.0,-0.00023020257826887662,-0.045454545454545456,0.0016130096766786485,-981918751.9674494,-1000000000.0,archived
